Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
EXC UN Equity,Exelon Corp,US,Utilities,36.04,33.92,-1067,2090,25050,85264,5592,-175,13.8037,54.4823,26348,47,23.483,30975.1108,7428,969,19393
COP UN Equity,ConocoPhillips,US,Energy,62.98,65.2,-3471,9395,55661,118986,17669,684,18.1198,24.5355,54570,556,33.413,77522.8908,17839,667,15405
PHM UN Equity,PulteGroup Inc,US,Consumer Discretionary,20.59,22.56,-76.009,472.902,4710.409,8614.645,528.021,475.579,11.8505,23.7246,5655.145,#N/A N/A,32.407,7634.1044,707.481,0.794,595.237
PNW UN Equity,Pinnacle West Capital Corp,US,Utilities,70.18,64.08,-248.537,416.445,4644.013,13980.348,1183.233,112.52,24.0973,66.5364,3464.944,-39.496,16.563,7751.3819,1321.031,202.862,3415.321
PBI UN Equity,Pitney Bowes Inc,US,Industrials,23.98,23.17,-170.229,361.305,574.716,6424.037,528.696,373.306,17.2884,57.7401,3848.412,15.571,23.404,4819.74,852.553,#N/A N/A,2278.852
PCL UN Equity,Plum Creek Timber Co Inc,US,Financials,44.52,43.44,-312,186,1704,5277,406,317,21.3198,29.079,1379,#N/A N/A,11.905,7830.724,428,#N/A N/A,3260
PNC UN Equity,PNC Financial Services Group Inc/The,US,Financials,84.54,91.96,-1216,3965,45995,334424,4239,4239,36.7976,#N/A N/A,16380,#N/A N/A,21.59,44485.7746,#N/A N/A,879,20155
PPG UN Equity,PPG Industries Inc,US,Materials,111.44,117.69,-355,2273,6205,17087,1546,944,11.8788,42.8892,15153,-135,23.872,30586.9471,2272,190,310
PX UN Equity,Praxair Inc,US,Materials,120.59,127.9,-747,1866,7130,20384,3060,1337,22.5576,36.1832,12293,-89,18.944,35136.6132,3939,#N/A N/A,8953
SPN UN Equity,Superior Energy Services Inc,US,Energy,20,22.38,-37.586,-121.848,4141.71,7463.94,1021.006,440.528,4.4967,39.6617,4453.64,24.672,61.616,3043.4201,858.371,#N/A N/A,1331.136
PCP UN Equity,Precision Castparts Corp,US,Industrials,200.1,216.3,-18,1867,11657,19562,1912,1559,28.4473,34.8217,9899,-80,25.262,28520.7932,3124,71,3916
PGR UN Equity,Progressive Corp/The,US,Financials,25.95,26.65,-892.6,1210.6,6935.3,25926,1809.4,1701,10.1001,#N/A N/A,18815.7,#N/A N/A,16.73,15289.9209,#N/A N/A,113.8,2073.7
PEG UN Equity,Public Service Enterprise Group Inc,US,Utilities,42.68,42.06,-1040,1242,12084,34147,3259,628,20.9088,63.2538,10431,0,21.713,21597.9387,3590,390,8236
RTN UN Equity,Raytheon Co,US,Industrials,100.05,108.77,-725,2193,11954,26307,2371,2082,13.3862,23.4115,22553,#N/A N/A,20.485,30852.2195,3459,209,623
RHI UN Equity,Robert Half International Inc,US,Industrials,58.06,61.96,-96.327,288.76,972.583,1627.013,355.98,298.165,10.2497,40.9304,4557.428,-109.919,22.146,7893.7184,516.327,#N/A N/A,-289.543
RDC UN Equity,Rowan Cos Plc,US,Energy,21.12,21.61,-25.123,261.736,5109.991,8828.78,435.056,-1084.505,18.3899,25.6121,1661.572,-85.631,40.754,2630.2606,606.203,90.725,2099.811
MSG UN Equity,Madison Square Garden Co/The,US,Consumer Discretionary,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
R UN Equity,Ryder System Inc,US,Industrials,82.79,93.99,-73.273,271.279,1982.499,9604.362,1312.556,-1073.257,8.3264,20.5958,6600.158,-16.813,30.386,4391.1482,1624.241,141.193,4432.555
SCG UN Equity,SCANA Corp,US,Utilities,63.77,56.95,-294,537,4948,15871,829,-187,19.4891,46.848,4854,3,17.627,9090.4273,1389,306,6138
GNTX UW Equity,Gentex Corp,US,Consumer Discretionary,16.69,17.62,-84.4718,287.5107,1497.5151,1950.4324,321.1267,253.7787,29.2822,39.4206,1351.8599,-33.9577,29.261,4886.5308,476.1213,#N/A N/A,-173.4866
EIX UN Equity,Edison International,US,Utilities,68.15,64.25,-457,1493,12758,49475,2982,-873,17.257,57.4277,13241,-19,16.66,22204.0345,3971,564,12044
SLB UN Equity,Schlumberger Ltd,US,Energy,82.39,84.16,-1863,6800,40687,68320,11375,7419,19.2204,22.6962,47845,-367,34.274,105072.9868,13213,380,6318
SCHW UN Equity,Charles Schwab Corp/The,US,Financials,25.98,29.34,-371,1229,11473,147444,2319,1936,34.1007,#N/A N/A,6038,#N/A N/A,30.661,33923.8766,2358,105,-4589
SHW UN Equity,Sherwin-Williams Co/The,US,Materials,271.27,285.2,-212.804,845.03,1351.936,6317.005,1187.165,992.829,11.4506,46.0253,11017.179,#N/A N/A,20.337,26041.295,1458.538,65.733,1419.252
SJM UN Equity,JM Smucker Co/The,US,Consumer Staples,103.15,115.35,-245.5,559.5,5165,9334.8,771.9,462.1,16.3712,36.3407,5505.4,12.7,16.903,10502.4292,1157.7,#N/A N/A,2331.4
SNA UN Equity,Snap-on Inc,US,Industrials,132.71,147.23,-102.2,400.2,2294.5,4268.5,417,333.9,19.116,49.446,3420.7,-75.9,20.724,7711.4598,731.9,53.4,794.5
SO UN Equity,Southern Co/The,US,Utilities,50.72,45.79,-1907,2094,20988,67654,6437,900,21.1133,63.721,18377,-386,15.563,45638.5024,6251,819,23044
BBT UN Equity,BB&T Corp,US,Financials,35.29,38.05,-796,1969,24314,187022,5093,5093,33.3839,#N/A N/A,10009,#N/A N/A,20.137,25419.3306,#N/A N/A,789,23431
LUV UN Equity,Southwest Airlines Co,US,Industrials,45.18,43.24,-139,1158,7429,20539,2999,1235,10.8123,#N/A N/A,18405,-27,38.182,30665.6713,2900,105,-828
SWN UN Equity,Southwestern Energy Co,US,Energy,24.79,25.08,0,756.49,4293,9177,2305.01,240.906,35.2771,50.8281,3983.089,-12.064,44.631,9531.491,2314.449,50.277,1787
SWK UN Equity,Stanley Black & Decker Inc,US,Industrials,93.65,98.34,-318.2,671.2,7044,16733.8,1266,997.1,10.1204,36.2954,11236.7,#N/A N/A,20.853,14670.4763,1588.1,#N/A N/A,3802.7
PSA UN Equity,Public Storage,US,Financials,200.84,197.22,-1189.831,867.968,9292.375,9624.468,1543.825,334.114,47.9747,#N/A N/A,2138.262,#N/A N/A,14.61,34690.222,1461.292,8.603,-26.62
GT UW Equity,Goodyear Tire & Rubber Co/The,US,Consumer Discretionary,24.24,26.73,-77,544,2698,16656,297,-771,7.8932,23.2434,18573,132,33.029,6655.395,2202,420,5111
IDXX UW Equity,IDEXX Laboratories Inc,US,Health Care,79.21,78.415,0,199.203,229.471,1290.632,273.958,215.301,19.274,55.2863,1487.921,-11.615,23.943,7553.8403,343.858,11.942,432.265
STI UN Equity,SunTrust Banks Inc,US,Financials,38.42,41,-357,1760,22269,186818,2188,1996,28.3515,#N/A N/A,8720,#N/A N/A,23.887,20034.358,#N/A N/A,537,15860
SYY UN Equity,Sysco Corp,US,Consumer Staples,39.17,38.99,-673.128,924.756,5355.514,13594.033,1386.204,879.926,3.3325,17.5761,47247.526,-269.481,17.735,23027.4104,2122.565,124.147,2627.278
TE UN Equity,TECO Energy Inc,US,Utilities,21.33,19.63,-195.3,161.6,2602.8,8653.6,658.7,5.4,19.2201,65.01,2559.3,34,18.005,5005.9869,825.8,163.5,3628.6
TER UN Equity,Teradyne Inc,US,Information Technology,18.1,19.32,-24.428,207.426,2189.908,2695.007,334.189,132.994,14.2513,54.5652,1609.888,-170.245,32.022,3918.5459,422.887,#N/A N/A,-1181.313
MDVN UW Equity,Medivation Inc,US,Health Care,54.41,58.765,0,115.015,249.246,618.184,60.935,50.498,27.4986,#N/A N/A,532.369,-140.506,35.438,8447.1151,150.972,21.315,-83.468
TSO UN Equity,Tesoro Corp,US,Energy,81.73,91.84,-137,691,5892,14225,1236,634,3.3141,10.9611,42304,#N/A N/A,37.039,10318.0315,1944,#N/A N/A,1408
TXN UW Equity,Texas Instruments Inc,US,Information Technology,53.45,58.8,-1293,2477,10471,17900,3819,3452,27.6007,56.0137,12804,46,24.989,56459.2311,4754,96,1459
TXT UN Equity,Textron Inc,US,Industrials,42.56,44.31,-23,555,4572,14739,1484,1085,7.5858,17.1057,13288,5,31.486,11748.6394,1437,180,3538
TMO UN Equity,Thermo Fisher Scientific Inc,US,Health Care,125.21,130,-229,1635.3,20510.6,42690.8,2394.4,2029,14.6176,43.7225,15863.7,-109.9,23.882,50087.1906,3824.3,432.7,13933.5
TIF UN Equity,Tiffany & Co,US,Consumer Discretionary,86.64,88.22,-185.611,184.398,2908.69,4996.989,127.299,-98.703,9.84,59.6108,4262.935,-18.462,34.966,11207.2164,612.879,#N/A N/A,702.97
TJX UN Equity,TJX Cos Inc/The,US,Consumer Discretionary,65.94,68.64,-448.486,2149.19,4373.808,11592.048,2785.687,1892.393,12.284,28.3924,28583.241,-12.428,19.887,45692.5724,4090.862,55.014,-807.033
TMK UN Equity,Torchmark Corp,US,Financials,50.07,53.25,-64.052,539.008,4529.792,19870.507,1256.454,1235.168,22.2185,#N/A N/A,3920.289,#N/A N/A,18.33,6441.1629,#N/A N/A,76.199,1215.232
TSS UN Equity,Total System Services Inc,US,Information Technology,35.37,38.2,-75.155,307.508,1711.657,3720.582,535.027,463.969,17.4424,31.8104,2394.878,-52.396,23.748,6575.2088,665.413,41.2,1197.197
BF/A UN Equity,Brown-Forman Corp,US,Consumer Staples,88.72,92.15,-248,667,2075,4243,518,390,31.7065,69.7347,3053,#N/A N/A,20.45,18776.7124,1019,27,887
TYC UN Equity,Tyco International Plc,US,Industrials,40.81,42.22,-311,1838,4683,11809,862,574,6.7821,36.6389,10336,-94,22.131,17142.0594,1060,97,571
KEX UN Equity,Kirby Corp,US,Industrials,72.49,77.08,0,278.657,2254.451,3952.134,475.882,195.604,19.0863,28,2466.418,#N/A N/A,37.849,4136.2068,637.155,22.283,645.666
UNP UN Equity,Union Pacific Corp,US,Industrials,117.21,120.26,-1551,4923,21553,52568,7300,3213,35.5977,#N/A N/A,23465,-166,30.199,104211.3294,10226,542,9618
UNH UN Equity,UnitedHealth Group Inc,US,Health Care,106.25,113.63,-1283,5536,33990,85426,6690,5248,7.7724,24.9622,128158,-742,24.585,101977.8084,11408,643,8305
UNM UN Equity,Unum Group,US,Financials,31.06,33.56,-155.4,905.5,9244,61960.6,1266,1266,14.0283,#N/A N/A,10471.7,#N/A N/A,23.368,7826.865,#N/A N/A,166.6,2792.9
MRO UN Equity,Marathon Oil Corp,US,Energy,26.6,27.86,-533,2551,20226,36700,5561,909,15.9378,46.1275,11388,57,43.207,17952.2611,4407,#N/A N/A,5662
ERIE UW Equity,Erie Indemnity Co,US,Financials,86.66,86.91,-117,178,7836,17578,905,858,14.8107,14.8107,6232,#N/A N/A,19.761,4531.44,#N/A N/A,#N/A N/A,-15005
X UN Equity,United States Steel Corp,US,Materials,24.44,23.95,-29,124,3943,12008,1240,810,-1.2031,6.5014,17704,-335,55.541,3555.6441,446,#N/A N/A,2267
VAR UN Equity,Varian Medical Systems Inc,US,Health Care,92.56,92.97,0,403.738,1616.42,3357.29,448.986,359.337,18.7305,42.6821,3049.793,-74.501,22.38,9273.1227,633.699,7.159,-477.951
VTR UN Equity,Ventas Inc,US,Financials,69.8949,65.2183,-853.767,477.017,8786.253,20651.165,1279.298,-162.598,28.1978,#N/A N/A,2930.841,#N/A N/A,15.46,25859.1561,1614.165,346.941,10404.511
VFC UN Equity,VF Corp,US,Consumer Discretionary,69.37,76.66,-456.036,1293.071,5862.36,10815.876,1438.183,1120.012,14.7119,48.5613,11993.4,-166.74,18.857,29958.9782,1980.639,85.515,1587.024
INCY UW Equity,Incyte Corp,US,Health Care,79.71,85.85,0,-54.407,-89.591,785.265,-30.153,-54.205,0.9653,99.8467,484.593,-76.402,43.571,13466.356,42.722,43.244,148.954
VNO UN Equity,Vornado Realty Trust,US,Financials,110.44,110.04,-547.305,201.263,8364.971,21000.515,1079.766,-64.208,29.2022,#N/A N/A,2364.905,#N/A N/A,14.195,20733.4787,1212.115,421.667,9470.195
VMC UN Equity,Vulcan Materials Co,US,Materials,70.51,83,-22.274,175.984,4201.099,8091.538,246.213,-81.077,16.8554,18.335,2919.388,#N/A N/A,24.764,9286.3841,777.164,#N/A N/A,1914.245
PRA UN Equity,ProAssurance Corp,US,Financials,44.37,44.99,-69.353,202.315,2321.212,5325.997,115.724,115.724,35.975,#N/A N/A,827.244,#N/A N/A,21.11,2537.2515,#N/A N/A,12.366,1.995
SPXC UN Equity,SPX Corp,US,Industrials,21.0446,22.4448,-55.9,519.7,2055.2,6335.8,199.8,158.5,5.7961,28.4157,4090.7,-10.3,30.797,3432.4089,335.6,69.8,951.8
GHC UN Equity,Graham Holdings Co,US,Consumer Discretionary,565.125,595.975,-53.345,1115.009,2933.917,5488.436,299.479,73.879,10.1202,55.5636,3485.302,-62.139,26.92,5418.9261,590.087,35.545,-199.866
WY UN Equity,Weyerhaeuser Co,US,Financials,35.85,35.11,-584,1648,5856,13440,1132,747,11.7974,21.7662,7383,57,15.834,18798.4324,1375,367,3782
WHR UN Equity,Whirlpool Corp,US,Consumer Discretionary,199.08,211.95,-213,750,5311,15708,892,209,6.6512,17.2899,18959,-99,28.042,15502.5591,1801,218,2162
WMB UN Equity,Williams Cos Inc/The,US,Energy,43.86,49.04,-1246,1907,20681,49807,1619,-2354,18.1805,31.4701,7156,-156,34.355,32783.7117,2307,644,20374
WEC UN Equity,WEC Energy Group Inc,US,Utilities,55.77,50.98,-350.6,611.2,4428.7,14724.9,1215.3,512.6,23.0329,54.9542,4950.3,-37.1,18.326,12577.1017,1555.7,243.5,5004.4
XRX UN Equity,Xerox Corp,US,Information Technology,13.17,13.65,-313,1095,12257,27877,2174,1804,7.061,31.9367,19714,-504,28.858,15034.2881,2808,381,6645
ADBE UW Equity,Adobe Systems Inc,US,Information Technology,70.13,79.1,0,253.551,6775.905,10785.829,1287.482,1139.15,9.481,84.9995,4147.065,7.928,28.809,34946.7648,706.775,59.732,-2225.176
AES UN Equity,AES Corp/VA,US,Utilities,12.22,12.97,-138,357,7644,38983,1891,-156,16.9026,18.1396,16814,-483,28.342,8713.4261,4091,1503,18710
DPZ UN Equity,Domino's Pizza Inc,US,Consumer Discretionary,99.05,101.53,-50.226,159.217,-1281.742,510.883,208.299,157.215,17.7398,30.1314,1917.43,#N/A N/A,24.451,5448.3224,368.476,87.305,1493.353
AMGN UW Equity,Amgen Inc,US,Health Care,152.26,157.72,-1741,4885,25325,70775,7945,7229,29.9802,78.3822,19743,439,28.983,115819.6116,7930,1071,4905
MCY UN Equity,Mercury General Corp,US,Financials,57.15,54.53,-135.27,214.281,1924.64,4609.006,239.584,213.016,9.6396,#N/A N/A,2999.616,#N/A N/A,21.904,3145.3283,#N/A N/A,2.296,10.319
AAPL UW Equity,Apple Inc,US,Information Technology,117.16,128.46,-11126,39510,111547,231839,59713,50142,28.7223,38.588,182795,-6452,26.643,682427.4812,60449,384,-119944
ADSK UW Equity,Autodesk Inc,US,Information Technology,54.005,64.24,0,124.2,2268.5,4736.8,634.4,565.2,6.5073,86.6691,2434.2,#N/A N/A,27.593,12287.245,301.5,#N/A N/A,-1409.9
CTAS UW Equity,Cintas Corp,US,Industrials,78.7,83.48,-93.32,440.413,2203.334,4697.571,676.262,494.442,13.8104,42.7179,4470.844,-45.223,24.282,9233.7048,789.536,65.326,473.276
CMCSA UW Equity,Comcast Corp,US,Consumer Discretionary,53.145,59.38,-2186,8368,54711,159237,14783,7357,21.7217,69.389,67969,-777,21.931,136814.1315,22691,2599,43272
TAP UN Equity,Molson Coors Brewing Co,US,Consumer Staples,75.93,75.89,-264,551.4,8422.4,14833.4,1196.6,925.1,17.2868,40.0724,4200.9,#N/A N/A,27.079,14153.4177,1041.6,#N/A N/A,2732.4
PKG UN Equity,Packaging Corp of America,US,Materials,75.85,82.86,-157.221,522.188,1552.039,5330.749,744.752,385.897,11.4803,20.9737,5683.053,-48.587,29.115,7462.3849,1029.408,#N/A N/A,2226.798
KLAC UW Equity,KLA-Tencor Corp,US,Information Technology,61.47,64.955,-306.667,543.791,3529.72,5301.572,636.564,577.368,25.0967,57.317,2913.972,-13.919,51.072,9999.0134,814.906,53.671,-2194.438
MKC UN Equity,McCormick & Co Inc/MD,US,Consumer Staples,71.39,75.38,-189.6,419.8,1970,4472.1,513.6,389.7,13.626,40.7175,4239.7,#N/A N/A,16.878,9157.8046,684.9,49.2,1273.9
NDSN UW Equity,Nordson Corp,US,Industrials,72.86,76.93,-48.391,246.773,904.797,2280.13,288.155,244.581,21.5435,55.4628,1704.021,#N/A N/A,22.497,4516.3172,426.859,15.035,773.612
JWN UN Equity,Nordstrom Inc,US,Consumer Discretionary,76.2,80.43,-247,733,2274,9269,1118,320,10.2095,37.8928,13174,-128,20.426,14496.6768,1843,#N/A N/A,2694
TCB UN Equity,TCF Financial Corp,US,Financials,14.7,15.69,-51.979,170.806,2113.432,19022.103,290.745,244.377,24.8653,#N/A N/A,1299.261,#N/A N/A,26.091,2458.2699,#N/A N/A,56.933,360.834
NNN UN Equity,National Retail Properties Inc,US,Financials,42.84,40.24,-200.491,145.65,2883.329,4866.577,295.326,-297.692,60.425,#N/A N/A,423.525,#N/A N/A,16.381,5613.1643,368.899,83.889,1855.955
PCAR UW Equity,PACCAR Inc,US,Industrials,60.11,64.05,-616.6,1298.7,7162.7,21026.1,2179.7,580.8,10.3151,16.9878,18476.8,-292.7,25.178,21285.2082,2805.5,#N/A N/A,-2860.6
NVR UN Equity,NVR Inc,US,Consumer Discretionary,1254.23,1332,0,279.99,1151.394,2413.076,140.196,107.925,10.9359,19.816,4358.682,1.894,22.588,5137.73,493.262,22.521,135.448
COST UW Equity,Costco Wholesale Corp,US,Consumer Staples,142.99,146.96,-584,2129,12570,34613,4143,2169,2.9016,12.6388,114489,#N/A N/A,15.991,62987.7234,4374,112,-2585
CBSH UW Equity,Commerce Bancshares Inc/MO,US,Financials,38.0952,39.5429,-85.943,261.555,2288.869,22701.545,357.785,318.47,36.2549,#N/A N/A,1093.847,#N/A N/A,19.588,3851.6675,#N/A N/A,28.377,-122.22
LEN/B UN Equity,Lennar Corp,US,Consumer Discretionary,36.11,40.28,-32.335,552.866,5038.141,12290.077,-688.476,-701.451,11.7829,23.4748,7111.077,-36.001,35.582,8932.8487,873.715,51.902,3939.609
ODFL UW Equity,Old Dominion Freight Line Inc,US,Industrials,70.12,78.12,0,244.801,1429.727,2188.539,375.295,-3.105,15.2616,23.8749,2659.319,#N/A N/A,24.113,6041.884,546.581,7.499,175.748
STJ UN Equity,St Jude Medical Inc,US,Health Care,65.87,66.68,-519,880,4145,10236,2031,1704,18.1802,70.8475,5605,69,24.133,18833.0809,1556,84,2570
SYK UN Equity,Stryker Corp,US,Health Care,91.05,94.75,-446,641,8624,17515,1775,1547,12.6824,65.6483,9525,-147,17.815,34446.0839,1572,#N/A N/A,-715
TSN UN Equity,Tyson Foods Inc,US,Consumer Staples,39.04,41.31,-104,864,8904,23956,1178,546,3.8052,7.1448,37580,#N/A N/A,28.413,15865.22,1960,132,7740
AMAT UW Equity,Applied Materials Inc,US,Information Technology,22.84,25.05,-485,1106,7868,13174,1800,1559,16.7549,42.3611,9072,#N/A N/A,29.721,27898.4187,1895,95,-1215
TWX UN Equity,Time Warner Inc,US,Consumer Discretionary,77.93,81.86,-1104,4092,25230,63095,3393,2812,23.0301,42.1095,27438,#N/A N/A,24.776,65343.2348,7027,1327,19347
CNA UN Equity,CNA Financial Corp,US,Financials,38.96,41.83,-527,714,13034,55731,1330,1264,14.3681,#N/A N/A,9883,#N/A N/A,17.694,10517.1704,#N/A N/A,179,2861
BBBY UW Equity,Bed Bath & Beyond Inc,US,Consumer Discretionary,74.77,74.66,0,981.501,2939.179,7034.26,1442.948,1097.158,13.4635,39.2815,11669.754,#N/A N/A,25.671,13877.4174,1803.589,#N/A N/A,213.374
NEU UN Equity,NewMarket Corp,US,Materials,449.67,471.1,-56.416,235.201,494.517,1288.318,242.763,192.501,15.2774,28.1503,2342.898,#N/A N/A,21.477,5634.835,399.397,16.86,242.976
CAH UN Equity,Cardinal Health Inc,US,Health Care,83.19,87.99,-429,1093,6256,25711,1634,1375,2.0743,5.7806,90631,-761,19.913,27532.6912,2330,#N/A N/A,1538
CELG UW Equity,Celgene Corp,US,Health Care,119.16,121.53,0,1600.4,5768.4,16403.3,2524.4,2376.9,28.5132,94.8848,7340.8,-8.7,33.741,95173.588,2471.8,154.5,-23.4
CERN UW Equity,Cerner Corp,US,Health Care,66.35,72.06,0,437.624,3396.21,4392.638,765.059,299.455,19.6069,82.4679,3272,-87.442,20.247,22656.6824,932.829,#N/A N/A,-1184.965
CINF UW Equity,Cincinnati Financial Corp,US,Financials,50.51,52.76,-276,480,6376,18474,891,883,14.5417,#N/A N/A,4855,#N/A N/A,16.161,8257.9025,#N/A N/A,54,466
FIT UN Equity,Fitbit Inc,US,Information Technology,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
EAT UN Equity,Brinker International Inc,US,Consumer Discretionary,58.43,59.46,-65.312,157.565,38.181,1476.211,375.324,203.919,8.429,19.258,2935.853,-5.477,23.33,3713.5581,385.929,28.077,829.54
CVC UN Equity,Cablevision Systems Corp,US,Consumer Discretionary,18.92,18.78,-159.764,307.306,-5068.007,6563.745,1350.388,509.708,13.7848,#N/A N/A,6413.378,#N/A N/A,29.278,5177.0795,1785.968,#N/A N/A,8326.914
CDNS UW Equity,Cadence Design Systems Inc,US,Information Technology,17.99,18.355,0,131.573,1284.727,2705.941,303.819,266.882,11.0558,83.9117,1534.556,-7.659,24.711,5266.0328,279.58,31.368,-257.742
PACW UW Equity,PacWest Bancorp,US,Financials,42.755,45.835,-74.085,99.26,3478.246,15938.345,131.087,127.884,31.9778,#N/A N/A,604.493,#N/A N/A,25.997,4357.2594,#N/A N/A,30.283,536.355
DHI UN Equity,DR Horton Inc,US,Consumer Discretionary,24.52,27.31,-48.6,533.6,5119.7,10185.4,-661.4,-761.6,9.8556,22.9473,8024.9,0,33.783,8959.7583,829.3,#N/A N/A,2644.7
CY UW Equity,Cypress Semiconductor Corp,US,Information Technology,14.73,14.75,-68.098,0.224,204.807,777.109,98.581,72.653,0.6097,48.8487,709.176,2.348,43.721,2375.0433,51.151,#N/A N/A,106.623
FLS UN Equity,Flowserve Corp,US,Industrials,54.49,62.13,-82.847,500.891,1923.699,4793.774,505.072,377.082,15.6362,34.781,4885.966,-91.797,34.754,7427.442,875.089,61.457,1003.889
1396924D UW Equity,Liberty Media Corp,US,Consumer Discretionary,34.05,38.565,0,651,22594,33845,1148,965,18.379,64.2466,4380,#N/A N/A,24.665,11719.9059,1155,239,5401
EA UW Equity,Electronic Arts Inc,US,Information Technology,54.86,57.18,0,397,2670,6031,1153,1061,10.5925,62.9021,4135,-242,33.368,17057.9676,665,31,-1797
RBC UN Equity,Regal Beloit Corp,US,Industrials,68.85,77.94,-37,114.3,2176.7,3671.4,301.9,214.8,6.3671,24.5333,3208.7,#N/A N/A,21.553,3076.8208,341.3,41,349.6
UHS UN Equity,Universal Health Services Inc,US,Health Care,102.53,113.35,-24.709,496.973,3888.799,8961.592,997.872,609.769,12.5628,#N/A N/A,7829.643,-48.64,28.695,10160.0508,1349.834,139.548,3415.107
ESRX UW Equity,Express Scripts Holding Co,US,Health Care,80.71,84.79,0,1927.7,20168.3,53439.2,4559.7,4084.3,3.476,7.8641,100355.9,-1360.8,20.357,59233.8739,5769.6,586.5,13852.6
REGN UW Equity,Regeneron Pharmaceuticals Inc,US,Health Care,416.66,413.84,0,344.837,2551.788,3739.419,831.041,546.601,31.2139,92.63,2627.64,154.688,35.557,42359.8547,870.032,42.683,-930.333
AGCO UN Equity,AGCO Corp,US,Industrials,43.34,49.74,-40.7,472.1,3793.3,8113.9,412.7,55.1,7.2122,21.383,10098.2,57.9,31.807,3986.3429,1008.8,#N/A N/A,1100.3
EXPD UW Equity,Expeditors International of Washington I,US,Industrials,43.68,48.3,-124.2,361.003,1903.93,2926.053,367.387,330.017,8.8829,12.9924,6421.75,-181.467,22.293,8431.577,620.47,0,-1030.797
SWKS UW Equity,Skyworks Solutions Inc,US,Information Technology,83.05,87.75,-41.4,457.7,2532.4,2973.8,772.4,563.8,24.6661,44.6277,2291.4,-12.4,43.757,15833.7836,687.9,#N/A N/A,-805.8
FAST UW Equity,Fastenal Co,US,Industrials,44.4,41.55,-296.783,474.988,1901.573,2372.995,433.789,229.261,20.8699,50.8501,3621.013,-79.376,23.122,13161.9713,826.263,0.642,-11.329
OFC UN Equity,Corporate Office Properties Trust,US,Financials,30,29.4,-96.24,103.721,1415.94,3680.188,195.288,-51.989,22.7531,#N/A N/A,568.304,#N/A N/A,16.151,2775.6519,267.743,90.383,2009.974
MTB UN Equity,M&T Bank Corp,US,Financials,113.16,121,-438.871,951.754,12333.316,97228.342,1203.157,1109.158,34.9085,#N/A N/A,4708.607,#N/A N/A,21.751,14949.7818,#N/A N/A,273.641,26.293
ATVI UW Equity,Activision Blizzard Inc,US,Information Technology,20.895,23.32,-510,636,6992,13855,1603,1377,23.6443,64.3842,4352,407,33.838,15024.1325,1671,205,494
FISV UW Equity,Fiserv Inc,US,Information Technology,72.53,78.07,0,794,3462,9438,1318,1028,23.7383,43.5667,5013,-32,17.666,17694.8598,1592,164,3439
FITB UW Equity,Fifth Third Bancorp,US,Financials,17.3,19.36,-484,1436,15443,134188,2323,2000,33.8127,#N/A N/A,6544,#N/A N/A,24.643,14255.3193,#N/A N/A,425,10452
HFC UN Equity,HollyFrontier Corp,US,Energy,35.92,43.99,-646.275,564.986,6560.848,10181.77,872.944,364.873,4.7128,6.979,20308.009,50.1,33.997,7030.8368,1299.023,46.503,-440.11
RPM UN Equity,RPM International Inc,US,Materials,47.86,50.55,-127.894,287.641,1634.368,4346.722,282.378,187.232,10.9588,42.6918,4415.575,-74.917,26.032,6401.1501,574.945,79.641,1253.001
JKHY UW Equity,Jack Henry & Associates Inc,US,Information Technology,61.37,65.5,-72.239,193.735,1011.919,1558.054,337.117,289.798,24.8786,42.2956,1206.413,-6.06,16.556,5018.5707,411.502,1.091,-28.397
FHN UN Equity,First Horizon National Corp,US,Financials,12.99,14.29,-65.086,218.355,2621.941,23986.787,907.801,877.482,22.6622,#N/A N/A,1274.343,#N/A N/A,23.375,3055.8789,#N/A N/A,83.051,3035.779
GILD UW Equity,Gilead Sciences Inc,US,Health Care,104.83,103.53,0,9405.2769,13890.992,28844.393,10524.132,10065.893,58.619,82.6862,20695.731,-915.662,42.144,158153.2793,13034.502,354.639,1718.396
ICPT UW Equity,Intercept Pharmaceuticals Inc,US,Health Care,201.03,221.37,0,-260.7699,261.0621,286.0208,-66.0204,-71.2185,-5404.7098,#N/A N/A,1.7012,#N/A N/A,93.739,4293.9357,-91.7091,#N/A N/A,-272.8062
HAS UW Equity,Hasbro Inc,US,Consumer Discretionary,54.92,62.315,-214.754,375.834,1542.513,4508.802,380.641,268.601,13.9776,59.6792,4260.387,-157.639,25.14,6902.4709,783.919,89.127,1185.734
