"carat","cut","color","clarity","table","depth","cert","measurements_1","measurements_2","measurements_3","price"
0.33,"Ideal","I","SI1",56.1,61.5,"IGI",4.43,4.45,2.73,410
0.3,"V.Good","E","SI2",54,64.3,"GIA",4.24,4.26,2.73,438
0.65,"Ideal","F","VS2",57,62,"GIA",5.56,5.58,3.45,2852
0.32,"Ideal","D","SI1",56,62.9,"GIA",4.36,4.38,2.75,593
0.9,"V.Good","E","VVS1",61,62,"GIA",6.17,6.13,3.81,6580
0.44,"V.Good","L","VVS1",58,63.8,"GIA",4.81,4.78,3.06,870
0.3,"Ideal","G","VVS2",56,62.7,"GIA",4.29,4.3,2.69,870
0.41,"Ideal","I","VS2",57,61.4,"GIA",4.8,4.82,2.95,834
0.5,"Ideal","L","VS1",62,62,"GIA",5.09,5.07,3.15,1010
0.3,"V.Good","E","VS2",56,63.7,"GIA",4.23,4.21,2.69,510
0.55,"Ideal","G","SI2",57,62.5,"GIA",5.21,5.24,3.27,1530
0.4,"V.Good","H","SI2",57,64.1,"GIA",4.62,4.6,2.96,637
0.31,"Ideal","G","SI2",59,60.9,"GIA",4.39,4.41,2.68,475
1.36,"Ideal","F","VS2",59,60.3,"GIA",7.18,7.23,4.34,10245
0.4,"Ideal","H","VS2",62.3,62.3,"GIA",4.73,4.69,2.93,1060
0.56,"Ideal","H","VS2",59,62.4,"GIA",5.25,5.27,3.28,1567
2.34,"Ideal","H","VVS1",57,62.6,"GIA",8.44,8.49,5.3,31563
0.33,"V.Good","E","VS2",59.6,59.6,"GIA",4.51,4.48,2.68,810
0.61,"Ideal","G","VS2",58,61.8,"GIA",5.44,5.42,3.36,2079
0.31,"Good","F","SI2",56,65.4,"HRD",4.2,4.24,2.76,413
0.6,"Ideal","I","SI2",58,62.4,"GIA",5.4,5.38,3.36,1520
1,"V.Good","D","SI1",57,69.9,"EGL Intl.",5.99,5.91,4.16,3560
1.46,"Ideal","D","VS2",58,62.5,"EGL Intl.",7.19,7.14,4.48,9140
1.36,"V.Good","I","SI2",59,62.6,"GIA",7.03,6.96,4.38,6650
1.1,"Ideal","H","VVS2",56,62.6,"GIA",6.59,6.62,4.13,5734
0.32,"Ideal","E","VS1",56,62,"GIA",4.43,4.41,2.74,646
0.41,"V.Good","D","SI1",56,64.4,"GIA",4.66,4.63,2.99,1030
0.41,"Ideal","I","VVS1",56,62.5,"GIA",4.75,4.77,2.98,1100
0.3,"Ideal","E","VS1",59,61.4,"GIA",4.29,4.31,2.64,625
2.6,"V.Good","L","VVS2",63,60.2,"HRD",8.91,8.83,5.34,17010
1.19,"Ideal","I","VS2",59,59.8,"GIA",6.91,6.93,4.14,6700
0.6,"Ideal","K","SI1",57,61.9,"GIA",5.39,5.42,3.35,1240
0.7,"Ideal","E","SI1",60,60.8,"GIA",5.68,5.75,3.48,2728
0.35,"Ideal","D","SI1",57,61.5,"GIA",4.56,4.52,2.79,1010
0.45,"Ideal","E","SI1",59,60.7,"GIA",4.91,4.94,2.99,1348
0.35,"Ideal","D","VS2",54,62.5,"GIA",4.51,4.49,2.81,950
0.7,"V.Good","D","SI1",56,63,"GIA",5.63,5.67,3.56,2376
0.37,"Ideal","E","VS2",58,61.3,"GIA",4.64,4.61,2.84,1050
1.01,"Ideal","G","VVS1",57,63.2,"GIA",6.42,6.33,4.03,7460
1.11,"Ideal","I","SI1",58,62.7,"GIA",6.61,6.59,4.14,5326
1.22,"Good","I","VS2",57,64.2,"GIA",6.74,6.63,4.29,6605
0.7,"Ideal","D","SI2",59,61.2,"GIA",5.72,5.69,3.49,2307
0.71,"V.Good","F","I1",55,61.6,"GIA",5.75,5.77,3.55,1630
0.4,"Ideal","H","VVS1",59,62.5,"GIA",4.65,4.7,2.92,1140
0.9,"Ideal","E","VVS2",57,62.7,"GIA",6.14,6.18,3.86,7470
1,"V.Good","F","VS1",57,63.2,"GIA",6.31,6.37,4.01,7534
1.01,"V.Good","F","VVS2",58,63,"GIA",6.31,6.35,3.99,7170
1.5,"Ideal","J","VS2",59,61.4,"GIA",7.34,7.33,4.51,7800
1.03,"Ideal","D","VVS2",57,60.6,"GIA",6.56,6.55,3.97,11400
0.72,"Ideal","F","IF",57,62,"GIA",5.75,5.72,3.56,4490
1.25,"Ideal","G","SI2",59,62.1,"GIA",6.84,6.87,4.26,7768
0.71,"V.Good","H","VVS1",57,65.1,"IGI",5.48,5.54,3.59,2650
1,"Ideal","F","SI1",59,61.7,"GIA",6.44,6.4,3.96,5630
0.44,"Ideal","E","IF",60,60.2,"GIA",4.94,4.94,2.98,1428
0.95,"Ideal","E","VS2",57,62.3,"GIA",6.26,6.23,3.89,6470
0.51,"Ideal","I","SI2",61,60.7,"GIA",5.1,5.13,3.1,1287
1.04,"Ideal","G","VS2",57,62.8,"GIA",6.46,6.42,4.05,6980
0.76,"V.Good","L","SI1",60,61.2,"GIA",5.83,5.89,3.59,1374
1.01,"Ideal","G","VS2",58,62.8,"IGI",6.32,6.37,3.99,6460
1.08,"Ideal","G","SI1",59,60.3,"GIA",6.63,6.65,4.01,5927
1.35,"Ideal","D","VVS2",56,61.6,"GIA",7.09,7.06,4.36,22485
0.52,"Ideal","D","VVS2",60,61.2,"GIA",5.19,5.17,3.17,2314
0.41,"Ideal","G","SI1",58,61.9,"GIA",4.77,4.74,2.95,1060
0.34,"Good","E","VS1",60,64,"IGI",4.42,4.44,2.83,760
0.23,"Ideal","E","VVS2",56,61.1,"GIA",3.95,3.98,2.42,807
0.38,"V.Good","I","SI2",54,63.6,"GIA",4.56,4.6,2.91,463
1.03,"Ideal","I","SI1",59,62.4,"GIA",6.44,6.47,4.03,5483
2.11,"Ideal","F","SI2",58,62.4,"GIA",8.14,8.19,5.1,20319
0.51,"Ideal","F","SI2",55,61.9,"GIA",5.13,5.15,3.18,1130
0.51,"Ideal","E","VS1",59,61,"GIA",5.19,5.17,3.16,1828
0.73,"Ideal","F","VS2",58,62.3,"GIA",5.76,5.74,3.58,3310
0.31,"Ideal","J","VVS2",59.5,59.6,"IGI",4.41,4.42,2.64,770
1.01,"Ideal","F","VS2",58,62.7,"GIA",6.41,6.37,4.01,7670
1,"Ideal","H","VS1",59,61.6,"GIA",6.41,6.46,3.97,6033
0.3,"V.Good","D","VVS2",61,62.6,"GIA",4.28,4.24,2.67,940
0.71,"Ideal","D","SI2",58,63.3,"EGL Intl.",5.67,5.62,3.57,1471
0.3,"Ideal","D","VS2",61.7,61.7,"GIA",4.3,4.26,2.64,820
1.08,"Ideal","G","VS1",62.5,62.5,"GIA",6.57,6.53,4.09,7760
0.4,"Good","H","SI2",58.5,61.3,"IGI",4.66,4.71,2.88,522
0.5,"Ideal","F","SI2",56,62.6,"GIA",5.08,5.07,3.18,1182
0.81,"Ideal","I","VS2",56,62.7,"GIA",5.97,5.94,3.73,2648
0.31,"Ideal","E","VS1",57,59.8,"GIA",4.41,4.43,2.64,910
0.9,"V.Good","L","SI1",59,64,"GIA",6.07,6.09,3.89,1856
0.58,"Ideal","F","SI1",56,62.2,"GIA",5.33,5.35,3.33,1616
0.74,"V.Good","E","VVS1",63,57.6,"GIA",5.97,6.02,3.45,4140
0.31,"Ideal","I","SI2",56,62.4,"GIA",4.34,4.32,2.7,730
0.52,"Ideal","K","VVS2",58,59.7,"GIA",5.24,5.25,3.13,999
0.32,"Ideal","E","VS1",57,60.6,"GIA",4.44,4.45,2.69,850
0.39,"V.Good","H","SI2",56,63.8,"GIA",4.62,4.6,2.95,920
1.71,"Ideal","I","VS1",60,60.8,"GIA",7.75,7.71,4.7,13610
1.13,"Ideal","K","VVS2",58,61.7,"HRD",6.68,6.71,4.13,3711
0.5,"Good","J","VS2",59,66.3,"GIA",4.9,4.84,3.23,894
1.25,"Ideal","D","VVS2",59,60.1,"GIA",7.01,7.04,4.23,14489
0.35,"Ideal","H","SI1",58,62,"GIA",4.55,4.52,2.81,820
1.71,"Ideal","G","VS2",57,62.4,"GIA",7.64,7.62,4.77,16840
0.3,"V.Good","H","VS2",59,59.3,"GIA",4.38,4.34,2.59,760
0.5,"Ideal","D","VS2",59,62.2,"GIA",5.04,5.09,3.15,2150
1.01,"Ideal","F","SI2",58,62.4,"GIA",6.39,6.36,3.98,4840
1.04,"Ideal","F","VVS2",59,60.4,"GIA",6.53,6.57,3.96,10192
0.7,"Ideal","F","VS1",53,62.8,"GIA",5.67,5.7,3.57,3150
0.7,"Ideal","G","VVS1",61,61.5,"GIA",5.67,5.7,3.5,3191
0.66,"Ideal","H","VS1",57,63,"GIA",5.53,5.57,3.49,2088
0.31,"V.Good","D","VS2",57,61.6,"GIA",4.33,4.34,2.67,602
0.36,"Ideal","D","SI1",58,60.5,"GIA",4.65,4.63,2.81,930
0.9,"V.Good","G","VS1",57,64.1,"GIA",6.07,6.01,3.87,4370
0.3,"V.Good","E","SI2",55,62.7,"GIA",4.26,4.29,2.68,710
1.02,"Ideal","J","IF",59,60.5,"GIA",6.53,6.55,3.96,5541
0.3,"V.Good","G","SI1",62,58.9,"GIA",4.38,4.35,2.57,670
3.01,"Ideal","J","SI2",58,62.6,"GIA",9.19,9.22,5.76,25107
0.35,"Ideal","K","VS2",57,61.5,"GIA",4.53,4.56,2.8,610
1.5,"V.Good","K","VS1",58,62.9,"GIA",7.21,7.23,4.54,7300
0.77,"V.Good","J","VVS2",63,60.1,"GIA",5.79,5.96,3.53,2840
0.91,"V.Good","E","VS2",60,63.3,"GIA",6.12,6.06,3.85,5225
0.35,"Ideal","E","VVS2",57,62.3,"GIA",4.52,4.54,2.82,1011
0.31,"Ideal","F","VVS2",60,59.3,"GIA",4.41,4.4,2.61,907
0.5,"V.Good","H","VS2",62,62.1,"GIA",5.03,5.05,3.13,1292
0.3,"Ideal","D","SI1",59,60.1,"GIA",4.35,4.32,2.6,810
0.51,"Ideal","E","VS2",57,62.3,"GIA",5.12,5.1,3.18,1970
1,"V.Good","I","VS2",56,64.7,"IGI",6.18,6.26,4.02,4131
0.63,"Ideal","H","VS1",56,62.6,"GIA",5.47,5.45,3.42,2320
0.51,"Ideal","D","SI2",57,62.8,"GIA",5.07,5.12,3.2,1653
1.3,"Ideal","L","SI2",60,61.1,"GIA",7.04,7,4.29,4580
0.44,"Ideal","K","SI1",56,62.3,"GIA",4.91,4.87,3.05,770
0.38,"Ideal","E","VS2",55,62.6,"GIA",4.64,4.63,2.9,980
0.3,"V.Good","J","SI1",62,59.3,"GIA",4.32,4.35,2.57,630
1.01,"V.Good","F","SI2",57,63.9,"GIA",6.36,6.31,4.05,4742
1.01,"Good","D","VS2",61,61.6,"GIA",6.29,6.41,3.91,7788
0.44,"Ideal","K","SI2",0.6,0.6,"IGI",4.91,4.92,3.02,477
0.6,"V.Good","I","SI2",56,63.8,"GIA",5.31,5.28,3.38,1243
0.3,"Ideal","F","SI1",58,61.2,"GIA",4.32,4.35,2.65,529
1.33,"Ideal","E","VS2",58,62.1,"GIA",7,7.04,4.36,11157
0.54,"Ideal","E","VS2",57,62.8,"GIA",5.19,5.16,3.25,1948
0.4,"V.Good","E","VS1",58,64.3,"GIA",4.64,4.58,2.97,919
0.42,"Ideal","D","SI1",55,62.2,"GIA",4.81,4.78,2.98,1320
2.03,"Ideal","G","VS2",58,62.3,"GIA",8.06,8.11,5.04,28106
0.29,"Good","G","SI1",58,65.3,"GIA",4.18,4.13,2.71,481
0.3,"V.Good","E","SI2",61.9,61.9,"GIA",4.28,4.24,2.63,660
0.3,"V.Good","D","VS1",62,59,"GIA",4.37,4.35,2.58,601
0.3,"V.Good","F","SI2",58,62.1,"GIA",4.24,4.26,2.64,422
0.61,"Good","L","SI2",56,66,"IGI",5.26,5.3,3.49,920
0.7,"Ideal","E","VVS2",56,62.6,"GIA",5.65,5.68,3.55,3651
1.07,"V.Good","J","I2",61,62.6,"GIA",6.51,6.54,4.09,2230
0.51,"Good","E","VS1",63,56.8,"GIA",5.29,5.37,3.03,1780
0.4,"Ideal","G","SI2",59,62.1,"GIA",4.69,4.7,2.92,980
1.01,"V.Good","J","VVS1",64,59.6,"GIA",6.45,6.49,3.86,6671
0.5,"Good","G","SI2",50,62.5,"GIA",5.05,5.01,3.14,1240
0.3,"Good","E","VS2",59,64.6,"GIA",4.18,4.2,2.7,522
0.5,"Ideal","I","VS1",60,61.6,"GIA",5.08,5.1,3.13,2373
0.54,"V.Good","E","I1",63,60.8,"GIA",5.2,5.27,3.18,860
0.5,"Ideal","F","VS1",59,61.2,"GIA",5.08,5.13,3.13,1688
0.3,"Ideal","J","VVS1",55,62,"GIA",4.28,4.31,2.67,680
0.36,"V.Good","E","SI2",59,63.8,"GIA",4.48,4.45,2.85,750
0.4,"Ideal","F","SI1",59,60.8,"GIA",4.75,4.78,2.89,657
0.53,"Ideal","F","VS1",59,61.3,"GIA",5.21,5.24,3.2,1775
0.4,"Ideal","G","SI2",60,60.1,"GIA",4.75,4.81,2.87,900
1.04,"Ideal","I","IF",58,61.9,"GIA",6.46,6.5,4.01,6010
1,"Ideal","I","SI1",61,59.4,"GIA",6.54,6.51,3.88,4403
1.01,"V.Good","E","VS2",55,63.2,"GIA",6.37,6.41,4.04,7731
0.4,"Good","F","VS1",56,63.4,"GIA",4.61,4.58,2.91,899
0.3,"Ideal","H","SI1",58,60.8,"GIA",4.37,4.35,2.65,750
0.79,"Ideal","F","IF",56,62.9,"GIA",5.9,5.86,3.7,4680
0.33,"V.Good","K","VVS1",59,63.8,"GIA",4.37,4.32,2.77,670
0.61,"Ideal","E","SI2",57,62.3,"GIA",5.43,5.45,3.39,1662
0.7,"Ideal","D","VS2",56,62.3,"GIA",5.66,5.68,3.53,3011
0.8,"Ideal","I","SI1",62.3,62.3,"GIA",5.95,5.91,3.69,2750
1.8,"Ideal","E","VS1",59,61.3,"GIA",7.76,7.83,4.78,26860
0.4,"V.Good","H","SI1",55,63.2,"GIA",4.66,4.68,2.95,732
0.44,"Ideal","H","SI2",57,62.4,"GIA",4.87,4.9,3.05,910
0.3,"Ideal","D","VS2",56,62.6,"GIA",4.25,4.28,2.67,500
1.51,"Good","G","SI1",59,66.1,"GIA",7.02,6.98,4.63,12620
0.3,"Ideal","D","SI2",60,59.7,"GIA",4.4,4.42,2.64,740
0.7,"Ideal","F","SI2",56.5,61.5,"IGI",5.71,5.74,3.52,1678
1.03,"Ideal","J","IF",60,60.7,"GIA",6.47,6.51,3.94,4523
0.24,"Ideal","E","VVS2",57,62.3,"GIA",3.99,3.97,2.48,591
0.5,"Ideal","I","SI1",59,61.6,"GIA",5.11,5.08,3.14,1460
0.35,"Ideal","F","VS1",60,61.1,"GIA",4.53,4.51,2.76,980
0.8,"Ideal","F","IF",58,61.7,"GIA",6.02,5.98,3.7,4130
1.01,"Ideal","I","SI1",59,60.7,"GIA",6.46,6.5,3.93,6740
0.3,"Ideal","G","SI1",58,60.4,"GIA",4.36,4.35,2.63,730
0.4,"Ideal","E","VS2",60,60.7,"GIA",4.73,4.76,2.88,779
0.4,"Ideal","E","VVS1",57,62.8,"GIA",4.68,4.71,2.95,1063
0.4,"V.Good","D","VS1",54,63.3,"GIA",4.64,4.68,2.95,1025
1,"Ideal","E","SI2",59.5,62.1,"IGI",6.32,6.37,3.94,4860
0.91,"V.Good","G","SI2",60,58.8,"GIA",6.24,6.32,3.7,4131
0.47,"Good","G","SI2",63,57.9,"GIA",5.1,5.09,2.95,870
0.31,"Ideal","D","VS2",59,60.3,"GIA",4.42,4.4,2.66,649
1.2,"Ideal","G","VS2",57,62.5,"GIA",6.78,6.74,4.23,6980
0.77,"Ideal","G","SI1",56,62.8,"GIA",5.84,5.85,3.67,2830
1.01,"V.Good","G","VS2",62,62,"EGL USA",6.31,6.27,3.9,5120
1.82,"V.Good","J","VS1",56,65.2,"GIA",7.53,7.6,4.93,10395
0.25,"Ideal","H","VVS2",61,59.2,"GIA",4.12,4.09,2.43,560
1.03,"Ideal","K","SI2",58,61.9,"GIA",6.46,6.49,4.01,4608
0.25,"V.Good","D","VS1",57,64,"GIA",3.94,3.98,2.54,419
1.04,"Ideal","E","VS1",56,62.2,"GIA",6.51,6.46,4.03,9430
0.84,"Ideal","D","VS2",55,61.3,"GIA",6.14,6.1,3.75,4048
0.72,"Ideal","D","IF",59,59.4,"GIA",5.85,5.87,3.48,6420
0.47,"Ideal","F","I1",59,61.1,"GIA",5.01,4.98,3.05,1010
0.3,"Ideal","G","VS1",53,62.5,"GIA",4.26,4.28,2.67,580
0.3,"Ideal","I","VS1",59,60.5,"GIA",4.34,4.37,2.63,526
0.41,"Ideal","G","VS1",58,62,"GIA",4.75,4.78,2.96,1003
0.3,"Ideal","I","VVS2",58,61.1,"GIA",4.3,4.34,2.64,770
0.5,"Ideal","G","SI1",58,61.4,"IGI",5,5.07,3.1,1174
0.32,"Ideal","D","VVS1",59,60.4,"GIA",4.43,4.42,2.67,1070
1.06,"Ideal","H","SI2",58,62.2,"GIA",6.47,6.54,4.05,4915
2.05,"Ideal","J","SI1",55,62.7,"GIA",8.1,8.14,5.09,12547
0.3,"Ideal","E","SI1",57,62.1,"GIA",4.31,4.29,2.67,790
2,"Ideal","H","SI2",60,60.7,"GIA",8.11,8.14,4.93,14788
0.9,"Good","J","SI1",55,64.8,"IGI",6,6.04,3.9,2530
1.77,"Ideal","E","SI1",59,59.7,"GIA",7.88,7.94,4.72,20540
1.24,"V.Good","I","SI1",57,63.8,"GIA",6.79,6.84,4.35,6910
1.5,"Ideal","J","VS1",60,62.2,"GIA",7.29,7.31,4.54,11851
0.8,"Ideal","G","VS2",56,62,"GIA",5.94,5.98,3.69,3481
3.01,"Ideal","H","VS2",58,63.3,"IGI",9.05,9.1,5.75,40018
0.45,"Ideal","D","SI1",57,62.3,"GIA",4.87,4.91,3.05,939
0.84,"Ideal","F","SI1",56,61.9,"GIA",6.07,6.05,3.75,3770
1.05,"Ideal","D","VS1",57,61.2,"GIA",6.58,6.53,4.01,9950
0.83,"Ideal","F","VVS2",56,63.1,"GIA",5.97,5.99,3.78,4532
1,"Ideal","G","SI2",56,62.6,"GIA",6.38,6.34,3.99,5190
0.5,"V.Good","K","VVS2",64,61.7,"GIA",5.03,5.05,3.11,892
0.32,"V.Good","D","VVS1",57,64.2,"GIA",4.34,4.31,2.78,1010
0.92,"Ideal","E","VS1",59,61.1,"GIA",6.3,6.32,3.86,6822
0.3,"Ideal","H","SI2",57,63.1,"GIA",4.28,4.31,2.71,660
0.64,"Good","K","VVS2",59,57.5,"GIA",5.69,5.77,3.29,994
1.78,"Ideal","G","VS1",55,62.7,"EGL Intl.",7.68,7.76,4.84,9047
0.3,"Ideal","G","IF",58,61,"GIA",4.32,4.34,2.64,607
0.3,"Good","F","VS2",60,66.2,"GIA",4.05,4.08,2.69,700
0.3,"V.Good","F","VVS1",57,64.4,"GIA",4.2,4.23,2.71,648
1,"V.Good","F","SI2",57,61.6,"GIA",6.42,6.38,3.94,4830
0.41,"Ideal","H","SI2",59,58.3,"EGL USA",4.83,4.81,2.81,598
1.4,"Ideal","H","VVS1",56,63.6,"GIA",7.04,7.1,4.5,11050
0.3,"Ideal","D","VS2",58,63,"GIA",4.26,4.29,2.69,708
0.4,"V.Good","I","VS2",56,63.6,"GIA",4.62,4.67,2.96,1170
1.01,"Ideal","G","SI1",58,60.9,"GIA",6.45,6.49,3.94,5438
1.31,"Ideal","F","VS2",58,62.3,"GIA",6.98,7.02,4.36,9102
0.31,"Ideal","H","SI1",57,60.9,"GIA",4.34,4.36,2.65,480
1,"Good","G","SI2",63,62,"GIA",6.3,6.33,3.91,3950
0.4,"V.Good","H","VVS1",55,63.6,"GIA",4.64,4.66,2.96,966
0.34,"Ideal","E","VS1",55,62.4,"GIA",4.48,4.45,2.79,742
0.4,"Ideal","E","SI1",58,61,"GIA",4.77,4.79,2.91,793
0.4,"Ideal","E","VS2",58,62.1,"GIA",4.71,4.73,2.93,902
0.41,"Good","J","VS2",60,65.8,"GIA",4.58,4.57,3.01,970
0.73,"Ideal","F","SI1",60,59.4,"IGI",5.86,5.89,3.49,2643
1.23,"Ideal","F","SI1",58,61.6,"GIA",6.84,6.87,4.23,7846
0.3,"V.Good","E","VS1",57,64,"GIA",4.21,4.23,2.7,554
0.31,"Ideal","G","SI2",57,62.4,"GIA",4.33,4.35,2.71,466
0.3,"Ideal","G","SI1",61,59,"IGI",4.39,4.43,2.6,670
1,"Ideal","F","SI1",57,61.8,"GIA",6.42,6.45,3.98,6677
0.61,"Ideal","F","VS2",58,60.2,"GIA",5.51,5.49,3.32,2232
0.52,"Ideal","H","SI2",57,62.8,"GIA",5.13,5.1,3.21,1340
0.73,"Ideal","G","VS2",55,62.1,"GIA",5.78,5.81,3.6,3115
0.33,"Ideal","D","SI1",58,61.6,"GIA",4.47,4.45,2.74,880
0.3,"V.Good","D","SI1",59,62,"GIA",4.24,4.23,2.63,690
0.37,"Ideal","I","VS2",60,59.4,"GIA",4.7,4.68,2.79,800
1.5,"Ideal","H","SI1",57,63.7,"EGL Intl.",7.26,7.18,4.6,7237
1.42,"V.Good","I","VS2",65,63,"EGL Intl.",7.13,7.02,4.46,4376
0.35,"Ideal","F","SI1",57,61.8,"GIA",4.5,4.49,2.78,870
0.92,"Ideal","F","VVS1",57,62.6,"GIA",6.19,6.22,3.88,7576
0.4,"Good","J","SI1",57,66.4,"GIA",4.5,4.54,3,594
1.01,"V.Good","I","SI1",57,64.4,"GIA",6.28,6.26,4.03,4218
0.51,"V.Good","K","VS2",58,63.5,"GIA",5.06,5.01,3.2,856
1.29,"Ideal","J","VS1",59,60.6,"GIA",6.99,7.05,4.25,7017
0.3,"Ideal","E","IF",60,61.1,"GIA",4.29,4.31,2.63,794
0.6,"Ideal","D","VS2",56,62.6,"GIA",5.41,5.38,3.38,2530
0.53,"Ideal","E","SI1",57,62.1,"GIA",5.17,5.22,3.23,1672
0.55,"Ideal","D","SI2",59,61.1,"GIA",5.29,5.28,3.23,1840
1.54,"Ideal","G","SI1",56,62.7,"GIA",7.37,7.32,4.6,11710
0.32,"Ideal","E","VS1",58,61.4,"GIA",4.38,4.4,2.69,890
1.86,"Ideal","H","SI2",58,62.1,"GIA",7.86,7.83,4.87,16043
0.73,"Ideal","D","VS2",55,62.5,"GIA",5.76,5.74,3.59,3940
1.72,"Ideal","D","VS1",57,62.6,"GIA",7.61,7.64,4.78,28640
1.62,"Ideal","H","VS2",60,60.6,"GIA",7.58,7.61,4.6,14188
1.7,"Ideal","J","VS2",61,58.1,"GIA",7.84,7.87,4.56,11600
0.63,"Ideal","E","VS2",58,62.1,"GIA",5.52,5.47,3.42,2750
0.4,"Ideal","E","SI2",55,61.1,"GIA",4.75,4.77,2.91,579
1,"V.Good","H","VS1",60,64.5,"GIA",6.28,6.25,4.04,5950
0.8,"Ideal","G","VS1",57,62.3,"GIA",5.91,5.94,3.69,3885
1.3,"Ideal","G","VS2",56,62.7,"GIA",6.97,6.93,4.36,8670
0.3,"Ideal","G","VVS1",59,61.9,"GIA",4.31,4.28,2.66,639
0.4,"V.Good","G","VVS1",59,64.6,"GIA",4.64,4.61,2.99,1218
0.62,"Ideal","G","VVS1",59,61.7,"GIA",5.44,5.47,3.36,3260
0.57,"Ideal","F","SI2",56,62.7,"GIA",5.26,5.28,3.31,1455
1.03,"Ideal","J","VS2",58,61.7,"GIA",6.5,6.47,4,4790
1.86,"Ideal","I","SI1",59,62.4,"GIA",7.79,7.83,4.87,18470
0.3,"Ideal","H","VS2",59,60.9,"GIA",4.33,4.35,2.64,760
0.3,"V.Good","H","SI1",56,61.9,"GIA",4.31,4.32,2.67,785
1.58,"Ideal","L","VS1",59,60.3,"GIA",7.54,7.57,4.56,7390
0.61,"Ideal","F","VS2",57,61.9,"GIA",5.43,5.44,3.37,2111
0.35,"Ideal","H","VS2",57,62.3,"GIA",4.51,4.5,2.81,860
0.31,"Good","D","VVS2",61,61.6,"GIA",4.29,4.32,2.65,687
0.3,"V.Good","H","SI1",0.6,0.6,"IGI",4.15,4.21,2.73,660
0.5,"V.Good","D","VS2",56,64.2,"GIA",5.01,4.96,3.2,1799
1.5,"Ideal","I","SI1",59,60.3,"GIA",7.39,7.42,4.47,12506
2.2,"Ideal","G","VS2",58,62.4,"GIA",8.31,8.27,5.17,23369
0.3,"V.Good","F","SI1",56,62.6,"GIA",4.29,4.25,2.68,750
0.31,"V.Good","H","SI1",63,59,"GIA",4.43,4.46,2.62,894
1,"Ideal","E","VS1",62,58.1,"GIA",6.57,6.6,3.82,8480
1.01,"Ideal","I","SI2",60,60.6,"HRD",6.49,6.46,3.93,3070
1,"Ideal","J","SI2",60,60.9,"GIA",6.48,6.5,3.95,3939
0.31,"Ideal","G","SI1",58,61.8,"GIA",4.36,4.34,2.69,770
2.01,"Ideal","H","SI2",59,60.9,"GIA",8.11,8.19,4.96,16000
0.6,"Good","D","VS2",57,65.1,"GIA",5.28,5.31,3.45,2142
0.3,"Ideal","G","SI2",61,61.1,"GIA",4.33,4.3,2.64,460
0.3,"Ideal","E","VS2",57,61.9,"GIA",4.3,4.28,2.65,850
0.38,"Ideal","D","VS1",55,62.5,"GIA",4.6,4.63,2.89,808
0.91,"Ideal","J","VS1",56,62,"GIA",6.22,6.2,3.85,3833
1.03,"Ideal","H","VVS1",58,61.9,"GIA",6.47,6.43,3.99,7044
0.33,"Ideal","I","VVS2",58,61.9,"GIA",4.43,4.45,2.75,800
0.31,"Ideal","G","VS2",60,60.2,"GIA",4.44,4.43,2.67,541
0.32,"Ideal","F","VS2",59,60.1,"GIA",4.46,4.44,2.68,860
0.5,"Ideal","G","VS1",61,59.2,"GIA",5.17,5.2,3.07,1711
0.3,"V.Good","E","VS2",59,59.2,"GIA",4.35,4.33,2.57,720
0.6,"Ideal","E","VS2",57,62,"GIA",5.41,5.37,3.35,2282
0.7,"V.Good","D","VS2",55,63.7,"GIA",5.58,5.62,3.57,2741
1.01,"Ideal","F","SI1",55,62.6,"GIA",6.45,6.4,4.02,7150
1.1,"Ideal","F","VS1",57,62.6,"GIA",6.59,6.56,4.12,8860
1.05,"Ideal","F","VVS1",59,60.1,"GIA",6.58,6.62,3.97,13900
0.3,"Ideal","D","SI1",59,60.8,"GIA",4.33,4.32,2.63,810
0.5,"Ideal","F","VS1",57,62.9,"GIA",5.09,5.01,3.18,1950
1.1,"Ideal","F","SI1",58,61.8,"EGL USA",6.62,6.58,4.08,5508
0.3,"V.Good","E","SI2",61,59.5,"GIA",4.33,4.35,2.59,480
0.62,"V.Good","F","SI2",58,63.3,"GIA",5.4,5.37,3.41,1800
0.35,"Ideal","E","VS1",57,62.4,"GIA",4.52,4.54,2.82,744
0.41,"Ideal","D","VS1",61,59.3,"GIA",4.84,4.82,2.86,1057
0.53,"Ideal","F","VVS2",60,60.8,"GIA",5.21,5.19,3.16,2220
1,"Ideal","H","SI2",56.9,63,"IGI",6.33,6.38,3.98,4387
0.44,"Ideal","D","VVS1",57,62.2,"GIA",4.86,4.87,3.02,1428
1.02,"V.Good","F","SI2",56,64.4,"GIA",6.29,6.27,4.04,4400
0.3,"Ideal","F","SI2",56,62.4,"GIA",4.29,4.27,2.67,780
1.51,"V.Good","E","VS2",59,58.8,"GIA",7.56,7.6,4.46,14196
0.5,"V.Good","H","SI1",57,62.8,"GIA",5.04,5.05,3.17,1128
0.3,"Ideal","E","VS1",59,60.7,"GIA",4.34,4.33,2.63,619
1.01,"Ideal","I","SI1",59,61.6,"GIA",6.39,6.42,3.94,4644
0.8,"Ideal","K","VVS2",56,62.4,"GIA",5.91,5.95,3.7,1761
3.05,"V.Good","E","SI1",63,61.7,"EGL Intl.",9.3,9.26,5.72,27850
0.38,"Ideal","F","VS2",57,61.1,"GIA",4.69,4.71,2.87,1130
1,"V.Good","J","SI1",55,63,"GIA",6.37,6.34,4,4010
