Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
EXC UN Equity,Exelon Corp,US,Utilities,37.08,36.04,-1067,2090,25050,85264,5592,-175,13.8037,54.4823,26348,47,23.074,31868.9541,7428,969,19393
COP UN Equity,ConocoPhillips,US,Energy,69.06,62.98,-3471,9395,55661,118986,17669,684,18.1198,24.5355,54570,556,29.672,85006.8409,17839,667,15405
PHM UN Equity,PulteGroup Inc,US,Consumer Discretionary,21.46,20.59,-76.009,472.902,4710.409,8614.645,528.021,475.579,11.8505,23.7246,5655.145,#N/A N/A,25.866,7956.6722,707.481,0.794,595.237
PNW UN Equity,Pinnacle West Capital Corp,US,Utilities,68.31,70.18,-248.537,416.445,4644.013,13980.348,1183.233,112.52,24.0973,66.5364,3464.944,-39.496,17.021,7544.8403,1321.031,202.862,3415.321
PBI UN Equity,Pitney Bowes Inc,US,Industrials,24.37,23.98,-170.229,361.305,574.716,6424.037,528.696,373.306,17.2884,57.7401,3848.412,15.571,23.786,4898.1261,852.553,#N/A N/A,2278.852
PCL UN Equity,Plum Creek Timber Co Inc,US,Financials,42.79,44.52,-312,186,1704,5277,406,317,21.3198,29.079,1379,#N/A N/A,12.705,7526.4304,428,#N/A N/A,3260
PNC UN Equity,PNC Financial Services Group Inc/The,US,Financials,91.23,84.54,-1216,3965,45995,334424,4239,4239,36.7976,#N/A N/A,16380,#N/A N/A,17.481,48006.118,#N/A N/A,879,20155
PPG UN Equity,PPG Industries Inc,US,Materials,115.575,111.44,-355,2273,6205,17087,1546,944,11.8788,42.8892,15153,-135,22.188,31721.881,2272,190,310
PX UN Equity,Praxair Inc,US,Materials,129.56,120.59,-747,1866,7130,20384,3060,1337,22.5576,36.1832,12293,-89,17.285,37750.2247,3939,#N/A N/A,8953
SPN UN Equity,Superior Energy Services Inc,US,Energy,20.15,20,-37.586,-121.848,4141.71,7463.94,1021.006,440.528,4.4967,39.6617,4453.64,24.672,55.904,3066.2458,858.371,#N/A N/A,1331.136
PCP UN Equity,Precision Castparts Corp,US,Industrials,240.88,200.1,-18,1867,11657,19562,1912,1559,28.4473,34.8217,9899,-80,17.862,34333.2767,3124,71,3916
PGR UN Equity,Progressive Corp/The,US,Financials,26.99,25.95,-892.6,1210.6,6935.3,25926,1809.4,1701,10.1001,#N/A N/A,18815.7,#N/A N/A,13.447,15902.6961,#N/A N/A,113.8,2073.7
PEG UN Equity,Public Service Enterprise Group Inc,US,Utilities,41.41,42.68,-1040,1242,12084,34147,3259,628,20.9088,63.2538,10431,0,21.304,20955.2633,3590,390,8236
RTN UN Equity,Raytheon Co,US,Industrials,108.17,100.05,-725,2193,11954,26307,2371,2082,13.3862,23.4115,22553,#N/A N/A,19.061,33356.1678,3459,209,623
RHI UN Equity,Robert Half International Inc,US,Industrials,58.38,58.06,-96.327,288.76,972.583,1627.013,355.98,298.165,10.2497,40.9304,4557.428,-109.919,19.598,7937.2249,516.327,#N/A N/A,-289.543
RDC UN Equity,Rowan Cos Plc,US,Energy,23.32,21.12,-25.123,261.736,5109.991,8828.78,435.056,-1084.505,18.3899,25.6121,1661.572,-85.631,36.953,2904.2461,606.203,90.725,2099.811
MSG UN Equity,Madison Square Garden Co/The,US,Consumer Discretionary,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
R UN Equity,Ryder System Inc,US,Industrials,92.85,82.79,-73.273,271.279,1982.499,9604.362,1312.556,-1073.257,8.3264,20.5958,6600.158,-16.813,28.452,4924.7265,1624.241,141.193,4432.555
SCG UN Equity,SCANA Corp,US,Utilities,60.4,63.77,-294,537,4948,15871,829,-187,19.4891,46.848,4854,3,18.096,8610.0331,1389,306,6138
GNTX UW Equity,Gentex Corp,US,Consumer Discretionary,18.065,16.69,-84.4718,287.5107,1497.5151,1950.4324,321.1267,253.7787,29.2822,39.4206,1351.8599,-33.9577,25.693,5289.106,476.1213,#N/A N/A,-173.4866
EIX UN Equity,Edison International,US,Utilities,65.48,68.15,-457,1493,12758,49475,2982,-873,17.257,57.4277,13241,-19,17.388,21334.1186,3971,564,12044
SLB UN Equity,Schlumberger Ltd,US,Energy,85.41,82.39,-1863,6800,40687,68320,11375,7419,19.2204,22.6962,47845,-367,30.702,109905.0709,13213,380,6318
SCHW UN Equity,Charles Schwab Corp/The,US,Financials,30.19,25.98,-371,1229,11473,147444,2319,1936,34.1007,#N/A N/A,6038,#N/A N/A,27.172,39421.1637,2358,105,-4589
SHW UN Equity,Sherwin-Williams Co/The,US,Materials,263.04,271.27,-212.804,845.03,1351.936,6317.005,1187.165,992.829,11.4506,46.0253,11017.179,#N/A N/A,19.036,25251.2339,1458.538,65.733,1419.252
SJM UN Equity,JM Smucker Co/The,US,Consumer Staples,100.98,103.15,-245.5,559.5,5165,9334.8,771.9,462.1,16.3712,36.3407,5505.4,12.7,15.212,10281.4862,1157.7,#N/A N/A,2331.4
SNA UN Equity,Snap-on Inc,US,Industrials,136.74,132.71,-102.2,400.2,2294.5,4268.5,417,333.9,19.116,49.446,3420.7,-75.9,19.184,7945.6334,731.9,53.4,794.5
SO UN Equity,Southern Co/The,US,Utilities,49.11,50.72,-1907,2094,20988,67654,6437,900,21.1133,63.721,18377,-386,14.602,44189.8039,6251,819,23044
BBT UN Equity,BB&T Corp,US,Financials,38.89,35.29,-796,1969,24314,187022,5093,5093,33.3839,#N/A N/A,10009,#N/A N/A,15.974,28012.4048,#N/A N/A,789,23431
LUV UN Equity,Southwest Airlines Co,US,Industrials,42.32,45.18,-139,1158,7429,20539,2999,1235,10.8123,#N/A N/A,18405,-27,33.583,28724.4624,2900,105,-828
SWN UN Equity,Southwestern Energy Co,US,Energy,27.29,24.79,0,756.49,4293,9177,2305.01,240.906,35.2771,50.8281,3983.089,-12.064,39.731,9636.5073,2314.449,50.277,1787
SWK UN Equity,Stanley Black & Decker Inc,US,Industrials,96.08,93.65,-318.2,671.2,7044,16733.8,1266,997.1,10.1204,36.2954,11236.7,#N/A N/A,16.287,15051.1411,1588.1,#N/A N/A,3802.7
PSA UN Equity,Public Storage,US,Financials,184.85,200.84,-1189.831,867.968,9292.375,9624.468,1543.825,334.114,47.9747,#N/A N/A,2138.262,#N/A N/A,14.382,31928.3387,1461.292,8.603,-26.62
GT UW Equity,Goodyear Tire & Rubber Co/The,US,Consumer Discretionary,28.57,24.24,-77,544,2698,16656,297,-771,7.8932,23.2434,18573,132,27.254,7844.2506,2202,420,5111
IDXX UW Equity,IDEXX Laboratories Inc,US,Health Care,74.135,79.21,0,199.203,229.471,1290.632,273.958,215.301,19.274,55.2863,1487.921,-11.615,22.551,7069.8643,343.858,11.942,432.265
STI UN Equity,SunTrust Banks Inc,US,Financials,41.9,38.42,-357,1760,22269,186818,2188,1996,28.3515,#N/A N/A,8720,#N/A N/A,17.829,21849.0266,#N/A N/A,537,15860
SYY UN Equity,Sysco Corp,US,Consumer Staples,39.69,39.17,-673.128,924.756,5355.514,13594.033,1386.204,879.926,3.3325,17.5761,47247.526,-269.481,16.335,23333.11,2122.565,124.147,2627.278
TE UN Equity,TECO Energy Inc,US,Utilities,20.49,21.33,-195.3,161.6,2602.8,8653.6,658.7,5.4,19.2201,65.01,2559.3,34,18.111,4808.8454,825.8,163.5,3628.6
TER UN Equity,Teradyne Inc,US,Information Technology,19.79,18.1,-24.428,207.426,2189.908,2695.007,334.189,132.994,14.2513,54.5652,1609.888,-170.245,29.829,4284.4212,422.887,#N/A N/A,-1181.313
MDVN UW Equity,Medivation Inc,US,Health Care,49.805,54.41,0,115.015,249.246,618.184,60.935,50.498,27.4986,#N/A N/A,532.369,-140.506,35.163,7732.1921,150.972,21.315,-83.468
TSO UN Equity,Tesoro Corp,US,Energy,74.35,81.73,-137,691,5892,14225,1236,634,3.3141,10.9611,42304,#N/A N/A,32.491,9386.3409,1944,#N/A N/A,1408
TXN UW Equity,Texas Instruments Inc,US,Information Technology,53.465,53.45,-1293,2477,10471,17900,3819,3452,27.6007,56.0137,12804,46,23.637,56475.0756,4754,96,1459
TXT UN Equity,Textron Inc,US,Industrials,42.11,42.56,-23,555,4572,14739,1484,1085,7.5858,17.1057,13288,5,30.242,11624.4174,1437,180,3538
TMO UN Equity,Thermo Fisher Scientific Inc,US,Health Care,125.29,125.21,-229,1635.3,20510.6,42690.8,2394.4,2029,14.6176,43.7225,15863.7,-109.9,21.773,50119.1927,3824.3,432.7,13933.5
TIF UN Equity,Tiffany & Co,US,Consumer Discretionary,106.86,86.64,-185.611,184.398,2908.69,4996.989,127.299,-98.703,9.84,59.6108,4262.935,-18.462,21.202,13822.7509,612.879,#N/A N/A,702.97
TJX UN Equity,TJX Cos Inc/The,US,Consumer Discretionary,68.58,65.94,-448.486,2149.19,4373.808,11592.048,2785.687,1892.393,12.284,28.3924,28583.241,-12.428,18.128,47521.9384,4090.862,55.014,-807.033
TMK UN Equity,Torchmark Corp,US,Financials,54.17,50.07,-64.052,539.008,4529.792,19870.507,1256.454,1235.168,22.2185,#N/A N/A,3920.289,#N/A N/A,16.434,6968.5999,#N/A N/A,76.199,1215.232
TSS UN Equity,Total System Services Inc,US,Information Technology,33.96,35.37,-75.155,307.508,1711.657,3720.582,535.027,463.969,17.4424,31.8104,2394.878,-52.396,19.006,6313.0928,665.413,41.2,1197.197
BF/A UN Equity,Brown-Forman Corp,US,Consumer Staples,87.76,88.72,-241,665,2054,4191,668,534,32.436,69.6577,3009,#N/A N/A,19.819,18564.8594,1027,27,551
TYC UN Equity,Tyco International Plc,US,Industrials,43.86,40.81,-311,1838,4683,11809,862,574,6.7821,36.6389,10336,-94,21.302,18353.8988,1060,97,571
KEX UN Equity,Kirby Corp,US,Industrials,80.74,72.49,0,278.657,2254.451,3952.134,475.882,195.604,19.0863,28,2466.418,#N/A N/A,35.257,4606.9435,637.155,22.283,645.666
UNP UN Equity,Union Pacific Corp,US,Industrials,119.13,117.21,-1551,4923,21553,52568,7300,3213,35.5977,#N/A N/A,23465,-166,26.633,105918.4001,10226,542,9618
UNH UN Equity,UnitedHealth Group Inc,US,Health Care,101.09,106.25,-1283,5536,33990,85426,6690,5248,7.7724,24.9622,128158,-742,20.534,97025.2861,11408,643,8305
UNM UN Equity,Unum Group,US,Financials,34.88,31.06,-155.4,905.5,9244,61960.6,1266,1266,14.0283,#N/A N/A,10471.7,#N/A N/A,21.074,8789.4737,#N/A N/A,166.6,2792.9
MRO UN Equity,Marathon Oil Corp,US,Energy,28.29,26.6,-533,2551,20226,36700,5561,909,15.9378,46.1275,11388,57,38.7,19092.8371,4407,#N/A N/A,5662
ERIE UW Equity,Erie Indemnity Co,US,Financials,90.77,86.66,-117,178,7836,17578,905,858,14.8107,14.8107,6232,#N/A N/A,16.202,4746.3513,#N/A N/A,#N/A N/A,-15005
X UN Equity,United States Steel Corp,US,Materials,26.74,24.44,-29,124,3943,12008,1240,810,-1.2031,6.5014,17704,-335,51.61,3890.2587,446,#N/A N/A,2267
VAR UN Equity,Varian Medical Systems Inc,US,Health Care,86.51,92.56,0,403.738,1616.42,3357.29,448.986,359.337,18.7305,42.6821,3049.793,-74.501,15.587,8667.0035,633.699,7.159,-477.951
VTR UN Equity,Ventas Inc,US,Financials,62.7924,69.8949,-853.767,477.017,8786.253,20651.165,1279.298,-162.598,28.1978,#N/A N/A,2930.841,#N/A N/A,16.791,21182.2145,1614.165,346.941,10404.511
VFC UN Equity,VF Corp,US,Consumer Discretionary,74.9,69.37,-456.036,1293.071,5862.36,10815.876,1438.183,1120.012,14.7119,48.5613,11993.4,-166.74,16.728,32347.2318,1980.639,85.515,1587.024
INCY UW Equity,Incyte Corp,US,Health Care,73.11,79.71,0,-54.407,-89.591,785.265,-30.153,-54.205,0.9653,99.8467,484.593,-76.402,42.715,12351.3397,42.722,43.244,148.954
VNO UN Equity,Vornado Realty Trust,US,Financials,106.6116,110.44,-547.305,201.263,8364.971,21000.515,1079.766,-64.208,29.2022,#N/A N/A,2364.905,#N/A N/A,14.087,22098.3139,1212.115,421.667,9470.195
VMC UN Equity,Vulcan Materials Co,US,Materials,65.73,70.51,-22.274,175.984,4201.099,8091.538,246.213,-81.077,16.8554,18.335,2919.388,#N/A N/A,22.903,8656.8434,777.164,#N/A N/A,1914.245
PRA UN Equity,ProAssurance Corp,US,Financials,45.15,44.37,-69.353,202.315,2321.212,5325.997,115.724,115.724,35.975,#N/A N/A,827.244,#N/A N/A,19.701,2581.8549,#N/A N/A,12.366,1.995
SPXC UN Equity,SPX Corp,US,Industrials,21.6364,21.0446,-55.9,519.7,2055.2,6335.8,199.8,158.5,5.7961,28.4157,4090.7,-10.3,28.7,3528.9287,335.6,69.8,951.8
GHC UN Equity,Graham Holdings Co,US,Consumer Discretionary,521.857,565.125,-53.345,1115.009,2933.917,5488.436,299.479,73.879,10.1202,55.5636,3485.302,-62.139,24.803,5004.0421,590.087,35.545,-199.866
WY UN Equity,Weyerhaeuser Co,US,Financials,35.89,35.85,-584,1648,5856,13440,1132,747,11.7974,21.7662,7383,57,15.312,18819.4069,1375,367,3782
WHR UN Equity,Whirlpool Corp,US,Consumer Discretionary,193.74,199.08,-213,750,5311,15708,892,209,6.6512,17.2899,18959,-99,26.665,15086.728,1801,218,2162
WMB UN Equity,Williams Cos Inc/The,US,Energy,44.94,43.86,-1246,1907,20681,49807,1619,-2354,18.1805,31.4701,7156,-156,32.769,33590.9713,2307,644,20374
WEC UN Equity,WEC Energy Group Inc,US,Utilities,52.74,55.77,-350.6,611.2,4428.7,14724.9,1215.3,512.6,23.0329,54.9542,4950.3,-37.1,18.531,11893.7842,1555.7,243.5,5004.4
XRX UN Equity,Xerox Corp,US,Information Technology,13.86,13.17,-313,1095,12257,27877,2174,1804,7.061,31.9367,19714,-504,27.379,15821.9615,2808,381,6645
ADBE UW Equity,Adobe Systems Inc,US,Information Technology,72.7,70.13,0,245.579,6731.26,10493.68,1202.711,1056.033,9.5012,85.2105,4115.436,-6.393,28.394,36258.3152,707.809,63.776,-2011.941
AES UN Equity,AES Corp/VA,US,Utilities,13.77,12.22,-138,357,7644,38983,1891,-156,16.9026,18.1396,16814,-483,26.71,9818.6479,4091,1503,18710
DPZ UN Equity,Domino's Pizza Inc,US,Consumer Discretionary,94.17,99.05,-50.226,159.217,-1281.742,510.883,208.299,157.215,17.7398,30.1314,1917.43,#N/A N/A,21.444,5179.8942,368.476,87.305,1493.353
AMGN UW Equity,Amgen Inc,US,Health Care,159.29,152.26,-1741,4885,25325,70775,7945,7229,29.9802,78.3822,19743,439,26.267,121167.1216,7930,1071,4905
MCY UN Equity,Mercury General Corp,US,Financials,56.67,57.15,-135.27,214.281,1924.64,4609.006,239.584,213.016,9.6396,#N/A N/A,2999.616,#N/A N/A,19.938,3118.9108,#N/A N/A,2.296,10.319
AAPL UW Equity,Apple Inc,US,Information Technology,110.38,117.16,-11126,39510,111547,231839,59713,50142,28.7223,38.588,182795,-6452,22.356,647361.022,60449,384,-119944
ADSK UW Equity,Autodesk Inc,US,Information Technology,60.06,54.005,0,124.2,2268.5,4736.8,634.4,565.2,6.5073,86.6691,2434.2,#N/A N/A,25.43,13664.8817,301.5,#N/A N/A,-1409.9
CTAS UW Equity,Cintas Corp,US,Industrials,78.44,78.7,-93.32,406.205,2271.974,4556.27,671.611,495.443,13.1518,42.3918,4471.396,-33.106,23.097,9175.8414,770.192,65.882,718.547
CMCSA UW Equity,Comcast Corp,US,Consumer Discretionary,58.01,53.145,-2186,8368,54711,159237,14783,7357,21.7217,69.389,67969,-777,19.778,149263.5773,22691,2599,43272
TAP UN Equity,Molson Coors Brewing Co,US,Consumer Staples,74.52,75.93,-264,551.4,8422.4,14833.4,1196.6,925.1,17.2868,40.0724,4200.9,#N/A N/A,27.44,14159.0838,1041.6,#N/A N/A,2732.4
PKG UN Equity,Packaging Corp of America,US,Materials,78.05,75.85,-157.221,522.188,1552.039,5330.749,744.752,385.897,11.4803,20.9737,5683.053,-48.587,26.434,7678.8285,1029.408,#N/A N/A,2226.798
KLAC UW Equity,KLA-Tencor Corp,US,Information Technology,70.32,61.47,-306.667,543.791,3529.72,5301.572,636.564,577.368,25.0967,57.317,2913.972,-13.919,47.513,11566.0208,814.906,53.671,-2194.438
MKC UN Equity,McCormick & Co Inc/MD,US,Consumer Staples,74.3,71.39,-189.6,419.8,1970,4472.1,513.6,389.7,13.626,40.7175,4239.7,#N/A N/A,14.693,9615.4106,684.9,49.2,1273.9
NDSN UW Equity,Nordson Corp,US,Industrials,77.96,72.86,-46.073,234.47,958.775,2109.445,256.75,216.164,21.1399,55.565,1646.249,#N/A N/A,20.926,4850.0432,406.737,14.713,584.768
JWN UN Equity,Nordstrom Inc,US,Consumer Discretionary,79.39,76.2,-247,733,2274,9269,1118,320,10.2095,37.8928,13174,-128,17.921,15103.5586,1843,#N/A N/A,2694
TCB UN Equity,TCF Financial Corp,US,Financials,15.89,14.7,-51.979,170.806,2113.432,19022.103,290.745,244.377,24.8653,#N/A N/A,1299.261,#N/A N/A,21.266,2657.2728,#N/A N/A,56.933,360.834
NNN UN Equity,National Retail Properties Inc,US,Financials,39.37,42.84,-200.491,145.65,2883.329,4866.577,295.326,-297.692,60.425,#N/A N/A,423.525,#N/A N/A,16.813,5158.5033,368.899,83.889,1855.955
PCAR UW Equity,PACCAR Inc,US,Industrials,68.01,60.11,-616.6,1298.7,7162.7,21026.1,2179.7,580.8,10.3151,16.9878,18476.8,-292.7,20.123,24082.632,2805.5,#N/A N/A,-2860.6
NVR UN Equity,NVR Inc,US,Consumer Discretionary,1275.33,1254.23,0,279.99,1151.394,2413.076,140.196,107.925,10.9359,19.816,4358.682,1.894,19.685,5224.1622,493.262,22.521,135.448
COST UW Equity,Costco Wholesale Corp,US,Consumer Staples,141.75,142.99,-584,2058,12515,33024,3954,1961,2.8587,12.5906,112640,0,15.177,62441.4979,4249,113,-2215
CBSH UW Equity,Commerce Bancshares Inc/MO,US,Financials,41.419,38.0952,-85.943,261.555,2288.869,22701.545,357.785,318.47,36.2549,#N/A N/A,1093.847,#N/A N/A,16.451,4187.7255,#N/A N/A,28.377,-122.22
LEN/B UN Equity,Lennar Corp,US,Consumer Discretionary,36.11,36.11,-32.335,552.866,5038.141,12290.077,-688.476,-701.451,11.7829,23.4748,7111.077,-36.001,30.946,8924.6879,873.715,51.902,3939.609
ODFL UW Equity,Old Dominion Freight Line Inc,US,Industrials,77.64,70.12,0,244.801,1429.727,2188.539,375.295,-3.105,15.2616,23.8749,2659.319,#N/A N/A,22.259,6689.8442,546.581,7.499,175.748
STJ UN Equity,St Jude Medical Inc,US,Health Care,65.03,65.87,-519,880,4145,10236,2031,1704,18.1802,70.8475,5605,69,22.087,18592.9141,1556,84,2570
SYK UN Equity,Stryker Corp,US,Health Care,94.33,91.05,-446,641,8624,17515,1775,1547,12.6824,65.6483,9525,-147,15.912,35686.9752,1572,#N/A N/A,-715
TSN UN Equity,Tyson Foods Inc,US,Consumer Staples,40.09,39.04,-104,864,8904,23956,1178,546,3.8052,7.1448,37580,#N/A N/A,26.804,16316.7981,1960,132,7740
AMAT UW Equity,Applied Materials Inc,US,Information Technology,24.92,22.84,-485,1106,7868,13174,1800,1559,16.7549,42.3611,9072,#N/A N/A,27.307,30439.0803,1895,95,-1215
TWX UN Equity,Time Warner Inc,US,Consumer Discretionary,85.42,77.93,-1104,4092,25230,63095,3393,2812,23.0301,42.1095,27438,#N/A N/A,21.628,71623.4969,7027,1327,19347
CNA UN Equity,CNA Financial Corp,US,Financials,38.71,38.96,-527,714,13034,55731,1330,1264,14.3681,#N/A N/A,9883,#N/A N/A,14.905,10449.6835,#N/A N/A,179,2861
BBBY UW Equity,Bed Bath & Beyond Inc,US,Consumer Discretionary,76.17,74.77,0,981.501,2939.179,7034.26,1442.948,1097.158,13.4635,39.2815,11669.754,#N/A N/A,19.925,14109.6394,1803.589,#N/A N/A,213.374
NEU UN Equity,NewMarket Corp,US,Materials,403.53,449.67,-56.416,235.201,494.517,1288.318,242.763,192.501,15.2774,28.1503,2342.898,#N/A N/A,18.867,5056.6526,399.397,16.86,242.976
CAH UN Equity,Cardinal Health Inc,US,Health Care,80.73,83.19,-429,1093,6256,25711,1634,1375,2.0743,5.7806,90631,-761,16.923,26718.5258,2330,#N/A N/A,1538
CELG UW Equity,Celgene Corp,US,Health Care,111.86,119.16,0,1600.4,5768.4,16403.3,2524.4,2376.9,28.5132,94.8848,7340.8,-8.7,32.586,89343.0476,2471.8,154.5,-23.4
CERN UW Equity,Cerner Corp,US,Health Care,64.66,66.35,0,437.624,3396.21,4392.638,765.059,299.455,19.6069,82.4679,3272,-87.442,18.494,22079.5943,932.829,#N/A N/A,-1184.965
CINF UW Equity,Cincinnati Financial Corp,US,Financials,51.83,50.51,-276,480,6376,18474,891,883,14.5417,#N/A N/A,4855,#N/A N/A,13.33,8473.7099,#N/A N/A,54,466
FIT UN Equity,Fitbit Inc,US,Information Technology,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
EAT UN Equity,Brinker International Inc,US,Consumer Discretionary,58.69,58.43,-65.312,157.565,38.181,1476.211,375.324,203.919,8.429,19.258,2935.853,-5.477,21.128,3730.0826,385.929,28.077,829.54
CVC UN Equity,Cablevision Systems Corp,US,Consumer Discretionary,20.64,18.92,-159.764,307.306,-5068.007,6563.745,1350.388,509.708,13.7848,#N/A N/A,6413.378,#N/A N/A,25.628,5647.7231,1785.968,#N/A N/A,8326.914
CDNS UW Equity,Cadence Design Systems Inc,US,Information Technology,18.97,17.99,0,131.573,1284.727,2705.941,303.819,266.882,11.0558,83.9117,1534.556,-7.659,22.37,5552.8984,279.58,31.368,-257.742
PACW UW Equity,PacWest Bancorp,US,Financials,45.46,42.755,-74.085,99.26,3478.246,15938.345,131.087,127.884,31.9778,#N/A N/A,604.493,#N/A N/A,22.638,4632.9321,#N/A N/A,30.283,536.355
DHI UN Equity,DR Horton Inc,US,Consumer Discretionary,25.29,24.52,-48.6,533.6,5119.7,10185.4,-661.4,-761.6,9.8556,22.9473,8024.9,0,24.911,9238.6667,829.3,#N/A N/A,2644.7
CY UW Equity,Cypress Semiconductor Corp,US,Information Technology,14.28,14.73,-68.098,0.224,204.807,777.109,98.581,72.653,0.6097,48.8487,709.176,2.348,41.373,2302.4859,51.151,#N/A N/A,106.623
FLS UN Equity,Flowserve Corp,US,Industrials,59.83,54.49,-82.847,500.891,1923.699,4793.774,505.072,377.082,15.6362,34.781,4885.966,-91.797,32.816,8155.3286,875.089,61.457,1003.889
1396924D UW Equity,Liberty Media Corp,US,Consumer Discretionary,35.27,34.05,0,651,22594,33845,1148,965,18.379,64.2466,4380,#N/A N/A,21.365,12049.4553,1155,239,5401
EA UW Equity,Electronic Arts Inc,US,Information Technology,47.015,54.86,0,397,2670,6031,1153,1061,10.5925,62.9021,4135,-242,26.197,14618.672,665,31,-1797
RBC UN Equity,Regal Beloit Corp,US,Industrials,75.2,68.85,-37,114.3,2176.7,3671.4,301.9,214.8,6.3671,24.5333,3208.7,#N/A N/A,21.035,3360.5944,341.3,41,349.6
UHS UN Equity,Universal Health Services Inc,US,Health Care,111.26,102.53,-24.709,496.973,3888.799,8961.592,997.872,609.769,12.5628,#N/A N/A,7829.643,-48.64,25.706,11014.3255,1349.834,139.548,3415.107
ESRX UW Equity,Express Scripts Holding Co,US,Health Care,84.67,80.71,0,1927.7,20168.3,53439.2,4559.7,4084.3,3.476,7.8641,100355.9,-1360.8,19.342,62140.1574,5769.6,586.5,13852.6
REGN UW Equity,Regeneron Pharmaceuticals Inc,US,Health Care,410.25,416.66,0,344.837,2551.788,3739.419,831.041,546.601,31.2139,92.63,2627.64,154.688,34.605,41708.1802,870.032,42.683,-930.333
AGCO UN Equity,AGCO Corp,US,Industrials,45.2,43.34,-40.7,472.1,3793.3,8113.9,412.7,55.1,7.2122,21.383,10098.2,57.9,29.806,4157.4227,1008.8,#N/A N/A,1100.3
EXPD UW Equity,Expeditors International of Washington I,US,Industrials,44.61,43.68,-124.2,361.003,1903.93,2926.053,367.387,330.017,8.8829,12.9924,6421.75,-181.467,20.402,8611.0955,620.47,0,-1030.797
SWKS UW Equity,Skyworks Solutions Inc,US,Information Technology,72.71,83.05,-41.4,457.7,2532.4,2973.8,772.4,563.8,24.6661,44.6277,2291.4,-12.4,42.455,13862.4251,687.9,#N/A N/A,-805.8
FAST UW Equity,Fastenal Co,US,Industrials,47.56,44.4,-296.783,474.988,1901.573,2372.995,433.789,229.261,20.8699,50.8501,3621.013,-79.376,21.951,14098.7243,826.263,0.642,-11.329
OFC UN Equity,Corporate Office Properties Trust,US,Financials,28.37,30,-96.24,103.721,1415.94,3680.188,195.288,-51.989,22.7531,#N/A N/A,568.304,#N/A N/A,18.437,2624.8414,267.743,90.383,2009.974
MTB UN Equity,M&T Bank Corp,US,Financials,125.62,113.16,-438.871,951.754,12333.316,97228.342,1203.157,1109.158,34.9085,#N/A N/A,4708.607,#N/A N/A,16.825,16595.896,#N/A N/A,273.641,26.293
ATVI UW Equity,Activision Blizzard Inc,US,Information Technology,20.15,20.895,-510,636,6992,13855,1603,1377,23.6443,64.3842,4352,407,30.867,14488.4551,1671,205,494
FISV UW Equity,Fiserv Inc,US,Information Technology,70.97,72.53,0,794,3462,9438,1318,1028,23.7383,43.5667,5013,-32,16.079,17314.2727,1592,164,3439
FITB UW Equity,Fifth Third Bancorp,US,Financials,20.375,17.3,-484,1436,15443,134188,2323,2000,33.8127,#N/A N/A,6544,#N/A N/A,20.118,16789.1405,#N/A N/A,425,10452
HFC UN Equity,HollyFrontier Corp,US,Energy,37.48,35.92,-646.275,564.986,6560.848,10181.77,872.944,364.873,4.7128,6.979,20308.009,50.1,27.135,7336.185,1299.023,46.503,-440.11
RPM UN Equity,RPM International Inc,US,Materials,50.71,47.86,-127.894,287.641,1634.368,4346.722,282.378,187.232,10.9588,42.6918,4415.575,-74.917,20.087,6768.5733,574.945,79.641,1253.001
JKHY UW Equity,Jack Henry & Associates Inc,US,Information Technology,62.14,61.37,-72.239,193.735,1011.919,1558.054,337.117,289.798,24.8786,42.2956,1206.413,-6.06,14.664,5081.5379,411.502,1.091,-28.397
FHN UN Equity,First Horizon National Corp,US,Financials,13.58,12.99,-65.086,218.355,2621.941,23986.787,907.801,877.482,22.6622,#N/A N/A,1274.343,#N/A N/A,20.074,3194.6755,#N/A N/A,83.051,3035.779
GILD UW Equity,Gilead Sciences Inc,US,Health Care,94.26,104.83,0,9405.2769,13890.992,28844.393,10524.132,10065.893,58.619,82.6862,20695.731,-915.662,41.173,142206.6975,13034.502,354.639,1718.396
ICPT UW Equity,Intercept Pharmaceuticals Inc,US,Health Care,156,201.03,0,-260.7699,261.0621,286.0208,-66.0204,-71.2185,-5404.7098,#N/A N/A,1.7012,#N/A N/A,82.474,3332.1095,-91.7091,#N/A N/A,-272.8062
HAS UW Equity,Hasbro Inc,US,Consumer Discretionary,54.99,54.92,-214.754,375.834,1542.513,4508.802,380.641,268.601,13.9776,59.6792,4260.387,-157.639,23.625,6911.2687,783.919,89.127,1185.734
