RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
14626,0,7/15/2009,OTHER,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLUE,AUTO,2.0,Covers,79294,AMERICAN,MEDIUM,CHRYSLER,4540.0,5694.0,5403.0,6650.0,4540.0,5694.0,5403.0,6650.0,,,18880,29697,SC,4400.0,0,1155
14627,0,7/15/2009,OTHER,2005,4,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,SILVER,AUTO,2.0,Covers,35536,OTHER ASIAN,MEDIUM,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18880,29697,SC,5600.0,0,582
14629,0,7/15/2009,OTHER,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,64201,AMERICAN,MEDIUM,CHRYSLER,4243.0,5195.0,5082.0,6111.0,4284.0,5308.0,5127.0,6233.0,,,18880,29697,SC,5500.0,0,1215
14633,0,7/15/2009,OTHER,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,SILVER,AUTO,2.0,Covers,52266,OTHER ASIAN,MEDIUM,OTHER,5451.0,6586.0,6387.0,7613.0,5779.0,6662.0,6741.0,7695.0,,,18880,29697,SC,5900.0,0,505
14637,0,7/15/2009,OTHER,2006,3,CHRYSLER,PACIFICA FWD 3.5L V6,Tou,4D SPORT TOURING,GREEN,AUTO,1.0,Alloy,84127,AMERICAN,CROSSOVER,CHRYSLER,10776.0,12762.0,12138.0,14283.0,11343.0,13297.0,12750.0,14861.0,,,18880,29697,SC,8900.0,0,1503
14638,0,7/15/2009,OTHER,2005,4,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,BLUE,AUTO,2.0,Covers,73009,AMERICAN,MEDIUM,GM,5337.0,6469.0,6264.0,7487.0,5349.0,6707.0,6277.0,7744.0,,,18880,29697,SC,5200.0,0,803
14639,0,7/15/2009,OTHER,2001,8,CHEVROLET,VENTURE FWD V6 3.4L,Plu,PASSENGER EXT 3.4L,BEIGE,AUTO,1.0,Alloy,80792,AMERICAN,VAN,GM,1865.0,2643.0,2514.0,3354.0,1866.0,2371.0,4448.0,5101.0,,,18880,29697,SC,4700.0,0,5392
14640,0,7/15/2009,OTHER,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,80108,AMERICAN,LARGE,GM,6867.0,8151.0,7916.0,9303.0,6455.0,7525.0,10171.0,11838.0,,,18880,29697,SC,7300.0,0,2152
14642,0,7/22/2009,OTHER,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT2,GOLD,AUTO,1.0,Alloy,84260,AMERICAN,LARGE,GM,5333.0,7466.0,6260.0,8563.0,6950.0,8100.0,8006.0,9248.0,,,17212,29697,SC,6400.0,0,2152
14644,0,7/22/2009,OTHER,2006,3,CHRYSLER,300 3.5L V6 MPI / SM,Lim,4D SEDAN,GREY,AUTO,1.0,Alloy,89633,AMERICAN,SPECIALTY,CHRYSLER,9495.0,11215.0,10755.0,12612.0,10352.0,12039.0,11680.0,13502.0,,,17212,29697,SC,9300.0,0,1503
14645,0,7/22/2009,OTHER,2005,4,CHEVROLET,IMPALA 3.8L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,1.0,Alloy,88408,AMERICAN,LARGE,GM,5799.0,7563.0,6763.0,8668.0,5763.0,7664.0,6724.0,8777.0,,,17212,29697,SC,5900.0,0,2152
14646,0,7/22/2009,OTHER,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,GREY,AUTO,2.0,Covers,82073,AMERICAN,SPECIALTY,CHRYSLER,9548.0,11265.0,10812.0,12666.0,9213.0,10718.0,10450.0,12075.0,,,17212,29697,SC,10200.0,0,1503
14647,1,7/22/2009,OTHER,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,SILVER,AUTO,,,88933,AMERICAN,MEDIUM,CHRYSLER,4540.0,5694.0,5403.0,6650.0,4540.0,5694.0,5403.0,6650.0,,,17212,29697,SC,5000.0,0,1243
14648,0,7/22/2009,OTHER,2006,3,DODGE,CHARGER 3.5L V6 EFI,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,87505,AMERICAN,SPECIALTY,CHRYSLER,9433.0,11227.0,10688.0,12625.0,9040.0,10620.0,10263.0,11970.0,,,17212,29697,SC,10000.0,0,1503
14649,0,7/22/2009,OTHER,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT,RED,AUTO,1.0,Alloy,77167,AMERICAN,LARGE,GM,4206.0,5323.0,5042.0,6249.0,4053.0,5106.0,4877.0,6014.0,,,17212,29697,SC,6000.0,0,1974
14650,0,7/22/2009,OTHER,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,70275,AMERICAN,SPECIALTY,CHRYSLER,9495.0,11215.0,10755.0,12612.0,9587.0,11254.0,10854.0,12654.0,,,17212,29697,SC,9700.0,0,1389
14651,0,7/22/2009,OTHER,2007,2,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,BLACK,AUTO,1.0,Alloy,86105,AMERICAN,SPECIALTY,CHRYSLER,10900.0,12602.0,12272.0,14110.0,10059.0,11604.0,11364.0,13032.0,,,17212,29697,SC,9400.0,0,1503
14653,0,7/22/2009,OTHER,2005,4,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,67782,AMERICAN,SPECIALTY,CHRYSLER,7909.0,9282.0,9042.0,10525.0,7898.0,9277.0,9030.0,10519.0,,,17212,29697,SC,8900.0,0,1215
14655,0,7/22/2009,OTHER,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,2.0,Covers,89640,AMERICAN,LARGE,GM,6867.0,8151.0,7916.0,9303.0,6801.0,8190.0,7845.0,9345.0,,,17212,29697,SC,6700.0,0,2152
14656,0,7/29/2009,OTHER,2004,5,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,GOLD,AUTO,1.0,Alloy,97844,AMERICAN,MEDIUM,FORD,3191.0,4224.0,3946.0,5062.0,3624.0,5022.0,4414.0,5924.0,,,18880,29697,SC,3900.0,0,1053
14658,1,7/29/2009,OTHER,2007,2,CHRYSLER,PACIFICA AWD 4.0L V6,Tou,4D SPORT TOURING,WHITE,AUTO,,,81953,AMERICAN,CROSSOVER,CHRYSLER,15687.0,17759.0,17442.0,19680.0,15687.0,17759.0,17442.0,19680.0,,,18880,29697,SC,9050.0,0,2022
14659,0,7/29/2009,OTHER,2006,3,NISSAN,SENTRA 1.8L I4 EFI /,Bas,4D SEDAN 1.8,BLUE,MANUAL,2.0,Covers,88614,TOP LINE ASIAN,COMPACT,OTHER,6771.0,8181.0,7813.0,9335.0,6872.0,8284.0,7922.0,9447.0,,,18880,29697,SC,4200.0,0,594
14660,0,7/29/2009,OTHER,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GREY,AUTO,2.0,Covers,69423,AMERICAN,MEDIUM,GM,6408.0,7588.0,7421.0,8695.0,6403.0,7463.0,7415.0,8560.0,,,18880,29697,SC,6500.0,0,923
14662,0,7/29/2009,OTHER,2005,4,KIA,OPTIMA V6 MFI V6 2.7,EX,4D SEDAN EX,BLUE,AUTO,1.0,Alloy,54918,OTHER ASIAN,MEDIUM,OTHER,3375.0,4422.0,4145.0,5276.0,3240.0,4083.0,3999.0,4910.0,,,18880,29697,SC,5600.0,0,671
14663,0,7/29/2009,OTHER,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L,BLUE,AUTO,2.0,Covers,90151,AMERICAN,VAN,GM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18880,29697,SC,7500.0,0,2495
14664,0,7/29/2009,OTHER,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BEIGE,AUTO,2.0,Covers,44028,AMERICAN,MEDIUM,CHRYSLER,5427.0,6508.0,6361.0,7529.0,5620.0,6675.0,6570.0,7709.0,,,18880,29697,SC,6350.0,0,975
14667,0,7/29/2009,OTHER,2006,3,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,72097,AMERICAN,MEDIUM,GM,6094.0,7262.0,7082.0,8343.0,5986.0,7225.0,6965.0,8303.0,,,18880,29697,SC,6500.0,0,1272
14668,0,7/29/2009,OTHER,2004,5,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L LX,BLUE,AUTO,2.0,Covers,73865,AMERICAN,VAN,FORD,4043.0,5420.0,4866.0,6354.0,4468.0,5113.0,5325.0,6022.0,,,18880,29697,SC,5800.0,0,1506
14670,0,8/5/2009,OTHER,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES DURATEC,MAROON,AUTO,1.0,Alloy,88611,AMERICAN,MEDIUM,FORD,2829.0,3913.0,3555.0,4726.0,3222.0,4616.0,3980.0,5485.0,,,18880,29697,SC,4200.0,0,1283
14671,0,8/5/2009,OTHER,2006,3,NISSAN,ALTIMA 2.5L I4 MPI,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,80328,TOP LINE ASIAN,MEDIUM,OTHER,9096.0,10776.0,10324.0,12138.0,8772.0,10386.0,9974.0,11717.0,,,18880,29697,SC,6600.0,0,723
14672,0,8/5/2009,OTHER,2006,3,FORD,FUSION 4C 2.3L I4 EF,SEL,4D SEDAN SEL,BLACK,AUTO,1.0,Alloy,72942,AMERICAN,MEDIUM,FORD,10001.0,11864.0,11301.0,13313.0,10095.0,12143.0,11403.0,13614.0,,,18880,29697,SC,7200.0,0,803
14674,0,8/5/2009,OTHER,2005,4,CHEVROLET,MALIBU MAXX V6 3.5L,LS,4D SEDAN LS,GREY,AUTO,1.0,Alloy,83825,AMERICAN,MEDIUM,GM,5620.0,7116.0,6570.0,8185.0,5181.0,6783.0,6095.0,7826.0,,,18880,29697,SC,6300.0,0,1373
14675,0,8/5/2009,OTHER,2004,5,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,74924,AMERICAN,LARGE,GM,3576.0,4811.0,4362.0,5696.0,3516.0,4781.0,4297.0,5663.0,,,18880,29697,SC,5800.0,0,1974
14676,0,8/5/2009,OTHER,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,BLUE,AUTO,2.0,Covers,61081,OTHER ASIAN,MEDIUM,OTHER,4066.0,4852.0,4891.0,5740.0,4009.0,4867.0,4830.0,5756.0,,,18880,29697,SC,5700.0,0,533
14677,0,8/5/2009,OTHER,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,WHITE,AUTO,1.0,Alloy,77623,AMERICAN,LARGE TRUCK,CHRYSLER,5073.0,7032.0,5979.0,8095.0,4236.0,5597.0,5075.0,6545.0,,,18880,29697,SC,10000.0,0,920
14679,0,8/5/2009,OTHER,2005,4,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,BLACK,AUTO,2.0,Covers,63026,OTHER ASIAN,MEDIUM,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18880,29697,SC,4700.0,0,728
14681,0,8/5/2009,OTHER,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,66604,AMERICAN,MEDIUM,CHRYSLER,4243.0,5195.0,5082.0,6111.0,3771.0,4728.0,6928.0,8323.0,,,18880,29697,SC,5900.0,0,1215
14687,0,8/5/2009,OTHER,2005,4,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,1.0,Alloy,88145,AMERICAN,MEDIUM SUV,CHRYSLER,9244.0,10567.0,10484.0,11912.0,9035.0,10579.0,10258.0,11925.0,,,18880,29697,SC,7700.0,0,1893
14688,0,8/5/2009,OTHER,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,MAROON,AUTO,2.0,Covers,38870,AMERICAN,VAN,GM,8671.0,11066.0,9865.0,12451.0,7699.0,9853.0,8815.0,11141.0,,,18880,29697,SC,6000.0,0,1241
14689,0,8/5/2009,OTHER,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GOLD,AUTO,1.0,Alloy,81244,AMERICAN,LARGE,FORD,6281.0,7682.0,7283.0,8797.0,6847.0,8719.0,7895.0,9917.0,,,18880,29697,SC,7600.0,0,1633
14690,0,8/5/2009,OTHER,2005,4,DODGE,DURANGO 2WD V8 4.7L,ST,4D SUV 4.7L ST,BLUE,AUTO,1.0,Alloy,73652,AMERICAN,MEDIUM SUV,CHRYSLER,8080.0,9630.0,9226.0,10900.0,7979.0,9622.0,9117.0,10892.0,,,18880,29697,SC,8000.0,0,1389
14692,1,8/5/2009,OTHER,2003,6,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN LX,BLACK,AUTO,1.0,Alloy,81012,AMERICAN,MEDIUM,CHRYSLER,2353.0,3328.0,3041.0,4094.0,2373.0,3435.0,3063.0,4210.0,,,18880,29697,SC,4500.0,0,1543
14694,0,8/5/2009,OTHER,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GREY,AUTO,1.0,Alloy,83249,AMERICAN,LARGE,GM,7712.0,9180.0,8829.0,10414.0,7976.0,9352.0,9114.0,10600.0,,,18880,29697,SC,7000.0,0,2152
14696,0,8/5/2009,OTHER,2005,4,MERCURY,SABLE 3.0L V6 EFI,LS,4D SEDAN LS PREMIUM,GREY,AUTO,1.0,Alloy,71689,AMERICAN,MEDIUM,FORD,5118.0,6588.0,6027.0,7615.0,5379.0,7403.0,6309.0,8495.0,,,18880,29697,SC,5300.0,0,920
14698,0,8/12/2009,OTHER,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,85417,AMERICAN,VAN,CHRYSLER,6547.0,8208.0,7571.0,9365.0,6470.0,8226.0,7488.0,9384.0,,,18880,29697,SC,6100.0,0,1763
14700,0,8/12/2009,OTHER,2005,4,CHRYSLER,PACIFICA FWD 3.8L V6,Bas,4D SPORT,BLUE,AUTO,2.0,Covers,78310,AMERICAN,CROSSOVER,CHRYSLER,6947.0,8346.0,8003.0,9514.0,6600.0,8005.0,7628.0,9145.0,,,18880,29697,SC,6200.0,0,1389
14701,0,8/12/2009,OTHER,2006,3,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,SILVER,AUTO,2.0,Covers,49086,AMERICAN,MEDIUM,GM,5542.0,6796.0,6485.0,7840.0,5674.0,6931.0,6628.0,7985.0,,,18880,29697,SC,6200.0,0,623
14703,0,10/28/2009,OTHER,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,,,65426,AMERICAN,MEDIUM,FORD,4381.0,5534.0,5231.0,6477.0,4866.0,6010.0,8341.0,9420.0,,,18880,29697,SC,4300.0,0,825
14704,1,10/28/2009,OTHER,2004,5,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,OTHER,AUTO,,,76967,AMERICAN,COMPACT,CHRYSLER,2752.0,3665.0,3472.0,4458.0,2645.0,3686.0,3357.0,4481.0,,,18880,29697,SC,4600.0,0,686
14705,0,10/28/2009,OTHER,2005,4,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,OTHER,AUTO,,,80943,AMERICAN,MEDIUM,GM,4901.0,6447.0,5793.0,7463.0,5049.0,6147.0,8355.0,9496.0,,,18880,29697,SC,6400.0,0,1373
14706,0,10/28/2009,OTHER,2001,8,CHRYSLER,PT CRUISER 2.4L I-4,Bas,4D SEDAN,OTHER,AUTO,,,68903,AMERICAN,MEDIUM,CHRYSLER,2650.0,3581.0,3362.0,4367.0,2412.0,3215.0,5795.0,7724.0,,,18880,29697,SC,4500.0,0,1515
14707,0,10/28/2009,OTHER,2005,4,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,WHITE,AUTO,,,81161,OTHER ASIAN,MEDIUM,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18880,29697,SC,4700.0,0,853
14709,0,10/28/2009,OTHER,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LS,4D SUV LS,GREY,AUTO,,,81040,AMERICAN,MEDIUM SUV,GM,6978.0,8129.0,8036.0,9279.0,6555.0,7995.0,10372.0,12620.0,,,18880,29697,SC,6600.0,0,1503
14710,0,11/4/2009,OTHER,2002,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,,,91990,AMERICAN,MEDIUM SUV,GM,4532.0,5551.0,5395.0,6495.0,4373.0,5391.0,7707.0,8723.0,,,18880,29697,SC,7100.0,0,1641
14711,0,11/4/2009,OTHER,2004,5,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY,SILVER,AUTO,,,79036,TOP LINE ASIAN,MEDIUM SUV,OTHER,6685.0,7690.0,7720.0,8805.0,6735.0,8132.0,10551.0,12421.0,,,18880,29697,SC,8300.0,0,569
14713,0,11/4/2009,OTHER,2003,6,DODGE,NEON,SXT,4D SEDAN SXT,GREY,AUTO,,,75950,AMERICAN,COMPACT,CHRYSLER,2430.0,3270.0,3124.0,4032.0,2283.0,3106.0,5540.0,6437.0,,,18880,29697,SC,4400.0,0,986
14714,0,11/4/2009,OTHER,2005,4,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,MANUAL,2.0,Covers,46001,OTHER ASIAN,MEDIUM,OTHER,3953.0,4905.0,4769.0,5797.0,3732.0,4607.0,7089.0,8138.0,,,18880,29697,SC,4400.0,0,482
14715,1,11/4/2009,OTHER,2004,5,FORD,FOCUS,LX,4D SEDAN LX,MAROON,MANUAL,2.0,Covers,69828,AMERICAN,COMPACT,FORD,3350.0,4461.0,4118.0,5318.0,2601.0,3356.0,5079.0,6181.0,,,18880,29697,SC,3500.0,0,1020
14716,1,11/4/2009,OTHER,2005,4,KIA,SPECTRA,EX,4D SEDAN EX,SILVER,AUTO,,,75701,OTHER ASIAN,MEDIUM,OTHER,3953.0,4905.0,4769.0,5797.0,3953.0,4905.0,4769.0,5797.0,,,18880,29697,SC,4700.0,0,569
14717,0,11/4/2009,OTHER,2007,2,DODGE,CHARGER V6,Bas,4D SEDAN 3.5L,GREY,AUTO,1.0,Alloy,81152,AMERICAN,SPECIALTY,CHRYSLER,9730.0,11241.0,11008.0,12640.0,9367.0,11055.0,13553.0,15093.0,,,18880,29697,SC,9800.0,0,1503
14718,0,11/4/2009,OTHER,2004,5,FORD,FOCUS,SE,4D SEDAN SE,BLACK,AUTO,2.0,Covers,84765,AMERICAN,COMPACT,FORD,3207.0,4438.0,3964.0,5293.0,3012.0,3775.0,6369.0,7331.0,,,18880,29697,SC,4200.0,0,1243
14719,0,11/4/2009,OTHER,2002,7,FORD,FOCUS,ZX5,4D WAGON ZX5,BLUE,AUTO,1.0,Alloy,96893,AMERICAN,COMPACT,FORD,2439.0,3370.0,3134.0,4140.0,2518.0,3333.0,5424.0,6240.0,,,18880,29697,SC,3600.0,0,1641
14721,0,11/4/2009,OTHER,2002,7,SATURN,S SERIES,SL1,4D SEDAN SL1,GREEN,AUTO,,,99609,AMERICAN,COMPACT,GM,1631.0,2449.0,2261.0,3145.0,2314.0,3146.0,4781.0,5703.0,,,18880,29697,SC,2800.0,0,2218
14722,0,11/4/2009,OTHER,2006,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,SILVER,AUTO,,,79423,AMERICAN,VAN,CHRYSLER,8712.0,11343.0,9909.0,12750.0,7952.0,9910.0,12131.0,13836.0,,,18880,29697,SC,7100.0,0,1623
14723,0,11/4/2009,OTHER,2006,3,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,SILVER,AUTO,,,81288,AMERICAN,MEDIUM SUV,GM,9058.0,10894.0,10283.0,12266.0,9684.0,11591.0,13752.0,15615.0,,,18880,29697,SC,8700.0,0,1243
14725,0,11/4/2009,OTHER,2007,2,CHEVROLET,UPLANDER FWD V6,LT,PASSENGER EXT 3.9L LT,MAROON,AUTO,,,84314,AMERICAN,VAN,GM,8881.0,10937.0,10091.0,12312.0,8701.0,10752.0,13970.0,17263.0,,,18880,29697,SC,7700.0,0,2282
14726,1,11/4/2009,OTHER,2002,7,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,GOLD,AUTO,,,84811,AMERICAN,MEDIUM,CHRYSLER,3400.0,4326.0,4172.0,5172.0,2998.0,3818.0,7038.0,8963.0,,,18880,29697,SC,3900.0,0,1803
14727,1,11/4/2009,OTHER,2006,3,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,WHITE,AUTO,,,87682,AMERICAN,MEDIUM SUV,GM,9460.0,11354.0,10717.0,12762.0,8937.0,11012.0,13407.0,15474.0,,,18880,29697,SC,7800.0,0,1243
14728,1,11/4/2009,OTHER,2005,4,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,BLUE,AUTO,,,77090,AMERICAN,COMPACT,GM,2892.0,3876.0,3623.0,4686.0,2892.0,3876.0,3623.0,4686.0,,,18880,29697,SC,4200.0,0,1155
14729,0,11/4/2009,OTHER,2008,1,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,SILVER,AUTO,,,75958,AMERICAN,SPECIALTY,CHRYSLER,10868.0,11717.0,12237.0,13154.0,10082.0,11064.0,13829.0,15201.0,,,18880,29697,SC,10400.0,0,1389
14732,0,11/4/2009,OTHER,2003,6,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GREY,AUTO,,,92351,AMERICAN,MEDIUM SUV,GM,4663.0,5842.0,5536.0,6809.0,4943.0,6105.0,8284.0,9689.0,,,18880,29697,SC,6800.0,0,1641
14734,0,11/4/2009,OTHER,2006,3,PONTIAC,G6 V6,Bas,4D SEDAN,RED,AUTO,2.0,Covers,73894,AMERICAN,MEDIUM,GM,6422.0,7849.0,7436.0,8977.0,6236.0,7336.0,10342.0,12166.0,,,18880,29697,SC,6800.0,0,1272
14735,0,11/11/2009,OTHER,2007,2,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,SILVER,AUTO,,,76072,AMERICAN,LARGE,FORD,8280.0,10447.0,9442.0,11783.0,8798.0,10948.0,12665.0,15149.0,,,19619,29697,SC,7400.0,0,1506
14736,0,11/11/2009,OTHER,2005,4,CHRYSLER,PACIFICA AWD,Tou,4D SPORT,BLUE,AUTO,1.0,Alloy,77354,AMERICAN,CROSSOVER,CHRYSLER,7070.0,8702.0,8136.0,9898.0,6699.0,8474.0,10032.0,11699.0,,,19619,29697,SC,7700.0,0,1857
14737,0,11/11/2009,OTHER,2006,3,BUICK,LACROSSE,CX,4D SEDAN CX,BLACK,AUTO,2.0,Covers,78186,AMERICAN,LARGE,GM,8442.0,10504.0,9617.0,11844.0,7743.0,9248.0,11682.0,12998.0,,,19619,29697,SC,7400.0,0,1506
14738,0,11/11/2009,OTHER,2007,2,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,BLACK,AUTO,2.0,Covers,59876,AMERICAN,LARGE,GM,7438.0,8671.0,8533.0,9865.0,7210.0,8582.0,11363.0,13185.0,,,19619,29697,SC,7400.0,0,1500
14739,0,11/11/2009,OTHER,2005,4,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,,,70198,AMERICAN,MEDIUM,CHRYSLER,3844.0,4842.0,4652.0,5729.0,3545.0,4336.0,7005.0,7710.0,,,19619,29697,SC,4400.0,0,1155
14740,0,11/11/2009,OTHER,2006,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,74015,AMERICAN,LARGE,GM,6468.0,8074.0,7485.0,9220.0,5895.0,7103.0,9396.0,10995.0,,,19619,29697,SC,5900.0,0,1974
14743,0,11/11/2009,OTHER,2002,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,1.0,Alloy,74568,AMERICAN,MEDIUM SUV,GM,4709.0,5663.0,5586.0,6616.0,4044.0,5022.0,7205.0,8296.0,,,19619,29697,SC,6800.0,0,1455
14744,0,11/11/2009,OTHER,2003,6,FORD,WINDSTAR FWD V6,SE,4D PASSENGER 3.8L SE,GREEN,AUTO,,,79623,AMERICAN,VAN,FORD,3128.0,4160.0,3878.0,4993.0,2870.0,3790.0,5908.0,7080.0,,,19619,29697,SC,4400.0,0,2157
14745,0,11/11/2009,OTHER,2004,5,DODGE,STRATUS V6,R/T,2D COUPE R/T,SILVER,AUTO,,,54735,AMERICAN,MEDIUM,CHRYSLER,4053.0,5387.0,4877.0,6318.0,3603.0,4636.0,7047.0,8257.0,,,19619,29697,SC,5900.0,0,1086
14746,0,11/11/2009,OTHER,2007,2,HYUNDAI,ACCENT,GS,2D COUPE GS,BLUE,AUTO,,,59915,OTHER ASIAN,COMPACT,OTHER,5626.0,6892.0,6576.0,7943.0,5152.0,6182.0,8938.0,9777.0,,,19619,29697,SC,5200.0,0,754
14747,0,11/11/2009,OTHER,2005,4,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,GOLD,AUTO,1.0,Alloy,76354,AMERICAN,MEDIUM SUV,GM,6710.0,8246.0,7747.0,9406.0,6841.0,8343.0,11767.0,14350.0,,,19619,29697,SC,7500.0,0,1389
14748,0,11/11/2009,OTHER,2007,2,PONTIAC,G6 V6,GT,4D SEDAN GT,BLACK,AUTO,,,77333,AMERICAN,MEDIUM,GM,8888.0,10419.0,10099.0,11753.0,7380.0,8946.0,11662.0,13150.0,,,18880,29697,SC,7300.0,0,1272
14749,0,11/11/2009,OTHER,2007,2,PONTIAC,G6 4C,Bas,4D SEDAN SE1,GREY,AUTO,,,73363,AMERICAN,MEDIUM,GM,7253.0,8283.0,8333.0,9446.0,6874.0,7765.0,11030.0,12249.0,,,19619,29697,SC,7500.0,0,1038
14751,0,11/11/2009,OTHER,2006,3,FORD,FIVE HUNDRED,SE,4D SEDAN SE,BLUE,AUTO,,,79140,AMERICAN,LARGE,FORD,6088.0,7038.0,7075.0,8101.0,6016.0,7234.0,9872.0,11287.0,,,19619,29697,SC,5900.0,0,1506
14752,0,11/11/2009,OTHER,2006,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,MAROON,AUTO,2.0,Covers,71919,AMERICAN,LARGE,GM,6468.0,8074.0,7485.0,9220.0,6261.0,7634.0,9921.0,11584.0,,,19619,29697,SC,6700.0,0,1974
14753,0,11/11/2009,OTHER,2004,5,SATURN,ION,3,4D SEDAN LEVEL 3,GREY,AUTO,,,54343,AMERICAN,MEDIUM,GM,4369.0,5718.0,5219.0,6675.0,3307.0,4358.0,6368.0,7624.0,,,19619,29697,SC,5100.0,0,671
