Date,Price,YTD,Citi,HSBC,Morgan Stanley,Nomura,JPMorgan,Credit Suisse,Macquarie,Barclays,Standard Chartered,BNP Paribas Equity Research,Jefferies,China International Capital Corp,BofAML,UBS,Goldman Sachs
10/18/2012,11.02,0.091089109,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
10/19/2012,11.08,0.097029703,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
10/20/2012,11.08,0.097029703,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
10/21/2012,11.08,0.097029703,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
10/22/2012,10.94,0.083168317,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/23/2012,10.94,0.083168317,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/24/2012,10.68,0.057425743,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/25/2012,10.66,0.055445545,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/26/2012,10.54,0.043564356,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/27/2012,10.54,0.043564356,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/28/2012,10.54,0.043564356,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/29/2012,10.76,0.065346535,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/30/2012,10.8,0.069306931,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,neutral,neutral/neutral
10/31/2012,10.58,0.047524752,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/1/2012,10.52,0.041584158,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/2/2012,10.66,0.055445545,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/3/2012,10.66,0.055445545,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/4/2012,10.66,0.055445545,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/5/2012,10.54,0.043564356,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/6/2012,10.56,0.045544554,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/7/2012,10.68,0.057425743,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/8/2012,10.36,0.025742574,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/9/2012,10.26,0.015841584,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/10/2012,10.26,0.015841584,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/11/2012,10.26,0.015841584,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/12/2012,10.34,0.023762376,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/13/2012,10.14,0.003960396,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/14/2012,10.28,0.017821782,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/15/2012,10.1,0,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/16/2012,10.14,0.003960396,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/17/2012,10.14,0.003960396,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/18/2012,10.14,0.003960396,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/19/2012,10.22,0.011881188,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/20/2012,10.16,0.005940594,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/21/2012,10.18,0.007920792,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/22/2012,10.28,0.017821782,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/23/2012,10.28,0.017821782,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/24/2012,10.28,0.017821782,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/25/2012,10.28,0.017821782,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/26/2012,10.18,0.007920792,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/27/2012,10.28,0.017821782,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,restricted,neutral/neutral
11/28/2012,10.18,0.007920792,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/29/2012,10.2,0.00990099,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
11/30/2012,10.38,0.027722772,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/1/2012,10.38,0.027722772,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/2/2012,10.38,0.027722772,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/3/2012,10.24,0.013861386,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/4/2012,10.32,0.021782178,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/5/2012,10.56,0.045544554,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/6/2012,10.64,0.053465347,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/7/2012,10.68,0.057425743,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/8/2012,10.68,0.057425743,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/9/2012,10.68,0.057425743,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/10/2012,10.7,0.059405941,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/11/2012,10.68,0.057425743,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/12/2012,10.8,0.069306931,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/13/2012,10.76,0.065346535,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/14/2012,10.9,0.079207921,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/15/2012,10.9,0.079207921,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/16/2012,10.9,0.079207921,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/17/2012,10.86,0.075247525,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/18/2012,10.84,0.073267327,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/19/2012,11,0.089108911,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/20/2012,11.02,0.091089109,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/21/2012,11.06,0.095049505,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/22/2012,11.06,0.095049505,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/23/2012,11.06,0.095049505,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/24/2012,11,0.089108911,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/25/2012,11,0.089108911,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/26/2012,11,0.089108911,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/27/2012,11.02,0.091089109,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/28/2012,11.02,0.091089109,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/29/2012,11.02,0.091089109,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/30/2012,11.02,0.091089109,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
12/31/2012,10.98,0.087128713,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/1/2013,10.98,0,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/2/2013,11.18,0.018214936,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/3/2013,11.3,0.029143898,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/4/2013,11.2,0.02003643,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/5/2013,11.2,0.02003643,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/6/2013,11.2,0.02003643,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/7/2013,11.1,0.010928962,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/8/2013,10.9,-0.007285974,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/9/2013,10.92,-0.005464481,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/10/2013,10.94,-0.003642987,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,in-line,hold,buy,hold,buy,neutral,neutral/neutral
1/11/2013,10.88,-0.009107468,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/12/2013,10.88,-0.009107468,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/13/2013,10.88,-0.009107468,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/14/2013,11,0.001821494,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/15/2013,10.9,-0.007285974,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/16/2013,10.92,-0.005464481,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/17/2013,10.92,-0.005464481,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/18/2013,11.14,0.014571949,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/19/2013,11.14,0.014571949,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/20/2013,11.14,0.014571949,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/21/2013,11.12,0.012750455,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/22/2013,11.16,0.016393443,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/23/2013,11.14,0.014571949,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/24/2013,11.1,0.010928962,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/25/2013,11.04,0.005464481,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/26/2013,11.04,0.005464481,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/27/2013,11.04,0.005464481,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/28/2013,11.06,0.007285974,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/29/2013,11.08,0.009107468,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/30/2013,11.14,0.014571949,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
1/31/2013,11.06,0.007285974,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/1/2013,11.1,0.010928962,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/2/2013,11.1,0.010928962,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/3/2013,11.1,0.010928962,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/4/2013,10.94,-0.003642987,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/5/2013,10.64,-0.030965392,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/6/2013,10.62,-0.032786885,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/7/2013,10.72,-0.023679417,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/8/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/9/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/10/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/11/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/12/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/13/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/14/2013,10.62,-0.032786885,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/15/2013,10.64,-0.030965392,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/16/2013,10.64,-0.030965392,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/17/2013,10.64,-0.030965392,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/18/2013,10.52,-0.041894353,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,neutral,neutral/neutral
2/19/2013,10.44,-0.049180328,neutral,underweight,Underwt/In-Line,neutral,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/20/2013,10.74,-0.021857923,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/21/2013,10.66,-0.029143898,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/22/2013,10.7,-0.025500911,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/23/2013,10.7,-0.025500911,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/24/2013,10.7,-0.025500911,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/25/2013,10.72,-0.023679417,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/26/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/27/2013,10.56,-0.038251366,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
2/28/2013,10.66,-0.029143898,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/1/2013,10.5,-0.043715847,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/2/2013,10.5,-0.043715847,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/3/2013,10.5,-0.043715847,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/4/2013,10.36,-0.056466302,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/5/2013,10.46,-0.047358834,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/6/2013,10.66,-0.029143898,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/7/2013,10.64,-0.030965392,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/8/2013,10.8,-0.016393443,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/9/2013,10.8,-0.016393443,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/10/2013,10.8,-0.016393443,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/11/2013,10.88,-0.009107468,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/12/2013,10.84,-0.012750455,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/13/2013,10.68,-0.027322404,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/14/2013,10.66,-0.029143898,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,restricted,neutral/neutral
3/15/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,restricted,neutral/neutral
3/16/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,restricted,neutral/neutral
3/17/2013,10.58,-0.036429872,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,restricted,neutral/neutral
3/18/2013,10.4,-0.052823315,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/19/2013,10.36,-0.056466302,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/20/2013,10.44,-0.049180328,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/21/2013,10.38,-0.054644809,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,hold,buy,buy,neutral/neutral
3/22/2013,10.24,-0.067395264,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/23/2013,10.24,-0.067395264,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/24/2013,10.24,-0.067395264,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/25/2013,10.14,-0.076502732,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/26/2013,10.18,-0.072859745,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/27/2013,10.24,-0.067395264,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/28/2013,10.18,-0.072859745,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/29/2013,10.18,-0.072859745,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/30/2013,10.18,-0.072859745,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
3/31/2013,10.18,-0.072859745,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
4/1/2013,10.18,-0.072859745,neutral,underweight,Underwt/In-Line,reduce,underweight,neutral,neutral,overweight,outperform,hold,buy,accumulate,buy,buy,neutral/neutral
