gender,match,samerace,dec_o,dec,estimated_int_corr,estimated_age_o,estimated_race_o,estimated_attr_o,estimated_sinc_o,estimated_intel_o,estimated_fun_o,estimated_amb_o,estimated_shar_o,estimated_like_o,estimated_age,estimated_field_cd,estimated_race,estimated_attr,estimated_sinc,estimated_intel,estimated_fun,estimated_amb,estimated_shar,estimated_like,estimated_prob,diff_age,diff_attr,diff_sinc,diff_intel,diff_fun,diff_amb,diff_shar,diff_like
1,0,0,0,0,0.13,23.0,4.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,26.0,5.0,3.0,6.0,8.0,7.0,6.0,6.0,5.47455888387,6.0,7.0,3.0,1.0,3.0,1.0,1.0,0.0,1.52544111613,0.0
1,0,0,0,1,0.28,25.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,26.0,5.0,3.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0
1,0,0,0,0,0.56,29.0,2.0,3.0,9.0,10.0,6.0,9.0,5.0,6.0,26.0,5.0,3.0,7.0,7.0,7.0,6.0,6.77752413253,5.0,6.0,6.0,3.0,4.0,2.0,3.0,0.0,2.22247586747,0.0,0.0
1,0,0,0,1,0.55,29.0,2.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,26.0,5.0,3.0,7.0,8.0,8.0,8.0,6.77752413253,5.47455888387,7.0,7.0,3.0,0.0,1.0,1.0,2.0,0.777524132533,0.525441116126,1.0
1,0,1,1,0,0.08,34.0,2.0,10.0,8.0,10.0,8.0,6.77840909091,5.47486989866,10.0,29.0,10.0,2.0,4.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,6.0,2.0,3.0,1.0,0.221590909091,1.52513010134,6.0
1,1,1,1,1,-0.05,22.0,2.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,29.0,10.0,2.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,4.0,7.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0
1,0,0,0,0,0.14,23.0,3.0,9.0,5.0,9.0,6.40059865303,6.77840909091,2.0,4.0,29.0,10.0,2.0,8.0,7.0,8.0,7.0,6.0,5.0,6.0,5.0,6.0,1.0,2.0,1.0,0.599401346969,0.778409090909,3.0,2.0
1,0,0,1,0,-0.27,26.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,29.0,10.0,2.0,5.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
1,0,0,1,0,0.23,27.0,4.0,8.0,8.0,8.0,8.0,6.77840909091,8.0,8.0,29.0,10.0,2.0,4.0,6.0,7.0,4.0,6.0,6.0,4.0,5.0,2.0,4.0,2.0,1.0,4.0,0.778409090909,2.0,4.0
1,0,1,0,0,-0.04,28.0,2.0,8.0,8.0,9.0,8.0,7.0,6.0,6.0,29.0,10.0,2.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0,0,0,0,0.1,25.0,6.0,8.0,9.0,10.0,7.0,8.0,8.0,7.0,29.0,10.0,2.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0
1,0,0,0,1,0.04,35.0,3.0,8.0,6.0,7.0,7.0,7.0,6.0,5.0,29.0,10.0,2.0,7.0,6.0,7.0,6.0,8.0,4.0,6.0,5.20752261742,6.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0
1,0,0,0,1,0.14,32.0,3.0,4.0,6.0,7.0,4.0,7.0,3.0,4.0,29.0,10.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,3.0
1,0,1,1,0,0.01,30.0,2.0,7.0,8.0,7.0,7.0,5.0,4.0,7.0,29.0,10.0,2.0,6.0,6.0,6.0,5.0,7.0,4.0,5.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0
1,1,1,1,1,-0.07,22.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,29.0,10.0,2.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0,1,0,1,0.55,23.0,2.0,3.0,4.0,6.0,6.0,7.0,3.0,3.0,29.0,10.0,2.0,8.0,8.0,7.0,7.0,6.0,5.0,7.0,4.0,6.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0
1,0,1,0,0,0.53,23.0,2.0,6.0,7.0,10.0,7.0,10.0,7.0,6.0,29.0,10.0,2.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,5.20752261742,6.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0
1,0,1,0,1,-0.29,27.0,2.0,7.0,9.0,9.0,8.0,9.0,5.0,2.0,29.0,10.0,2.0,8.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,5.0
1,0,0,1,0,0.38,23.0,4.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,29.0,10.0,2.0,3.0,7.0,8.0,4.0,9.0,5.0,4.0,5.0,6.0,4.0,1.0,0.0,3.0,2.0,0.0,3.0
1,1,0,1,1,-0.2,25.0,6.0,6.0,7.0,8.0,6.0,7.0,5.47486989866,6.0,29.0,10.0,2.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,5.0,4.0,2.0,1.0,0.0,2.0,2.0,0.525130101342,2.0
1,1,1,1,1,0.17,29.0,2.0,10.0,10.0,10.0,8.0,9.0,10.0,9.0,29.0,10.0,2.0,8.0,7.0,8.0,6.0,8.0,9.0,6.0,5.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0
1,1,1,1,1,-0.37,29.0,2.0,8.0,7.0,8.0,8.0,6.77840909091,5.47486989866,8.0,29.0,10.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.221590909091,2.52513010134,1.0
1,0,1,0,1,0.24,34.0,2.0,2.0,10.0,5.0,2.0,6.77840909091,5.47486989866,2.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,2.0,5.0,8.0,0.0,5.0,4.40059790732,0.000884958375827,0.000311014784287,8.0
1,1,1,1,1,0.16,22.0,2.0,8.0,9.0,9.0,6.0,7.0,5.0,8.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,2.0,17.0,2.0,1.0,1.0,0.400597907324,0.222475867467,0.474558883874,2.0
1,0,0,0,1,0.29,23.0,3.0,7.0,9.0,9.0,2.0,9.0,2.0,7.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,3.0,16.0,3.0,1.0,1.0,4.40059790732,2.22247586747,3.47455888387,3.0
1,0,0,0,1,0.13,26.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,3.0,13.0,8.0,8.0,8.0,4.40059790732,4.77752413253,3.47455888387,8.0
1,0,0,0,1,0.25,27.0,4.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,8.0,3.0,12.0,4.0,3.0,3.0,0.400597907324,0.777524132533,0.474558883874,2.0
1,0,1,0,1,0.22,28.0,2.0,7.0,6.0,6.0,4.0,6.0,3.0,5.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,2.0,11.0,3.0,4.0,4.0,2.40059790732,0.777524132533,2.47455888387,5.0
1,0,0,0,1,0.2,25.0,6.0,7.0,10.0,7.0,7.0,8.0,6.0,9.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,4.0,14.0,3.0,0.0,3.0,0.599402092676,1.22247586747,0.525441116126,1.0
1,0,0,0,1,0.26,35.0,3.0,5.0,6.0,7.0,4.0,5.0,4.0,5.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,3.0,4.0,5.0,4.0,3.0,2.40059790732,1.77752413253,1.47455888387,5.0
1,0,0,0,1,0.45,32.0,3.0,5.0,8.0,5.0,2.0,2.0,2.0,4.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,4.0,7.0,5.0,2.0,5.0,4.40059790732,4.77752413253,3.47455888387,6.0
1,0,1,0,1,0.07,30.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,3.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,4.0,9.0,2.0,2.0,2.0,5.40059790732,5.77752413253,4.47455888387,7.0
1,0,1,0,1,0.13,22.0,2.0,7.0,8.0,7.0,5.0,5.0,5.0,6.0,39.0,11.0,2.0,10.0,10.0,10.0,10.0,6.77752413253,10.0,10.0,4.0,17.0,3.0,2.0,3.0,5.0,1.77752413253,5.0,4.0
1,0,1,0,1,0.67,23.0,2.0,2.0,8.0,8.0,5.0,9.0,7.0,7.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,10.0,10.0,3.0,16.0,8.0,2.0,2.0,1.40059790732,2.22247586747,3.0,3.0
1,0,1,0,1,0.43,23.0,2.0,3.0,10.0,10.0,3.0,10.0,10.0,6.0,39.0,11.0,2.0,10.0,10.0,10.0,10.0,6.77752413253,10.0,10.0,4.0,16.0,7.0,0.0,0.0,7.0,3.22247586747,0.0,4.0
1,0,1,0,1,0.0,27.0,2.0,6.0,9.0,7.0,6.0,7.0,5.0,5.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,9.0,2.0,12.0,4.0,1.0,3.0,0.400597907324,0.222475867467,0.474558883874,4.0
1,0,0,0,1,0.26,23.0,4.0,6.0,6.0,6.0,5.0,4.0,3.0,5.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,10.0,5.47455888387,10.0,3.0,16.0,4.0,4.0,4.0,1.40059790732,6.0,2.47455888387,5.0
1,0,0,0,1,0.11,25.0,6.0,6.0,9.0,8.0,5.0,8.0,3.0,6.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,3.0,14.0,4.0,1.0,2.0,1.40059790732,1.22247586747,2.47455888387,4.0
1,1,1,1,1,0.41,29.0,2.0,8.0,7.0,8.0,3.0,8.0,6.0,7.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,3.0,10.0,2.0,3.0,2.0,3.40059790732,1.22247586747,0.525441116126,3.0
1,0,1,0,1,-0.16,29.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,39.0,11.0,2.0,10.0,10.0,10.0,6.40059790732,6.77752413253,5.47455888387,10.0,3.0,10.0,4.0,4.0,4.0,0.400597907324,0.777524132533,0.474558883874,4.0
1,0,1,1,0,0.71,34.0,2.0,6.0,8.0,8.0,6.0,8.0,5.47486989866,2.0,28.0,1.0,2.0,4.0,7.0,8.0,5.0,7.0,3.0,6.0,9.0,6.0,2.0,1.0,0.0,1.0,1.0,2.47486989866,4.0
1,1,1,1,1,0.55,22.0,2.0,10.0,7.0,8.0,7.0,9.0,9.0,10.0,28.0,1.0,2.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
1,0,0,1,0,0.43,23.0,3.0,7.0,9.0,9.0,9.0,6.77840909091,9.0,8.0,28.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,5.0,4.77840909091,5.0,3.0
1,0,0,0,1,0.9,26.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,28.0,1.0,2.0,6.0,7.0,8.0,8.0,8.0,9.0,8.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
1,0,0,1,0,0.14,27.0,4.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,28.0,1.0,2.0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0
1,1,1,1,1,0.61,28.0,2.0,8.0,8.0,8.0,7.0,9.0,8.0,9.0,28.0,1.0,2.0,8.0,7.0,7.0,5.0,5.0,8.0,9.0,9.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0
1,1,0,1,1,0.66,25.0,6.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,28.0,1.0,2.0,4.0,8.0,7.0,4.0,3.0,2.0,8.0,8.0,3.0,4.0,0.0,3.0,6.0,7.0,8.0,1.0
1,1,0,1,1,0.79,35.0,3.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,28.0,1.0,2.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0
1,0,0,1,0,0.67,32.0,3.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,28.0,1.0,2.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0
1,0,1,1,0,0.5,30.0,2.0,8.0,7.0,7.0,6.0,6.0,5.0,7.0,28.0,1.0,2.0,5.0,7.0,9.0,5.0,4.0,9.0,6.0,6.0,2.0,3.0,0.0,2.0,1.0,2.0,4.0,1.0
1,0,1,1,0,0.8,22.0,2.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,28.0,1.0,2.0,5.0,8.0,7.0,4.0,8.0,5.0,6.0,8.0,6.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0
1,1,1,1,1,0.24,23.0,2.0,8.0,8.0,7.0,7.0,8.0,7.0,6.0,28.0,1.0,2.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,9.0,5.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0
1,0,1,1,0,0.08,23.0,2.0,8.0,10.0,10.0,8.0,10.0,8.0,10.0,28.0,1.0,2.0,6.0,7.0,5.0,4.0,5.0,8.0,6.0,9.0,5.0,2.0,3.0,5.0,4.0,5.0,0.0,4.0
1,1,1,1,1,0.64,27.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,28.0,1.0,2.0,9.0,8.0,8.0,7.0,7.0,6.0,9.0,9.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0
1,0,0,1,0,0.02,23.0,4.0,7.0,8.0,7.0,6.0,5.0,4.0,7.0,28.0,1.0,2.0,6.0,8.0,8.0,6.0,5.0,0.0,5.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0
1,1,0,1,1,0.6,25.0,6.0,8.0,7.0,8.0,8.0,8.0,5.47486989866,8.0,28.0,1.0,2.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,9.0,3.0,1.0,1.0,0.0,1.0,0.0,2.52513010134,1.0
1,1,1,1,1,0.59,29.0,2.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,28.0,1.0,2.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,9.0,1.0,4.0,3.0,1.0,5.0,2.0,2.0,1.0
1,0,1,1,0,0.37,29.0,2.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,28.0,1.0,2.0,5.0,5.0,7.0,5.0,9.0,7.0,8.0,9.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0
1,0,0,0,0,0.51,34.0,2.0,1.0,10.0,7.3693012884,6.40059865303,6.77840909091,5.47486989866,1.0,30.0,8.0,6.0,4.0,7.0,8.0,7.0,7.0,4.0,5.0,5.0,4.0,3.0,3.0,0.630698711596,0.599401346969,0.221590909091,1.47486989866,4.0
1,0,0,0,0,0.45,22.0,2.0,4.0,6.0,6.0,4.0,6.77840909091,5.47486989866,4.0,30.0,8.0,6.0,8.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,8.0,4.0,1.0,0.0,1.0,1.77840909091,1.47486989866,1.0
1,0,0,0,1,0.38,23.0,3.0,2.0,9.0,9.0,4.0,6.77840909091,5.47486989866,5.0,30.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,1.0,2.0,3.0,1.22159090909,2.52513010134,2.0
1,0,0,0,0,0.56,26.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,30.0,8.0,6.0,4.0,8.0,8.0,8.0,6.0,4.0,6.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0
1,0,0,0,0,0.54,27.0,4.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,30.0,8.0,6.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
1,0,0,0,1,0.65,28.0,2.0,3.0,8.0,8.0,6.0,7.0,5.0,7.0,30.0,8.0,6.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,3.0,2.0,6.0,0.0,1.0,3.0,2.0,3.0,1.0
1,0,1,1,0,0.43,25.0,6.0,5.0,10.0,10.0,9.0,10.0,8.0,9.0,30.0,8.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
1,0,0,0,0,0.58,35.0,3.0,4.0,8.0,7.0,4.0,5.0,3.0,4.0,30.0,8.0,6.0,5.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0
1,0,0,0,0,0.62,32.0,3.0,2.0,5.0,7.0,4.0,7.0,5.0,3.0,30.0,8.0,6.0,5.0,8.0,9.0,8.0,7.0,5.0,6.0,6.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,3.0
1,0,0,0,0,0.32,30.0,2.0,5.0,8.0,8.0,5.0,8.0,3.0,7.0,30.0,8.0,6.0,7.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,0.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0
1,1,0,1,1,0.32,22.0,2.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,30.0,8.0,6.0,8.0,10.0,9.0,9.0,7.0,8.0,8.0,3.0,8.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0
1,0,0,0,1,0.38,23.0,2.0,3.0,10.0,9.0,5.0,9.0,5.0,4.0,30.0,8.0,6.0,6.0,8.0,8.0,8.0,6.0,4.0,6.0,9.0,7.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0
1,0,0,0,0,0.54,23.0,2.0,4.0,10.0,10.0,6.0,10.0,9.0,7.0,30.0,8.0,6.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,5.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
1,0,0,1,0,0.13,27.0,2.0,8.0,9.0,10.0,10.0,9.0,9.0,10.0,30.0,8.0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1,0,0,1,0,0.31,23.0,4.0,5.0,8.0,8.0,6.0,7.0,4.0,6.0,30.0,8.0,6.0,8.0,7.0,7.0,2.0,4.0,2.0,4.0,1.0,7.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0
1,0,1,0,1,0.43,25.0,6.0,6.0,7.0,8.0,7.0,7.0,5.47486989866,6.0,30.0,8.0,6.0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,5.0,3.0,0.0,1.0,2.0,2.0,2.52513010134,3.0
1,0,0,0,0,0.54,29.0,2.0,6.0,8.0,9.0,4.0,9.0,5.0,6.0,30.0,8.0,6.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,3.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0
1,1,0,1,1,0.17,29.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,30.0,8.0,6.0,8.0,9.0,10.0,10.0,8.0,7.0,8.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.5
1,0,0,0,1,0.15,34.0,2.0,1.0,10.0,5.0,6.40059865303,6.77840909091,5.47486989866,2.0,22.0,8.0,4.0,7.0,7.0,8.0,8.0,6.77752413253,6.0,7.0,4.0,12.0,6.0,3.0,3.0,1.59940134697,0.000884958375827,0.525130101342,5.0
1,0,0,0,0,-0.21,22.0,2.0,3.0,5.0,6.0,3.0,6.77840909091,2.0,3.0,22.0,8.0,4.0,7.0,7.17516356005,6.0,5.0,6.77752413253,5.47455888387,6.0,3.0,0.0,4.0,2.17516356005,0.0,2.0,0.000884958375827,3.47455888387,3.0
1,0,0,0,0,-0.13,23.0,3.0,2.0,9.0,9.0,2.0,9.0,2.0,5.0,22.0,8.0,4.0,7.0,7.17516356005,6.0,5.0,6.77752413253,5.47455888387,6.0,2.0,1.0,5.0,1.82483643995,3.0,3.0,2.22247586747,3.47455888387,1.0
1,0,1,0,1,0.35,26.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,22.0,8.0,4.0,6.0,8.0,8.0,6.0,6.77752413253,5.47455888387,7.0,6.0,4.0,2.0,2.0,2.0,1.0,1.77752413253,0.474558883874,2.0
1,0,1,0,1,-0.35,27.0,4.0,6.0,8.0,7.0,6.0,8.0,6.0,7.0,22.0,8.0,4.0,6.0,8.0,7.0,6.40059790732,6.77752413253,5.47455888387,7.0,6.0,5.0,0.0,0.0,0.0,0.400597907324,1.22247586747,0.525441116126,0.0
1,0,0,0,1,0.04,28.0,2.0,3.0,8.0,9.0,2.0,9.0,2.0,4.0,22.0,8.0,4.0,8.0,8.0,7.0,7.0,6.77752413253,5.47455888387,7.0,5.0,6.0,5.0,0.0,2.0,5.0,2.22247586747,3.47455888387,3.0
1,0,0,0,1,0.19,25.0,6.0,5.0,10.0,10.0,8.0,8.0,7.0,9.0,22.0,8.0,4.0,9.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0
1,0,0,0,1,0.17,35.0,3.0,5.0,8.0,8.0,7.0,8.0,6.0,7.0,22.0,8.0,4.0,8.0,8.0,8.0,7.0,6.77752413253,6.0,8.0,6.0,13.0,3.0,0.0,0.0,0.0,1.22247586747,0.0,1.0
1,0,0,0,1,0.17,32.0,3.0,3.0,7.0,7.0,2.0,2.0,5.0,4.0,22.0,8.0,4.0,8.0,9.0,8.0,7.0,6.77752413253,6.0,8.0,5.0,10.0,5.0,2.0,1.0,5.0,4.77752413253,1.0,4.0
1,0,0,0,1,0.18,30.0,2.0,4.0,7.0,9.0,4.0,8.0,3.0,3.0,22.0,8.0,4.0,7.0,7.0,7.0,8.0,6.77752413253,7.0,7.0,6.0,8.0,3.0,0.0,2.0,4.0,1.22247586747,4.0,4.0
1,0,0,0,1,-0.13,22.0,2.0,6.0,7.0,7.0,5.0,7.0,4.0,6.0,22.0,8.0,4.0,9.0,8.0,8.0,9.0,6.77752413253,6.0,9.0,6.0,0.0,3.0,1.0,1.0,4.0,0.222475867467,2.0,3.0
1,0,0,0,0,-0.16,23.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,22.0,8.0,4.0,8.0,6.0,6.0,6.0,6.77752413253,5.47455888387,6.0,3.0,1.0,7.0,3.0,2.0,4.0,2.77752413253,4.47455888387,5.0
1,0,0,0,0,-0.46,23.0,2.0,3.0,10.0,10.0,3.0,10.0,2.0,3.0,22.0,8.0,4.0,8.0,8.0,8.0,7.0,6.77752413253,5.47455888387,7.0,4.0,1.0,5.0,2.0,2.0,4.0,3.22247586747,3.47455888387,4.0
1,0,0,0,0,0.31,27.0,2.0,5.0,9.0,8.0,6.0,6.0,6.0,5.0,22.0,8.0,4.0,8.0,9.0,9.0,6.0,9.0,2.0,6.0,2.0,5.0,3.0,0.0,1.0,0.0,3.0,4.0,1.0
1,0,1,0,1,0.08,23.0,4.0,4.0,8.0,8.0,4.0,5.0,4.0,4.0,22.0,8.0,4.0,6.0,9.0,9.0,6.0,8.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0
1,0,0,0,1,-0.19,25.0,6.0,4.0,7.0,8.0,5.0,7.0,4.0,4.0,22.0,8.0,4.0,8.0,7.0,7.0,8.0,6.77752413253,5.47455888387,8.0,6.0,3.0,4.0,0.0,1.0,3.0,0.222475867467,1.47455888387,4.0
1,0,0,0,1,0.16,29.0,2.0,6.0,9.0,10.0,8.0,9.0,8.0,7.0,22.0,8.0,4.0,9.0,8.0,8.0,7.0,6.77752413253,5.47455888387,8.0,5.0,7.0,3.0,1.0,2.0,1.0,2.22247586747,2.52544111613,1.0
1,0,0,0,1,0.05,29.0,2.0,7.0,6.0,7.0,6.0,7.0,6.0,6.5,22.0,8.0,4.0,9.0,8.0,8.0,8.0,6.77752413253,7.0,9.0,6.0,7.0,2.0,2.0,1.0,2.0,0.222475867467,1.0,2.5
1,0,1,0,1,0.02,34.0,2.0,1.0,7.17525645779,8.0,1.0,6.77840909091,3.0,2.0,32.0,10.0,2.0,5.0,7.0,8.0,10.0,6.0,9.0,8.0,8.0,2.0,4.0,0.175256457793,0.0,9.0,0.778409090909,6.0,6.0
1,0,1,1,0,0.0,22.0,2.0,6.0,7.0,6.0,7.0,4.0,6.0,7.0,32.0,10.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,10.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0
1,0,0,0,0,0.07,23.0,3.0,3.0,8.0,8.0,6.40059865303,6.77840909091,8.0,8.0,32.0,10.0,2.0,5.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,9.0,2.0,3.0,2.0,3.40059865303,0.778409090909,3.0,3.0
1,0,0,0,0,-0.15,26.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,10.0,2.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0
1,1,0,1,1,0.06,27.0,4.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,32.0,10.0,2.0,10.0,9.0,8.0,7.0,7.0,10.0,10.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
1,0,1,0,1,0.11,28.0,2.0,2.0,8.0,10.0,1.0,7.0,1.0,2.0,32.0,10.0,2.0,10.0,9.0,7.0,8.0,8.0,9.0,9.0,5.0,4.0,8.0,1.0,3.0,7.0,1.0,8.0,7.0
1,0,0,0,1,-0.01,25.0,6.0,4.0,10.0,9.0,6.0,8.0,6.0,7.0,32.0,10.0,2.0,6.0,5.0,8.0,9.0,8.0,5.0,7.0,7.0,7.0,2.0,5.0,1.0,3.0,0.0,1.0,0.0
1,0,0,0,1,-0.18,35.0,3.0,5.0,7.0,8.0,6.0,7.0,4.0,6.0,32.0,10.0,2.0,10.0,9.0,8.0,8.0,5.0,6.0,9.0,8.0,3.0,5.0,2.0,0.0,2.0,2.0,2.0,3.0
1,0,0,0,1,0.1,32.0,3.0,4.0,5.0,6.0,3.0,7.0,3.0,4.0,32.0,10.0,2.0,9.0,8.0,7.0,5.0,5.0,4.0,7.0,8.0,0.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0
