customerid,timestamp,eventtype
462,1368889748,login
6135,1368889814,login
4870,1368890643,login
6978,1368890752,login
4619,1368890990,login
11486,1368891029,login
5200,1368891109,login
6064,1368891489,login
10734,1368891593,login
3053,1368891709,login
1576,1368891737,login
6909,1368892030,login
11702,1368892673,login
8811,1368892897,login
2316,1368892959,login
728,1368893076,login
3193,1368893248,login
1811,1368893371,login
11131,1368893560,login
8029,1368893758,login
11316,1368894384,login
63,1368894652,login
8767,1368894768,login
9582,1368895390,login
2074,1368895444,login
2568,1368895494,login
4742,1368895803,login
10396,1368895816,login
2300,1368896515,login
4143,1368897174,login
3139,1368897218,login
5365,1368897218,login
11021,1368897759,login
2771,1368897799,login
11083,1368897961,login
5297,1368898329,login
7431,1368898713,login
4803,1368898911,login
5609,1368898940,login
4181,1368899207,login
9374,1368899208,login
1089,1368899303,login
772,1368899304,login
2333,1368899325,login
4837,1368899438,login
420,1368899507,login
11160,1368899556,login
1694,1368899600,login
2011,1368899693,login
3774,1368900109,login
4022,1368900691,login
2881,1368900762,login
3093,1368900848,login
754,1368900917,login
7691,1368901965,login
4282,1368902022,login
6818,1368902086,login
9746,1368902523,login
1617,1368902900,login
7789,1368903044,login
5407,1368903321,login
6757,1368903566,login
42,1368903907,login
7210,1368904635,login
8130,1368904887,login
10663,1368905177,login
3960,1368905552,login
3705,1368905663,login
10320,1368905731,login
11428,1368905957,login
5552,1368906343,login
2519,1368906390,login
6312,1368906450,login
4402,1368906542,login
1339,1368906991,login
8721,1368907215,login
8068,1368907355,login
7194,1368907538,login
3160,1368908241,login
6565,1368908787,login
783,1368909296,login
5415,1368909312,login
9841,1368909465,login
9400,1368909577,login
8679,1368909586,login
7572,1368909657,login
11024,1368910936,login
2544,1368911092,login
8701,1368912097,login
2620,1368912430,login
3397,1368912922,login
10757,1368913288,login
5215,1368914416,login
2548,1368914444,login
2080,1368914646,login
4263,1368914830,login
10,1368914883,login
6464,1368914982,login
5463,1368914987,login
9464,1368915615,login
4248,1368915705,login
8426,1368916271,login
724,1368916398,login
2658,1368916494,login
8794,1368916960,login
1055,1368917060,login
906,1368917392,login
9991,1368917406,login
3812,1368917575,login
10763,1368918017,login
605,1368918610,login
2474,1368918870,login
2033,1368919273,login
3112,1368919357,login
4625,1368919933,login
5151,1368920075,login
9958,1368921347,login
74,1368921761,login
7600,1368921909,login
932,1368922010,login
2042,1368922264,login
10524,1368922399,login
7375,1368924064,login
7590,1368924673,login
9901,1368924750,login
3175,1368924791,login
2622,1368925196,login
3269,1368925435,login
8297,1368925982,login
2193,1368926683,login
3863,1368928316,login
1320,1368928392,login
8768,1368928804,login
10153,1368928830,login
4713,1368928988,login
6171,1368929125,login
10573,1368929278,login
3671,1368930107,login
9601,1368931215,login
11836,1368931259,login
1280,1368931885,login
9724,1368932135,login
3081,1368932457,login
1202,1368932849,login
6266,1368932976,login
8403,1368933567,login
5309,1368933660,login
445,1368933987,login
4295,1368934126,login
3411,1368934861,login
5063,1368935441,login
3332,1368935916,login
5243,1368936007,login
4043,1368936637,login
11895,1368936841,login
8912,1368936849,login
4745,1368937452,login
2866,1368937783,login
214,1368937987,login
6938,1368938157,login
3226,1368939339,login
7926,1368939840,login
3531,1368939973,login
5685,1368940132,login
8243,1368940540,login
9559,1368941015,login
4793,1368941238,login
9089,1368942014,login
1769,1368942227,login
10791,1368942487,login
11039,1368942904,login
11267,1368943131,login
9666,1368943338,login
4680,1368943870,login
3451,1368943909,login
2078,1368944374,login
4485,1368944407,login
6870,1368945145,login
2425,1368945629,login
3113,1368945773,login
5115,1368946485,login
3824,1368946812,login
9060,1368946894,login
5861,1368947318,login
8749,1368947330,login
1318,1368949035,login
5494,1368949178,login
5259,1368949365,login
3409,1368949514,login
7153,1368949734,login
9042,1368949910,login
9083,1368950111,login
9286,1368950424,login
5386,1368950522,login
4145,1368951107,login
11527,1368951239,login
6284,1368951282,login
5965,1368951683,login
10867,1368952065,login
10258,1368952210,login
2289,1368952514,login
9728,1368952607,login
10238,1368952706,login
7023,1368952950,login
5240,1368953818,login
11240,1368954684,login
8553,1368955708,login
6340,1368956210,login
6204,1368956950,login
4045,1368957480,login
8708,1368957811,login
6050,1368957986,login
69,1368958518,login
9076,1368958910,login
5682,1368958933,login
6504,1368959119,login
4924,1368959304,login
7556,1368960373,login
10630,1368960421,login
4186,1368960716,login
2672,1368961315,login
4780,1368961643,login
1099,1368962795,login
2447,1368963613,login
7608,1368963835,login
7120,1368963864,login
9312,1368964192,login
5815,1368964198,login
2103,1368964477,login
11730,1368964717,login
1822,1368964791,login
4497,1368964876,login
980,1368965085,login
6187,1368965742,login
10953,1368965747,login
9694,1368965920,login
4317,1368966065,login
885,1368966923,login
5939,1368967118,login
5329,1368967214,login
200,1368967293,login
7131,1368967430,login
6914,1368967798,login
8381,1368967804,login
8507,1368968661,login
2566,1368969491,login
9402,1368969837,login
8280,1368970782,login
6590,1368971486,login
2599,1368972043,login
9450,1368972276,login
10599,1368972696,login
6827,1368972846,login
11660,1368973762,login
6282,1368973775,login
3623,1368974073,login
5369,1368974237,login
11773,1368974807,login
3244,1368974976,login
8259,1368975884,login
7411,1368976737,login
6978,1368977152,login
5200,1368977509,login
5307,1368977819,login
6064,1368977889,login
10734,1368977993,login
3053,1368978109,login
6909,1368978430,login
2316,1368979359,login
728,1368979476,login
7975,1368979686,login
1811,1368979771,login
8029,1368980158,login
63,1368981052,login
9582,1368981790,login
2074,1368981844,login
2568,1368981894,login
9615,1368982186,login
4778,1368982939,login
679,1368982968,login
4143,1368983574,login
2771,1368984199,login
11083,1368984361,login
9303,1368984406,login
5297,1368984729,login
2723,1368985178,login
4803,1368985311,login
4181,1368985607,login
9374,1368985608,login
1089,1368985703,login
772,1368985704,login
4837,1368985838,login
10311,1368986256,login
7641,1368986907,login
4022,1368987091,login
553,1368987381,login
10470,1368987570,login
7450,1368988147,login
9746,1368988923,login
7789,1368989444,login
9112,1368989828,login
4805,1368989960,login
6757,1368989966,login
42,1368990307,login
2377,1368990745,login
7210,1368991035,login
450,1368991081,login
3960,1368991952,login
10320,1368992131,login
11428,1368992357,login
2519,1368992790,login
6312,1368992850,login
9972,1368992873,login
9381,1368992941,login
4402,1368992942,login
7104,1368993675,login
8068,1368993755,login
7194,1368993938,login
8192,1368994012,login
4041,1368994240,login
1709,1368994319,login
11873,1368994460,login
3160,1368994641,login
6370,1368994793,login
5415,1368995712,login
9841,1368995865,login
9400,1368995977,login
7572,1368996057,login
6851,1368996755,login
7283,1368996758,login
11024,1368997336,login
10222,1368998214,login
8701,1368998497,login
3397,1368999322,login
5412,1368999675,login
10757,1368999688,login
11588,1369000556,login
1693,1369000713,login
2080,1369001046,login
4263,1369001230,login
6464,1369001382,login
10678,1369001515,login
9771,1369001549,login
4248,1369002105,login
1155,1369002848,login
2658,1369002894,login
2246,1369003457,login
9641,1369003481,login
230,1369003670,login
906,1369003792,login
3812,1369003975,login
1825,1369004534,login
4965,1369004945,login
605,1369005010,login
2474,1369005270,login
8399,1369006298,login
74,1369008161,login
2042,1369008664,login
10524,1369008799,login
197,1369009591,login
10866,1369009644,login
8770,1369009929,login
5705,1369010108,login
7375,1369010464,login
7590,1369011073,login
9901,1369011150,login
3269,1369011835,login
4421,1369012461,login
2193,1369013083,login
10602,1369014073,login
7205,1369015063,login
8768,1369015204,login
10153,1369015230,login
4713,1369015388,login
6171,1369015525,login
82,1369015840,login
7688,1369016294,login
3671,1369016507,login
4234,1369016605,login
2239,1369016777,login
11032,1369017417,login
497,1369017585,login
9601,1369017615,login
10621,1369018235,login
1280,1369018285,login
1464,1369018398,login
9724,1369018535,login
1202,1369019249,login
4934,1369019289,login
1100,1369020025,login
445,1369020387,login
4295,1369020526,login
6123,1369020804,login
3411,1369021261,login
4618,1369023210,login
11895,1369023241,login
8912,1369023249,login
9434,1369023462,login
4745,1369023852,login
2866,1369024183,login
214,1369024387,login
6938,1369024557,login
9011,1369025106,login
7071,1369025143,login
3226,1369025739,login
8031,1369026001,login
3644,1369026184,login
7926,1369026240,login
5685,1369026532,login
1327,1369026687,login
9559,1369027415,login
4793,1369027638,login
2171,1369027823,login
6532,1369027881,login
7899,1369028194,login
4223,1369028496,login
1769,1369028627,login
11039,1369029304,login
4489,1369029539,login
6835,1369029703,login
4680,1369030270,login
2078,1369030774,login
4485,1369030807,login
9535,1369031212,login
11533,1369031471,login
2425,1369032029,login
3113,1369032173,login
9281,1369032415,login
9436,1369032549,login
5721,1369032749,login
5861,1369033718,login
8749,1369033730,login
10357,1369035418,login
5494,1369035578,login
7153,1369036134,login
9042,1369036310,login
9083,1369036511,login
9286,1369036824,login
4145,1369037507,login
2324,1369037529,login
6284,1369037682,login
5965,1369038083,login
1434,1369038136,login
4019,1369038530,login
9728,1369039007,login
7023,1369039350,login
1072,1369039849,login
5240,1369040218,login
3586,1369040400,login
3066,1369041062,login
8553,1369042108,login
4481,1369042125,login
10059,1369042286,login
9751,1369042909,login
3957,1369043019,login
8924,1369043641,login
4045,1369043880,login
8708,1369044211,login
6050,1369044386,login
69,1369044918,login
5682,1369045333,login
5507,1369045954,login
7556,1369046773,login
4186,1369047116,login
2672,1369047715,login
4780,1369048043,login
11975,1369048211,login
7536,1369049958,login
7608,1369050235,login
7120,1369050264,login
9312,1369050592,login
5281,1369050848,login
1822,1369051191,login
4497,1369051276,login
8945,1369051305,login
980,1369051485,login
7720,1369052112,login
10953,1369052147,login
885,1369053323,login
8864,1369053328,login
5329,1369053614,login
200,1369053693,login
7131,1369053830,login
10961,1369054103,login
8381,1369054204,login
10507,1369054680,login
3601,1369055046,login
8507,1369055061,login
2226,1369055570,login
2566,1369055891,login
9402,1369056237,login
1665,1369057155,login
1722,1369057376,login
6590,1369057886,login
7705,1369058095,login
11300,1369058391,login
9450,1369058676,login
10599,1369059096,login
4472,1369059489,login
2502,1369059527,login
3560,1369059782,login
4335,1369059817,login
3623,1369060473,login
8862,1369061394,login
9660,1369061493,login
11957,1369062027,login
1865,1369062387,login
10713,1369063300,login
6978,1369063552,login
4619,1369063790,login
5200,1369063909,login
6064,1369064289,login
10734,1369064393,login
4612,1369064432,login
11702,1369065473,login
2316,1369065759,login
728,1369065876,login
1811,1369066171,login
8029,1369066558,login
1290,1369066819,login
63,1369067452,login
9582,1369068190,login
7707,1369068217,login
2074,1369068244,login
2568,1369068294,login
2300,1369069315,login
4143,1369069974,login
2771,1369070599,login
11083,1369070761,login
5297,1369071129,login
1783,1369071432,login
7431,1369071513,login
4803,1369071711,login
4181,1369072007,login
9374,1369072008,login
772,1369072104,login
7641,1369073307,login
4022,1369073491,login
2881,1369073562,login
8166,1369074742,login
7691,1369074765,login
4282,1369074822,login
9746,1369075323,login
1617,1369075700,login
11321,1369075734,login
7789,1369075844,login
5407,1369076121,login
4805,1369076360,login
6757,1369076366,login
6895,1369076543,login
42,1369076707,login
912,1369077333,login
7210,1369077435,login
10320,1369078531,login
11428,1369078757,login
2519,1369079190,login
6312,1369079250,login
4402,1369079342,login
8721,1369080015,login
7104,1369080075,login
8068,1369080155,login
10644,1369080282,login
7194,1369080338,login
8192,1369080412,login
7405,1369080654,login
2739,1369082006,login
783,1369082096,login
9345,1369082105,login
2013,1369082347,login
9400,1369082377,login
7572,1369082457,login
11578,1369083704,login
10222,1369084614,login
8701,1369084897,login
2620,1369085230,login
10757,1369086088,login
11588,1369086956,login
1693,1369087113,login
3642,1369087148,login
2080,1369087446,login
4263,1369087630,login
5463,1369087787,login
4248,1369088505,login
8426,1369089071,login
1155,1369089248,login
2658,1369089294,login
2246,1369089857,login
1055,1369089860,login
906,1369090192,login
6322,1369090515,login
4965,1369091345,login
605,1369091410,login
2474,1369091670,login
3112,1369092157,login
540,1369092295,login
8399,1369092698,login
4625,1369092733,login
5151,1369092875,login
8894,1369093054,login
9558,1369093591,login
9958,1369094147,login
2042,1369095064,login
10524,1369095199,login
8770,1369096329,login
7375,1369096864,login
7590,1369097473,login
9901,1369097550,login
2622,1369097996,login
3269,1369098235,login
10679,1369098772,login
8297,1369098782,login
4421,1369098861,login
10602,1369100473,login
7107,1369101107,login
3863,1369101116,login
1320,1369101192,login
7209,1369101259,login
9645,1369101396,login
7205,1369101463,login
8768,1369101604,login
4565,1369101609,login
6171,1369101925,login
1345,1369102356,login
1027,1369102397,login
2239,1369103177,login
5360,1369103719,login
9601,1369104015,login
11836,1369104059,login
1280,1369104685,login
9724,1369104935,login
10834,1369105254,login
1472,1369105303,login
1202,1369105649,login
6266,1369105776,login
9691,1369105794,login
6070,1369106217,login
6988,1369107372,login
3577,1369107484,login
3411,1369107661,login
5243,1369108807,login
4043,1369109437,login
1879,1369109604,login
9434,1369109862,login
214,1369110787,login
6938,1369110957,login
9120,1369111027,login
3226,1369112139,login
639,1369112277,login
8031,1369112401,login
8243,1369113340,login
9559,1369113815,login
7511,1369114123,login
7899,1369114594,login
1769,1369115027,login
11039,1369115704,login
11622,1369115756,login
11267,1369115931,login
4489,1369115939,login
6835,1369116103,login
603,1369116190,login
2078,1369117174,login
4485,1369117207,login
1485,1369117440,login
9535,1369117612,login
9281,1369118815,login
5115,1369119285,login
5861,1369120118,login
5494,1369121978,login
3409,1369122314,login
9083,1369122911,login
7798,1369122976,login
5386,1369123322,login
7678,1369123390,login
1124,1369123826,login
11527,1369124039,login
6284,1369124082,login
5965,1369124483,login
4019,1369124930,login
10258,1369125010,login
10307,1369125025,login
9728,1369125407,login
7023,1369125750,login
1072,1369126249,login
4017,1369128446,login
8553,1369128508,login
9751,1369129309,login
3353,1369129483,login
5469,1369129688,login
6204,1369129750,login
4045,1369130280,login
8708,1369130611,login
7827,1369130757,login
69,1369131318,login
5682,1369131733,login
4924,1369132104,login
10230,1369132253,login
5507,1369132354,login
1941,1369132644,login
7556,1369133173,login
845,1369133184,login
10630,1369133221,login
6506,1369133690,login
1479,1369133811,login
1786,1369133840,login
509,1369135231,login
1099,1369135595,login
1933,1369135755,login
10656,1369136049,login
7536,1369136358,login
9046,1369136545,login
7608,1369136635,login
7120,1369136664,login
9312,1369136992,login
11730,1369137517,login
1822,1369137591,login
8945,1369137705,login
3146,1369138384,login
7720,1369138512,login
6187,1369138542,login
10953,1369138547,login
9694,1369138720,login
885,1369139723,login
5939,1369139918,login
200,1369140093,login
7131,1369140230,login
6914,1369140598,login
8381,1369140604,login
9402,1369142637,login
1001,1369143398,login
8280,1369143582,login
1722,1369143776,login
669,1369144397,login
9962,1369144743,login
11300,1369144791,login
9450,1369145076,login
10599,1369145496,login
2502,1369145927,login
3505,1369146458,login
3623,1369146873,login
5369,1369147037,login
3244,1369147776,login
10046,1369147788,login
1865,1369148787,login
6978,1369149952,login
5200,1369150309,login
6064,1369150689,login
6909,1369151230,login
11909,1369151647,login
728,1369152276,login
1811,1369152571,login
1385,1369152951,login
5364,1369153626,login
934,1369153723,login
9582,1369154590,login
2074,1369154644,login
2568,1369154694,login
2300,1369155715,login
4143,1369156374,login
11021,1369156959,login
2771,1369156999,login
9303,1369157206,login
5297,1369157529,login
4803,1369158111,login
5609,1369158140,login
4181,1369158407,login
772,1369158504,login
2333,1369158525,login
4837,1369158638,login
2011,1369158893,login
5013,1369158934,login
4022,1369159891,login
2881,1369159962,login
3093,1369160048,login
9540,1369160584,login
7691,1369161165,login
4282,1369161222,login
9746,1369161723,login
7789,1369162244,login
6757,1369162766,login
7210,1369163835,login
8130,1369164087,login
11428,1369165157,login
2519,1369165590,login
6312,1369165650,login
9381,1369165741,login
4402,1369165742,login
8721,1369166415,login
8068,1369166555,login
6370,1369167593,login
7654,1369167845,login
2739,1369168406,login
783,1369168496,login
2013,1369168747,login
8679,1369168786,login
7572,1369168857,login
3232,1369168981,login
11024,1369170136,login
8310,1369170623,login
10222,1369171014,login
2620,1369171630,login
3397,1369172122,login
1407,1369172298,login
10757,1369172488,login
1693,1369173513,login
4403,1369173525,login
3642,1369173548,login
2080,1369173846,login
4263,1369174030,login
9771,1369174349,login
785,1369174759,login
9464,1369174815,login
724,1369175598,login
1155,1369175648,login
2658,1369175694,login
9079,1369176087,login
9845,1369176377,login
906,1369176592,login
6322,1369176915,login
4965,1369177745,login
605,1369177810,login
2474,1369178070,login
2033,1369178473,login
3112,1369178557,login
2713,1369178611,login
8399,1369179098,login
11273,1369179206,login
11959,1369179252,login
8221,1369179911,login
74,1369180961,login
932,1369181210,login
10524,1369181599,login
10866,1369182444,login
5705,1369182908,login
6126,1369183425,login
7818,1369183493,login
6438,1369183849,login
7590,1369183873,login
9901,1369183950,login
3175,1369183991,login
2622,1369184396,login
3269,1369184635,login
8297,1369185182,login
4421,1369185261,login
928,1369186096,login
5822,1369187057,login
1320,1369187592,login
9645,1369187796,login
7205,1369187863,login
8768,1369188004,login
4713,1369188188,login
6171,1369188325,login
3671,1369189307,login
4234,1369189405,login
2239,1369189577,login
4354,1369189831,login
11032,1369190217,login
497,1369190385,login
6250,1369190872,login
985,1369191007,login
1464,1369191198,login
9724,1369191335,login
10834,1369191654,login
10349,1369191911,login
1202,1369192049,login
168,1369192569,login
6070,1369192617,login
445,1369193187,login
2604,1369193850,login
5243,1369195207,login
3339,1369195471,login
4043,1369195837,login
8912,1369196049,login
9434,1369196262,login
4745,1369196652,login
4961,1369197174,login
214,1369197187,login
6938,1369197357,login
9120,1369197427,login
3226,1369198539,login
8953,1369198605,login
639,1369198677,login
7926,1369199040,login
1327,1369199487,login
9559,1369200215,login
263,1369200621,login
2171,1369200623,login
6268,1369200761,login
1769,1369201427,login
2931,1369201835,login
11267,1369202331,login
6835,1369202503,login
603,1369202590,login
4680,1369203070,login
3451,1369203109,login
2078,1369203574,login
4485,1369203607,login
9535,1369204012,login
6870,1369204345,login
311,1369204791,login
9281,1369205215,login
5721,1369205549,login
3824,1369206012,login
9060,1369206094,login
5861,1369206518,login
8749,1369206530,login
10357,1369208218,login
1318,1369208235,login
3409,1369208714,login
7153,1369208934,login
9042,1369209110,login
9083,1369209311,login
7798,1369209376,login
9286,1369209624,login
5386,1369209722,login
4,1369210168,login
4145,1369210307,login
4019,1369211330,login
9728,1369211807,login
7023,1369212150,login
1072,1369212649,login
8553,1369214908,login
9751,1369215709,login
3957,1369215819,login
8708,1369217011,login
69,1369217718,login
9076,1369218110,login
5682,1369218133,login
4924,1369218504,login
5507,1369218754,login
7556,1369219573,login
10630,1369219621,login
4186,1369219916,login
6506,1369220090,login
1479,1369220211,login
1786,1369220240,login
7536,1369222758,login
4564,1369222979,login
4244,1369223018,login
7120,1369223064,login
7004,1369223149,login
9312,1369223392,login
5281,1369223648,login
11730,1369223917,login
1822,1369223991,login
4497,1369224076,login
8945,1369224105,login
7720,1369224912,login
10953,1369224947,login
4317,1369225265,login
3067,1369225415,login
5173,1369226243,login
5329,1369226414,login
200,1369226493,login
10020,1369226586,login
7131,1369226630,login
10961,1369226903,login
6914,1369226998,login
8381,1369227004,login
11450,1369227560,login
2557,1369227769,login
8507,1369227861,login
9402,1369229037,login
2211,1369229448,login
8402,1369229769,login
8280,1369229982,login
1722,1369230176,login
10352,1369231251,login
10526,1369231353,login
9450,1369231476,login
10599,1369231896,login
4472,1369232289,login
2502,1369232327,login
4335,1369232617,login
1885,1369232632,login
11660,1369232962,login
6282,1369232975,login
6388,1369232976,login
3623,1369233273,login
8401,1369234032,login
4854,1369234078,login
3244,1369234176,login
8259,1369235084,login
3217,1369236634,login
6064,1369237089,login
10734,1369237193,login
3053,1369237309,login
1624,1369237656,login
11702,1369238273,login
2316,1369238559,login
1811,1369238971,login
8029,1369239358,login
1290,1369239619,login
9582,1369240990,login
7707,1369241017,login
4742,1369241403,login
11379,1369241746,login
2300,1369242115,login
4778,1369242139,login
2280,1369242322,login
4143,1369242774,login
3139,1369242818,login
11021,1369243359,login
2771,1369243399,login
11083,1369243561,login
8092,1369243738,login
5297,1369243929,login
7431,1369244313,login
5609,1369244540,login
4181,1369244807,login
4837,1369245038,login
1694,1369245200,login
11015,1369245472,login
4022,1369246291,login
2881,1369246362,login
754,1369246517,login
553,1369246581,login
9540,1369246984,login
4282,1369247622,login
9746,1369248123,login
1617,1369248500,login
7789,1369248644,login
42,1369249507,login
912,1369250133,login
7210,1369250235,login
8130,1369250487,login
10663,1369250777,login
2539,1369250801,login
10320,1369251331,login
11428,1369251557,login
2519,1369251990,login
6312,1369252050,login
9381,1369252141,login
4402,1369252142,login
8721,1369252815,login
8068,1369252955,login
7194,1369253138,login
7555,1369253448,login
7405,1369253454,login
1709,1369253519,login
11873,1369253660,login
3160,1369253841,login
6370,1369253993,login
2739,1369254806,login
9345,1369254905,login
5415,1369254912,login
8679,1369255186,login
7572,1369255257,login
6405,1369255370,login
6851,1369255955,login
3546,1369257622,login
4785,1369257697,login
8701,1369257697,login
2620,1369258030,login
1407,1369258698,login
1693,1369259913,login
4403,1369259925,login
4263,1369260430,login
9771,1369260749,login
5714,1369261446,login
724,1369261998,login
1155,1369262048,login
2658,1369262094,login
4269,1369262176,login
10177,1369262277,login
2246,1369262657,login
9845,1369262777,login
906,1369262992,login
9991,1369263006,login
8069,1369263348,login
10763,1369263617,login
4965,1369264145,login
605,1369264210,login
2474,1369264470,login
5378,1369265306,login
9325,1369265644,login
5151,1369265675,login
8221,1369266311,login
9958,1369266947,login
804,1369267213,login
3283,1369268370,login
8010,1369268606,login
197,1369268791,login
8770,1369269129,login
5705,1369269308,login
7590,1369270273,login
9901,1369270350,login
3175,1369270391,login
3269,1369271035,login
8297,1369271582,login
4421,1369271661,login
7285,1369273052,login
10602,1369273273,login
7107,1369273907,login
3863,1369273916,login
9645,1369274196,login
8768,1369274404,login
10153,1369274430,login
8374,1369274676,login
6171,1369274725,login
1027,1369275197,login
4029,1369275566,login
4234,1369275805,login
4354,1369276231,login
11032,1369276617,login
1280,1369277485,login
1464,1369277598,login
1202,1369278449,login
9691,1369278594,login
6070,1369279017,login
8403,1369279167,login
5309,1369279260,login
2604,1369280250,login
3577,1369280284,login
2711,1369281384,login
4043,1369282237,login
10388,1369282265,login
4618,1369282410,login
9434,1369282662,login
8832,1369283169,login
2866,1369283383,login
5514,1369283424,login
4961,1369283574,login
6938,1369283757,login
3226,1369284939,login
7926,1369285440,login
3531,1369285573,login
7052,1369285973,login
8243,1369286140,login
6866,1369286392,login
7511,1369286923,login
7899,1369287394,login
1769,1369287827,login
10791,1369288087,login
11039,1369288504,login
4489,1369288739,login
2078,1369289974,login
9535,1369290412,login
6870,1369290745,login
9281,1369291615,login
9436,1369291749,login
3824,1369292412,login
5861,1369292918,login
8955,1369293360,login
10357,1369294618,login
5259,1369294965,login
8602,1369295218,login
7153,1369295334,login
9042,1369295510,login
9083,1369295711,login
9286,1369296024,login
5386,1369296122,login
4428,1369296203,login
6284,1369296882,login
5965,1369297283,login
1434,1369297336,login
11740,1369297659,login
10258,1369297810,login
9728,1369298207,login
11573,1369299032,login
1072,1369299049,login
8689,1369299768,login
3066,1369300262,login
2205,1369300368,login
4017,1369301246,login
8553,1369301308,login
4481,1369301325,login
6204,1369302550,login
8924,1369302841,login
4045,1369303080,login
8708,1369303411,login
5057,1369303506,login
6050,1369303586,login
69,1369304118,login
9076,1369304510,login
5682,1369304533,login
510,1369304834,login
10230,1369305053,login
5507,1369305154,login
2706,1369305711,login
10630,1369306021,login
1479,1369306611,login
8055,1369308147,login
1099,1369308395,login
10656,1369308849,login
4564,1369309379,login
7608,1369309435,login
7120,1369309464,login
9312,1369309792,login
5281,1369310048,login
2103,1369310077,login
11730,1369310317,login
1822,1369310391,login
4497,1369310476,login
10953,1369311347,login
8366,1369312091,login
5850,1369312154,login
5939,1369312718,login
5329,1369312814,login
200,1369312893,login
7131,1369313030,login
11195,1369313078,login
10961,1369313303,login
8381,1369313404,login
7878,1369314127,login
8507,1369314261,login
6539,1369314363,login
6771,1369314620,login
2566,1369315091,login
9402,1369315437,login
7769,1369316065,login
11300,1369317591,login
10352,1369317651,login
10526,1369317753,login
9450,1369317876,login
10599,1369318296,login
4472,1369318689,login
2502,1369318727,login
4335,1369319017,login
11660,1369319362,login
6282,1369319375,login
3623,1369319673,login
3244,1369320576,login
11957,1369321227,login
8259,1369321484,login
8137,1369321554,login
6978,1369322752,login
11486,1369323029,login
3217,1369323034,login
5200,1369323109,login
11964,1369323548,login
10734,1369323593,login
3906,1369323662,login
6909,1369324030,login
1624,1369324056,login
11702,1369324673,login
3193,1369325248,login
1811,1369325371,login
8285,1369325817,login
9055,1369325818,login
934,1369326523,login
9582,1369327390,login
2568,1369327494,login
2300,1369328515,login
2490,1369328751,login
4143,1369329174,login
3139,1369329218,login
2771,1369329799,login
11083,1369329961,login
9303,1369330006,login
8332,1369330183,login
5297,1369330329,login
4803,1369330911,login
9374,1369331208,login
1089,1369331303,login
772,1369331304,login
2333,1369331325,login
4837,1369331438,login
2011,1369331693,login
5013,1369331734,login
11015,1369331872,login
4022,1369332691,login
3093,1369332848,login
754,1369332917,login
6134,1369333081,login
10470,1369333170,login
10030,1369333458,login
4992,1369333561,login
7450,1369333747,login
8166,1369333942,login
7691,1369333965,login
4282,1369334022,login
5101,1369334218,login
3046,1369334395,login
9746,1369334523,login
1617,1369334900,login
7789,1369335044,login
6757,1369335566,login
42,1369335907,login
6688,1369336463,login
912,1369336533,login
7210,1369336635,login
11642,1369336636,login
450,1369336681,login
10320,1369337731,login
11428,1369337957,login
2519,1369338390,login
6312,1369338450,login
9972,1369338473,login
9381,1369338541,login
4402,1369338542,login
1339,1369338991,login
8721,1369339215,login
8068,1369339355,login
7555,1369339848,login
3160,1369340241,login
6370,1369340393,login
2739,1369341206,login
783,1369341296,login
9400,1369341577,login
7572,1369341657,login
6405,1369341770,login
6851,1369342355,login
8310,1369343423,login
8701,1369344097,login
2620,1369344430,login
4580,1369346437,login
4263,1369346830,login
10,1369346883,login
6464,1369346982,login
10678,1369347115,login
9584,1369347141,login
9771,1369347149,login
724,1369348398,login
2658,1369348494,login
9362,1369348809,login
9079,1369348887,login
1055,1369349060,login
4705,1369349079,login
906,1369349392,login
9991,1369349406,login
3812,1369349575,login
6322,1369349715,login
10763,1369350017,login
2033,1369351273,login
11023,1369351403,login
2713,1369351411,login
5378,1369351706,login
9325,1369352044,login
5151,1369352075,login
5547,1369352361,login
9958,1369353347,login
74,1369353761,login
932,1369354010,login
2042,1369354264,login
10524,1369354399,login
10824,1369354912,login
7375,1369356064,login
8944,1369356280,login
7590,1369356673,login
9901,1369356750,login
2622,1369357196,login
4184,1369357265,login
3269,1369357435,login
8297,1369357982,login
4421,1369358061,login
1320,1369360392,login
9645,1369360596,login
7205,1369360663,login
10153,1369360830,login
4713,1369360988,login
6171,1369361125,login
4729,1369361191,login
4029,1369361966,login
4234,1369362205,login
4354,1369362631,login
11032,1369363017,login
11836,1369363259,login
10621,1369363835,login
1464,1369363998,login
9724,1369364135,login
10349,1369364711,login
1202,1369364849,login
6266,1369364976,login
9691,1369364994,login
6070,1369365417,login
2744,1369365711,login
8046,1369365931,login
445,1369365987,login
6636,1369366585,login
2604,1369366650,login
3411,1369366861,login
1129,1369366910,login
10042,1369367281,login
5063,1369367441,login
8912,1369368849,login
4745,1369369452,login
2866,1369369783,login
4961,1369369974,login
9120,1369370227,login
3226,1369371339,login
639,1369371477,login
5210,1369371627,login
7926,1369371840,login
5685,1369372132,login
11382,1369372341,login
9559,1369373015,login
7511,1369373323,login
2171,1369373423,login
1769,1369374227,login
8835,1369374780,login
4489,1369375139,login
603,1369375390,login
4680,1369375870,login
2078,1369376374,login
1471,1369376508,login
9535,1369376812,login
6870,1369377145,login
2425,1369377629,login
1688,1369377910,login
9281,1369378015,login
6643,1369378104,login
3824,1369378812,login
5861,1369379318,login
8749,1369379330,login
10357,1369381018,login
3409,1369381514,login
7153,1369381734,login
9083,1369382111,login
7798,1369382176,login
