loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,open_acc,revol_bal,total_acc,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,bc_util,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_rev_tl_bal_gt_0,num_tl_90g_dpd_24m,num_tl_op_past_12m,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,fico_average
20000.0, 36 months,658.95,B,8 years,RENT,98000.0,Source Verified,1,credit_card,12.68,0.0,8.0,25966.0,9.0,0.0,37992.0,33100.0,4749.0,87.3,0.0,0.0,4.0,6.0,4.0,4.0,6.0,0.0,3.0,37992.0,27900.0,18823.0,672.0
18000.0, 60 months,430.31,C,8 years,MORTGAGE,88000.0,Verified,1,debt_consolidation,11.14,0.0,8.0,15325.0,11.0,0.0,293413.0,17300.0,41916.0,98.5,2.0,0.0,3.0,5.0,4.0,5.0,5.0,0.0,1.0,23170.0,12200.0,18680.0,707.0
18000.0, 60 months,449.97,C,10+ years,MORTGAGE,48000.0,Source Verified,0,debt_consolidation,12.28,0.0,19.0,15577.0,26.0,0.0,53123.0,39200.0,2796.0,67.4,2.0,1.0,5.0,9.0,6.0,10.0,9.0,0.0,10.0,15577.0,21300.0,0.0,697.0
2500.0, 36 months,83.03,B,5 years,MORTGAGE,83000.0,Source Verified,1,home_improvement,13.11,0.0,10.0,1411.0,46.0,0.0,271794.0,7800.0,30199.0,35.6,2.0,0.0,1.0,2.0,2.0,17.0,2.0,0.0,2.0,106633.0,3800.0,117328.0,667.0
16400.0, 60 months,408.47,C,10+ years,MORTGAGE,45700.0,Source Verified,0,credit_card,18.25,0.0,12.0,31487.0,21.0,0.0,120501.0,42300.0,10955.0,92.1,2.0,0.0,5.0,8.0,5.0,8.0,8.0,0.0,4.0,31487.0,30400.0,0.0,682.0
28000.0, 36 months,961.06,C,2 years,MORTGAGE,70000.0,Verified,1,credit_card,14.62,0.0,9.0,12213.0,21.0,0.0,353632.0,17300.0,39292.0,89.0,3.0,0.0,4.0,5.0,4.0,6.0,5.0,0.0,3.0,30047.0,12800.0,34078.0,712.0
10000.0, 36 months,318.79,B,3 years,RENT,50000.0,Verified,0,debt_consolidation,22.44,0.0,4.0,970.0,28.0,560.0,22694.0,2700.0,5674.0,13.6,1.0,1.0,1.0,2.0,1.0,7.0,2.0,0.0,1.0,22694.0,1800.0,34737.0,662.0
9000.0, 36 months,303.73,B,5 years,RENT,60000.0,Source Verified,1,debt_consolidation,8.37,1.0,10.0,3933.0,22.0,0.0,16568.0,10000.0,2071.0,50.5,0.0,0.0,3.0,4.0,4.0,8.0,4.0,0.0,2.0,16568.0,7000.0,12602.0,672.0
8000.0, 36 months,270.91,C,10+ years,MORTGAGE,90000.0,Source Verified,1,debt_consolidation,8.43,0.0,8.0,12420.0,18.0,0.0,281132.0,18300.0,35142.0,69.6,5.0,1.0,3.0,6.0,3.0,4.0,6.0,0.0,3.0,28767.0,15200.0,18399.0,682.0
4000.0, 36 months,131.79,B,5 years,OWN,82000.0,Not Verified,1,debt_consolidation,23.94,1.0,8.0,10143.0,34.0,0.0,329802.0,16300.0,47115.0,62.2,4.0,0.0,4.0,4.0,4.0,11.0,4.0,0.0,5.0,37695.0,16300.0,39295.0,672.0
20000.0, 60 months,524.0,D,1 year,RENT,55000.0,Source Verified,0,debt_consolidation,18.96,0.0,4.0,1150.0,10.0,0.0,33055.0,1300.0,8264.0,88.5,0.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,33055.0,1300.0,39792.0,662.0
24000.0, 60 months,500.19,B,10+ years,MORTGAGE,92000.0,Source Verified,1,debt_consolidation,11.83,0.0,12.0,16568.0,22.0,0.0,231066.0,56500.0,19256.0,29.8,5.0,0.0,5.0,9.0,6.0,8.0,9.0,0.0,1.0,38826.0,42500.0,25000.0,747.0
18000.0, 36 months,631.06,C,10+ years,MORTGAGE,73941.0,Verified,1,debt_consolidation,22.12,0.0,8.0,17880.0,29.0,0.0,323593.0,18000.0,40449.0,98.4,3.0,0.0,3.0,5.0,3.0,6.0,5.0,0.0,3.0,112702.0,10500.0,94808.0,692.0
8000.0, 36 months,258.71,B,n/a,RENT,88000.0,Not Verified,1,credit_card,12.22,0.0,7.0,14923.0,28.0,0.0,45302.0,17300.0,6472.0,81.7,6.0,0.0,2.0,5.0,2.0,7.0,5.0,0.0,1.0,45302.0,7300.0,36932.0,662.0
8225.0, 36 months,302.42,D,1 year,OWN,33000.0,Not Verified,1,car,18.95,0.0,6.0,6280.0,9.0,0.0,22323.0,9500.0,3721.0,91.9,0.0,0.0,2.0,4.0,2.0,3.0,4.0,0.0,2.0,22323.0,5900.0,18381.0,687.0
17825.0, 36 months,584.76,B,5 years,MORTGAGE,106000.0,Verified,1,home_improvement,8.58,0.0,10.0,2080.0,15.0,213.0,366449.0,21100.0,36645.0,16.5,1.0,0.0,3.0,3.0,6.0,8.0,3.0,0.0,4.0,34878.0,12600.0,40286.0,667.0
2000.0, 36 months,65.14,B,10+ years,MORTGAGE,93000.0,Verified,1,debt_consolidation,13.52,1.0,7.0,25714.0,22.0,0.0,270056.0,34700.0,45009.0,38.9,3.0,0.0,1.0,5.0,2.0,8.0,5.0,0.0,1.0,25714.0,8200.0,0.0,707.0
25000.0, 36 months,773.3,A,10+ years,MORTGAGE,70000.0,Source Verified,1,debt_consolidation,17.42,0.0,13.0,9432.0,25.0,0.0,193114.0,34900.0,14855.0,34.5,3.0,0.0,2.0,4.0,3.0,4.0,4.0,0.0,3.0,35110.0,14100.0,36236.0,702.0
10000.0, 36 months,307.04,A,< 1 year,MORTGAGE,130000.0,Not Verified,1,credit_card,2.19,0.0,9.0,15289.0,16.0,0.0,219055.0,62600.0,27382.0,25.4,1.0,0.0,5.0,5.0,7.0,13.0,5.0,0.0,2.0,15289.0,60100.0,0.0,747.0
24000.0, 60 months,533.75,B,10+ years,MORTGAGE,120000.0,Verified,1,debt_consolidation,15.19,0.0,11.0,29014.0,32.0,0.0,614886.0,51500.0,55899.0,59.0,5.0,0.0,6.0,9.0,6.0,12.0,9.0,0.0,1.0,34749.0,42200.0,6825.0,697.0
20000.0, 36 months,614.08,A,6 years,MORTGAGE,87000.0,Verified,1,debt_consolidation,10.84,0.0,19.0,19904.0,44.0,0.0,109275.0,115200.0,6830.0,11.7,2.0,0.0,3.0,7.0,7.0,13.0,7.0,0.0,2.0,34812.0,90600.0,20229.0,757.0
21000.0, 60 months,601.21,F,10+ years,MORTGAGE,101000.0,Verified,1,other,17.34,0.0,16.0,32585.0,42.0,0.0,225915.0,43500.0,15061.0,87.4,3.0,0.0,6.0,10.0,8.0,20.0,10.0,0.0,2.0,68593.0,23600.0,40119.0,672.0
4000.0, 36 months,148.09,D,n/a,MORTGAGE,82000.0,Source Verified,1,home_improvement,21.54,0.0,15.0,11926.0,19.0,0.0,217812.0,15400.0,15558.0,96.1,1.0,0.0,7.0,11.0,7.0,8.0,11.0,0.0,3.0,49456.0,9100.0,58190.0,672.0
13250.0, 60 months,333.38,D,10+ years,MORTGAGE,59000.0,Verified,0,debt_consolidation,16.07,0.0,9.0,10930.0,26.0,0.0,134714.0,21000.0,14968.0,58.7,7.0,0.0,3.0,4.0,3.0,5.0,4.0,0.0,4.0,30458.0,10200.0,20083.0,672.0
13400.0, 36 months,438.64,B,5 years,RENT,45000.0,Not Verified,1,debt_consolidation,26.16,0.0,18.0,13421.0,27.0,55.0,19840.0,20700.0,1417.0,85.7,0.0,0.0,4.0,8.0,6.0,8.0,8.0,0.0,0.0,19840.0,6900.0,23967.0,717.0
10000.0, 60 months,262.0,D,7 years,RENT,40000.0,Source Verified,1,debt_consolidation,14.79,0.0,2.0,7793.0,19.0,0.0,43504.0,7500.0,21752.0,103.9,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,43504.0,7500.0,38730.0,672.0
10000.0, 36 months,304.36,A,10+ years,MORTGAGE,59000.0,Not Verified,1,home_improvement,1.98,0.0,5.0,3758.0,18.0,0.0,114072.0,31500.0,22814.0,11.9,3.0,0.0,1.0,1.0,3.0,7.0,1.0,0.0,0.0,5131.0,31500.0,0.0,807.0
9000.0, 36 months,301.04,B,1 year,MORTGAGE,67500.0,Not Verified,1,debt_consolidation,17.05,0.0,17.0,7066.0,25.0,0.0,227530.0,10000.0,13384.0,71.0,3.0,0.0,6.0,8.0,6.0,9.0,8.0,0.0,2.0,99289.0,8200.0,90657.0,667.0
10000.0, 36 months,323.43,B,7 years,MORTGAGE,68011.0,Not Verified,1,debt_consolidation,11.17,0.0,15.0,9730.0,20.0,63.0,141806.0,26700.0,10908.0,63.9,2.0,0.0,5.0,7.0,5.0,6.0,7.0,0.0,1.0,21834.0,14300.0,20618.0,702.0
15000.0, 36 months,462.96,A,5 years,OWN,61000.0,Verified,1,debt_consolidation,21.46,0.0,13.0,21516.0,25.0,0.0,27341.0,72000.0,2278.0,32.4,1.0,0.0,8.0,10.0,9.0,13.0,10.0,0.0,1.0,27341.0,61600.0,11332.0,777.0
9600.0, 36 months,323.98,B,4 years,MORTGAGE,99500.0,Not Verified,1,credit_card,15.4,0.0,9.0,13534.0,21.0,0.0,271484.0,14600.0,30165.0,97.9,6.0,0.0,2.0,4.0,2.0,3.0,4.0,0.0,3.0,75364.0,12000.0,68002.0,687.0
20000.0, 36 months,635.07,A,10+ years,MORTGAGE,70000.0,Verified,1,debt_consolidation,14.28,0.0,14.0,14301.0,30.0,0.0,159325.0,25900.0,13277.0,75.0,3.0,0.0,6.0,7.0,8.0,14.0,7.0,0.0,2.0,82703.0,19000.0,70092.0,682.0
21000.0, 36 months,666.82,A,2 years,MORTGAGE,100000.0,Not Verified,1,debt_consolidation,12.89,0.0,12.0,45933.0,27.0,0.0,343329.0,49473.0,34333.0,94.6,1.0,0.0,6.0,7.0,6.0,13.0,7.0,0.0,0.0,45933.0,46573.0,0.0,687.0
2500.0, 36 months,80.86,B,4 years,MORTGAGE,65000.0,Not Verified,1,wedding,24.3,0.0,15.0,13445.0,20.0,0.0,264519.0,19400.0,18894.0,99.2,1.0,0.0,5.0,6.0,5.0,7.0,6.0,0.0,6.0,58270.0,13200.0,47353.0,692.0
25000.0, 60 months,575.64,B,10+ years,MORTGAGE,125000.0,Source Verified,0,credit_card,10.14,2.0,13.0,20859.0,30.0,0.0,251253.0,33600.0,25125.0,72.8,4.0,0.0,3.0,6.0,3.0,5.0,6.0,0.0,1.0,38883.0,19300.0,35802.0,687.0
10625.0, 36 months,369.94,C,10+ years,OWN,32000.0,Verified,1,credit_card,19.09,1.0,8.0,7032.0,25.0,0.0,10754.0,22400.0,1344.0,45.4,0.0,0.0,2.0,3.0,5.0,11.0,3.0,0.0,3.0,10754.0,15300.0,9144.0,692.0
15000.0, 36 months,529.14,C,5 years,RENT,65000.0,Not Verified,1,debt_consolidation,16.69,0.0,14.0,29870.0,25.0,0.0,35877.0,34200.0,2990.0,96.6,0.0,0.0,5.0,9.0,7.0,11.0,10.0,0.0,1.0,35877.0,26400.0,10857.0,667.0
15000.0, 36 months,498.15,B,2 years,RENT,41000.0,Verified,0,credit_card,34.04,0.0,19.0,21409.0,25.0,0.0,49393.0,48800.0,2600.0,74.3,0.0,0.0,3.0,7.0,3.0,3.0,7.0,0.0,0.0,49393.0,21900.0,29904.0,692.0
11200.0, 60 months,318.32,E,10+ years,RENT,49000.0,Verified,0,credit_card,7.62,0.0,5.0,10334.0,12.0,0.0,11535.0,12400.0,2307.0,83.3,0.0,1.0,3.0,3.0,4.0,11.0,3.0,0.0,1.0,11535.0,12400.0,0.0,662.0
12000.0, 36 months,410.66,B,10+ years,MORTGAGE,55000.0,Verified,1,debt_consolidation,4.91,0.0,8.0,9695.0,8.0,0.0,220960.0,24200.0,27620.0,44.4,1.0,0.0,4.0,6.0,4.0,4.0,6.0,0.0,4.0,9695.0,13800.0,0.0,727.0
15000.0, 36 months,525.88,C,10+ years,RENT,73177.0,Verified,1,credit_card,12.87,0.0,17.0,23607.0,25.0,0.0,23607.0,33900.0,1389.0,84.4,0.0,0.0,10.0,15.0,10.0,13.0,15.0,0.0,2.0,23607.0,25900.0,0.0,662.0
35000.0, 36 months,1204.57,C,10+ years,MORTGAGE,175922.0,Verified,1,debt_consolidation,24.5,0.0,17.0,60501.0,30.0,0.0,404183.0,103600.0,26946.0,50.8,5.0,1.0,7.0,10.0,8.0,11.0,10.0,0.0,6.0,135028.0,76000.0,83347.0,702.0
5000.0, 36 months,174.83,C,2 years,OWN,60000.0,Source Verified,1,debt_consolidation,7.14,0.0,6.0,0.0,12.0,0.0,194546.0,2000.0,48637.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,18955.0,1000.0,22187.0,687.0
35000.0, 36 months,1227.05,C,1 year,RENT,110000.0,Verified,1,debt_consolidation,11.88,0.0,7.0,33734.0,19.0,0.0,39371.0,52847.0,5624.0,72.8,2.0,0.0,4.0,5.0,4.0,7.0,5.0,0.0,1.0,39371.0,45347.0,12465.0,692.0
14000.0, 60 months,333.8,C,10+ years,MORTGAGE,65000.0,Source Verified,1,debt_consolidation,8.73,0.0,13.0,12242.0,28.0,0.0,253097.0,26000.0,21091.0,58.3,2.0,0.0,5.0,6.0,5.0,7.0,6.0,0.0,2.0,58714.0,19900.0,7458.0,712.0
9500.0, 36 months,327.65,C,2 years,OWN,46000.0,Source Verified,1,debt_consolidation,30.32,0.0,12.0,12328.0,20.0,0.0,43371.0,21400.0,3614.0,58.2,0.0,0.0,3.0,9.0,3.0,8.0,9.0,0.0,2.0,43371.0,4600.0,35789.0,677.0
6750.0, 36 months,233.96,C,1 year,RENT,56500.0,Source Verified,1,credit_card,9.9,0.0,9.0,4663.0,11.0,0.0,31145.0,6300.0,3461.0,93.3,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,31145.0,5000.0,22007.0,692.0
14000.0, 60 months,314.9,B,1 year,MORTGAGE,75000.0,Not Verified,1,debt_consolidation,24.17,0.0,15.0,13585.0,35.0,0.0,237618.0,39900.0,18278.0,78.2,1.0,0.0,2.0,5.0,3.0,6.0,5.0,0.0,3.0,64347.0,14400.0,62872.0,722.0
16000.0, 60 months,331.36,A,3 years,MORTGAGE,80000.0,Verified,1,home_improvement,13.37,0.0,14.0,8379.0,19.0,0.0,266797.0,43700.0,20523.0,22.9,1.0,0.0,4.0,5.0,7.0,8.0,5.0,0.0,3.0,23355.0,29100.0,27750.0,742.0
35000.0, 60 months,814.03,C,2 years,OWN,225000.0,Not Verified,1,debt_consolidation,10.55,0.0,9.0,21180.0,22.0,0.0,44273.0,29600.0,6325.0,69.0,3.0,0.0,2.0,3.0,2.0,6.0,3.0,0.0,0.0,44273.0,27100.0,51896.0,722.0
3000.0, 36 months,93.59,A,2 years,RENT,48000.0,Not Verified,1,debt_consolidation,17.55,0.0,4.0,927.0,5.0,0.0,18164.0,24000.0,4541.0,3.9,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,18164.0,24000.0,0.0,767.0
10000.0, 36 months,328.06,B,4 years,RENT,66000.0,Not Verified,1,debt_consolidation,5.49,0.0,8.0,3888.0,13.0,0.0,8188.0,38400.0,1170.0,10.1,0.0,0.0,2.0,2.0,6.0,8.0,2.0,0.0,2.0,8188.0,38400.0,4250.0,732.0
1800.0, 60 months,50.85,E,8 years,MORTGAGE,35000.0,Source Verified,0,other,13.23,0.0,6.0,8017.0,10.0,12994.0,80733.0,10400.0,16147.0,94.2,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,22977.0,8500.0,23000.0,667.0
5000.0, 36 months,166.36,B,10+ years,RENT,22000.0,Not Verified,1,credit_card,19.41,0.0,12.0,11571.0,24.0,0.0,11571.0,28400.0,1052.0,41.2,0.0,0.0,6.0,8.0,8.0,14.0,8.0,0.0,1.0,11571.0,23800.0,0.0,697.0
30000.0, 60 months,786.0,D,6 years,MORTGAGE,150000.0,Verified,1,debt_consolidation,16.06,0.0,13.0,197625.0,28.0,0.0,599923.0,216100.0,46148.0,84.1,4.0,0.0,6.0,9.0,7.0,10.0,9.0,0.0,2.0,217174.0,59600.0,22249.0,682.0
4000.0, 36 months,148.09,D,10+ years,RENT,38000.0,Not Verified,1,credit_card,21.92,0.0,7.0,5380.0,14.0,0.0,24007.0,8400.0,3430.0,85.0,1.0,0.0,2.0,4.0,2.0,3.0,4.0,0.0,5.0,24007.0,5000.0,24788.0,667.0
15000.0, 36 months,481.69,B,10+ years,MORTGAGE,102000.0,Not Verified,1,credit_card,12.26,1.0,10.0,7505.0,20.0,679.0,218373.0,13500.0,21837.0,59.7,2.0,0.0,4.0,5.0,6.0,13.0,5.0,0.0,2.0,32870.0,11000.0,31365.0,687.0
10000.0, 36 months,337.47,B,10+ years,RENT,55000.0,Not Verified,1,debt_consolidation,7.92,0.0,7.0,13664.0,12.0,0.0,13664.0,19400.0,2277.0,73.9,0.0,0.0,5.0,6.0,5.0,7.0,6.0,0.0,0.0,13664.0,16900.0,0.0,692.0
4000.0, 36 months,125.17,A,10+ years,MORTGAGE,68500.0,Source Verified,1,debt_consolidation,25.24,0.0,10.0,33434.0,33.0,0.0,226995.0,52000.0,22700.0,65.7,2.0,0.0,5.0,6.0,5.0,14.0,6.0,0.0,0.0,69178.0,49100.0,58820.0,717.0
4125.0, 36 months,158.55,E,2 years,RENT,15000.0,Not Verified,1,credit_card,27.84,0.0,16.0,5174.0,22.0,0.0,42148.0,8800.0,2634.0,100.7,0.0,0.0,3.0,4.0,3.0,4.0,4.0,0.0,2.0,42148.0,4300.0,38331.0,677.0
23500.0, 60 months,486.69,A,7 years,MORTGAGE,87000.0,Verified,1,debt_consolidation,19.02,0.0,23.0,19257.0,45.0,0.0,337831.0,68090.0,16087.0,33.0,2.0,0.0,6.0,9.0,13.0,18.0,10.0,0.0,4.0,74310.0,54290.0,69319.0,732.0
20000.0, 60 months,482.23,D,1 year,RENT,85000.0,Source Verified,0,debt_consolidation,20.36,1.0,14.0,4328.0,29.0,0.0,115451.0,6500.0,8247.0,72.1,0.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,3.0,115451.0,6000.0,118954.0,692.0
8000.0, 36 months,274.71,C,4 years,RENT,25000.0,Not Verified,1,debt_consolidation,21.02,0.0,8.0,7945.0,23.0,0.0,8991.0,28200.0,1284.0,72.1,0.0,1.0,3.0,5.0,3.0,15.0,5.0,0.0,1.0,8991.0,5800.0,1244.0,712.0
9600.0, 36 months,338.89,D,10+ years,MORTGAGE,60000.0,Source Verified,1,debt_consolidation,14.32,4.0,10.0,5919.0,30.0,0.0,308399.0,15600.0,34267.0,44.4,1.0,0.0,4.0,6.0,4.0,8.0,6.0,0.0,4.0,18175.0,11100.0,16483.0,677.0
29000.0, 36 months,907.42,A,5 years,OWN,95000.0,Verified,1,credit_card,13.52,1.0,7.0,28677.0,20.0,0.0,372923.0,43800.0,62154.0,65.5,3.0,0.0,2.0,2.0,5.0,6.0,2.0,1.0,2.0,44893.0,43800.0,18363.0,687.0
6000.0, 36 months,203.7,B,< 1 year,MORTGAGE,67600.0,Source Verified,1,debt_consolidation,21.34,1.0,18.0,22922.0,35.0,0.0,229138.0,34600.0,15276.0,98.2,3.0,0.0,4.0,7.0,4.0,7.0,7.0,0.0,1.0,70475.0,8700.0,61511.0,697.0
8400.0, 36 months,287.75,C,< 1 year,RENT,39600.0,Not Verified,0,debt_consolidation,19.39,0.0,29.0,8497.0,33.0,0.0,186012.0,10800.0,6414.0,88.1,0.0,0.0,6.0,7.0,6.0,10.0,7.0,0.0,2.0,186012.0,8400.0,129773.0,667.0
11000.0, 36 months,375.85,C,10+ years,MORTGAGE,65000.0,Verified,1,debt_consolidation,6.33,1.0,11.0,9503.0,24.0,0.0,131909.0,19700.0,11992.0,50.8,4.0,0.0,8.0,9.0,9.0,10.0,9.0,0.0,0.0,9503.0,18200.0,0.0,677.0
15000.0, 36 months,481.69,B,10+ years,RENT,60000.0,Not Verified,1,credit_card,8.24,1.0,10.0,15246.0,17.0,0.0,15246.0,28000.0,1525.0,54.4,0.0,0.0,10.0,10.0,10.0,11.0,10.0,0.0,2.0,15246.0,28000.0,0.0,687.0
4800.0, 36 months,165.2,C,4 years,RENT,50000.0,Not Verified,1,debt_consolidation,11.04,0.0,11.0,7160.0,26.0,0.0,12416.0,9700.0,1242.0,94.4,0.0,0.0,3.0,8.0,3.0,9.0,8.0,0.0,0.0,12416.0,2500.0,6464.0,682.0
10800.0, 36 months,353.53,B,8 years,RENT,45000.0,Not Verified,1,debt_consolidation,11.07,0.0,14.0,9415.0,20.0,0.0,23577.0,20700.0,1814.0,55.0,0.0,0.0,5.0,6.0,6.0,12.0,6.0,0.0,1.0,23577.0,15100.0,16492.0,702.0
15000.0, 36 months,505.34,C,8 years,MORTGAGE,87000.0,Verified,1,debt_consolidation,7.3,0.0,11.0,11103.0,16.0,0.0,128710.0,15000.0,11701.0,75.8,1.0,1.0,6.0,9.0,6.0,8.0,9.0,0.0,2.0,11897.0,12000.0,3633.0,677.0
7200.0, 36 months,252.43,C,6 years,MORTGAGE,72000.0,Verified,1,debt_consolidation,12.75,0.0,9.0,4632.0,14.0,256.0,211954.0,15900.0,23550.0,31.9,3.0,0.0,2.0,4.0,5.0,5.0,4.0,0.0,3.0,21853.0,11000.0,29925.0,717.0
12000.0, 36 months,393.67,B,4 years,MORTGAGE,140000.0,Verified,1,credit_card,13.26,1.0,10.0,9367.0,22.0,0.0,267404.0,24200.0,26740.0,35.2,3.0,0.0,4.0,5.0,5.0,12.0,5.0,0.0,2.0,30389.0,17400.0,31668.0,677.0
7200.0, 36 months,239.56,B,8 years,RENT,75000.0,Verified,1,debt_consolidation,33.91,0.0,24.0,34125.0,43.0,0.0,45889.0,56300.0,1995.0,71.9,1.0,0.0,14.0,19.0,14.0,23.0,19.0,0.0,0.0,45889.0,39500.0,20524.0,672.0
6100.0, 36 months,204.04,B,2 years,RENT,36000.0,Not Verified,1,credit_card,13.5,0.0,7.0,3005.0,13.0,0.0,9830.0,9300.0,1404.0,43.2,0.0,2.0,3.0,5.0,3.0,5.0,5.0,0.0,1.0,9830.0,4300.0,15875.0,687.0
7000.0, 36 months,222.28,A,5 years,RENT,40000.0,Not Verified,1,credit_card,13.62,0.0,10.0,6907.0,11.0,0.0,17708.0,15000.0,1771.0,54.4,0.0,0.0,6.0,6.0,7.0,8.0,6.0,0.0,2.0,17708.0,12700.0,13146.0,677.0
11000.0, 60 months,261.64,C,< 1 year,OWN,36800.0,Source Verified,1,debt_consolidation,17.19,0.0,9.0,7524.0,17.0,0.0,13158.0,11000.0,1645.0,91.8,0.0,0.0,3.0,5.0,3.0,3.0,5.0,0.0,2.0,13158.0,4800.0,9245.0,687.0
12000.0, 36 months,400.82,C,2 years,MORTGAGE,95000.0,Not Verified,0,debt_consolidation,24.25,0.0,14.0,46291.0,38.0,0.0,469756.0,53100.0,36135.0,88.2,5.0,0.0,7.0,8.0,7.0,10.0,8.0,0.0,2.0,105865.0,51000.0,60315.0,662.0
1300.0, 36 months,45.46,D,9 years,MORTGAGE,55000.0,Not Verified,1,other,27.25,0.0,19.0,22034.0,35.0,0.0,138835.0,33700.0,7307.0,93.6,2.0,0.0,5.0,8.0,5.0,11.0,8.0,0.0,2.0,64397.0,19500.0,62164.0,682.0
16700.0, 60 months,402.66,C,8 years,MORTGAGE,40000.0,Source Verified,1,debt_consolidation,20.92,2.0,9.0,14986.0,31.0,754.0,176193.0,41300.0,19577.0,46.2,7.0,0.0,4.0,5.0,5.0,15.0,5.0,1.0,1.0,22162.0,32300.0,23789.0,672.0
12000.0, 36 months,420.71,C,10+ years,OWN,155000.0,Verified,1,home_improvement,15.64,0.0,18.0,7206.0,63.0,0.0,71379.0,18900.0,4461.0,45.7,2.0,1.0,3.0,5.0,7.0,13.0,5.0,0.0,5.0,71379.0,6200.0,91725.0,672.0
10000.0, 36 months,321.13,B,10+ years,MORTGAGE,30000.0,Source Verified,1,credit_card,4.32,0.0,7.0,4250.0,9.0,553.0,19604.0,8700.0,3921.0,78.7,1.0,0.0,3.0,3.0,5.0,6.0,3.0,0.0,2.0,4250.0,5400.0,0.0,677.0
5000.0, 36 months,167.01,C,< 1 year,OWN,68000.0,Source Verified,1,credit_card,2.63,0.0,7.0,4552.0,12.0,0.0,4552.0,8400.0,910.0,57.5,1.0,0.0,3.0,4.0,4.0,4.0,4.0,0.0,3.0,4552.0,7300.0,0.0,682.0
4750.0, 36 months,190.3,F,3 years,OWN,38348.0,Verified,0,debt_consolidation,31.52,0.0,9.0,3080.0,35.0,0.0,87518.0,6100.0,9724.0,51.4,0.0,2.0,3.0,4.0,3.0,3.0,4.0,0.0,5.0,87518.0,2100.0,86213.0,672.0
35000.0, 36 months,1227.05,C,6 years,MORTGAGE,155000.0,Verified,1,debt_consolidation,14.83,0.0,13.0,52911.0,32.0,0.0,70577.0,94400.0,8822.0,56.0,1.0,0.0,7.0,7.0,7.0,14.0,7.0,0.0,0.0,70577.0,94400.0,27529.0,687.0
25000.0, 60 months,557.63,B,10+ years,MORTGAGE,90000.0,Verified,1,credit_card,23.89,0.0,19.0,21112.0,54.0,0.0,304898.0,59900.0,16047.0,43.6,6.0,0.0,7.0,12.0,8.0,19.0,12.0,0.0,1.0,37081.0,42200.0,39993.0,732.0
4000.0, 36 months,137.67,C,10+ years,RENT,42000.0,Source Verified,1,medical,13.34,0.0,9.0,3622.0,25.0,0.0,18791.0,6750.0,2348.0,54.0,3.0,1.0,7.0,7.0,16.0,18.0,6.0,0.0,2.0,18791.0,6750.0,17806.0,687.0
5650.0, 36 months,198.31,C,1 year,RENT,38790.0,Not Verified,1,debt_consolidation,11.23,0.0,24.0,5259.0,46.0,0.0,122415.0,6500.0,5101.0,86.6,0.0,0.0,3.0,4.0,3.0,5.0,4.0,0.0,4.0,122415.0,6000.0,110881.0,662.0
10000.0, 36 months,347.74,C,10+ years,RENT,38000.0,Not Verified,1,debt_consolidation,24.57,0.0,9.0,8527.0,15.0,0.0,14635.0,11100.0,1626.0,91.4,0.0,0.0,3.0,7.0,3.0,4.0,7.0,0.0,1.0,14635.0,6300.0,15163.0,702.0
9000.0, 36 months,303.21,B,4 years,RENT,80000.0,Not Verified,1,other,23.84,0.0,18.0,12753.0,27.0,114.0,97357.0,20100.0,5409.0,84.9,0.0,0.0,3.0,5.0,3.0,8.0,5.0,0.0,3.0,97357.0,7300.0,93681.0,667.0
18000.0, 36 months,582.17,B,7 years,MORTGAGE,60000.0,Not Verified,1,credit_card,9.02,0.0,7.0,16065.0,15.0,0.0,127198.0,20600.0,18171.0,78.0,3.0,0.0,6.0,6.0,6.0,9.0,6.0,0.0,0.0,16065.0,20600.0,0.0,702.0
20050.0, 60 months,587.21,G,6 years,MORTGAGE,52000.0,Verified,0,small_business,21.51,0.0,9.0,17687.0,20.0,0.0,39679.0,21800.0,4409.0,90.6,8.0,0.0,4.0,6.0,4.0,5.0,6.0,0.0,2.0,39679.0,15300.0,31520.0,672.0
20000.0, 60 months,554.09,E,10+ years,OWN,57200.0,Verified,1,credit_card,13.37,0.0,15.0,24989.0,30.0,0.0,24989.0,52300.0,1666.0,65.8,0.0,1.0,7.0,10.0,9.0,11.0,10.0,0.0,5.0,24989.0,37300.0,0.0,677.0
27500.0, 60 months,714.13,D,5 years,MORTGAGE,62500.0,Verified,0,debt_consolidation,25.34,0.0,8.0,10356.0,18.0,0.0,247981.0,11800.0,30998.0,96.6,4.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,1.0,50490.0,6800.0,48806.0,707.0
